Content,Player,Team,Agents Played,A,ACS,ADR,APR,CL,CL%,D,FD,FDPR,FK,FKPR,HS%,K,K:D,KAST,KMax,KPR,R2.0,Rnd
Player Caim from team GTZ Esports has the following stats: R2.0: 0.95 ACS: 211.3 K:D: 0.93 KAST: 70.0 ADR: 137.8 KPR: 0.71 APR: 0.22 FKPR: 0.17 FDPR: 0.18 HS%: 19.0 CL%: 12.0 KMax: 24.0 K: 318.0 D: 342.0 A: 100.0 FK: 76.0 FD: 82.0 Rnd: 451,Caim,GTZ Esports,"raze, jett, breach",100.0,211.3,137.8,0.22,,12.0,342.0,82.0,0.18,76.0,0.17,19.0,318.0,0.93,70.0,24.0,0.71,0.95,451
Player lz from team 2Game Esports has the following stats: R2.0: 0.95 ACS: 181.2 K:D: 0.93 KAST: 71.0 ADR: 117.0 KPR: 0.63 APR: 0.33 FKPR: 0.08 FDPR: 0.1 HS%: 38.0 CL%: 23.0 KMax: 27.0 K: 875.0 D: 940.0 A: 462.0 FK: 116.0 FD: 134.0 Rnd: 1394,lz,2Game Esports,"omen, viper, astra",462.0,181.2,117.0,0.33,,23.0,940.0,134.0,0.1,116.0,0.08,38.0,875.0,0.93,71.0,27.0,0.63,0.95,1394
Player Lazy from team Peace And Love has the following stats: R2.0: 0.95 ACS: 203.6 K:D: 0.86 KAST: 74.0 ADR: 136.4 KPR: 0.67 APR: 0.42 FKPR: 0.08 FDPR: 0.09 HS%: 21.0 CL%: 12.0 KMax: 21.0 K: 161.0 D: 188.0 A: 100.0 FK: 20.0 FD: 21.0 Rnd: 239,Lazy,Peace And Love,"omen, viper, brimstone",100.0,203.6,136.4,0.42,,12.0,188.0,21.0,0.09,20.0,0.08,21.0,161.0,0.86,74.0,21.0,0.67,0.95,239
Player cullumx from team Acend has the following stats: R2.0: 0.95 ACS: 194.0 K:D: 0.92 KAST: 67.0 ADR: 130.8 KPR: 0.68 APR: 0.32 FKPR: 0.11 FDPR: 0.11 HS%: 39.0 CL%: 10.0 KMax: 27.0 K: 367.0 D: 398.0 A: 172.0 FK: 58.0 FD: 59.0 Rnd: 543,cullumx,Acend,"kayo, raze, skye",172.0,194.0,130.8,0.32,,10.0,398.0,59.0,0.11,58.0,0.11,39.0,367.0,0.92,67.0,27.0,0.68,0.95,543
Player vini from team NIGERIA 96 has the following stats: R2.0: 0.94 ACS: 193.7 K:D: 0.88 KAST: 72.0 ADR: 131.6 KPR: 0.64 APR: 0.26 FKPR: 0.12 FDPR: 0.06 HS%: 25.0 CL%: 14.0 KMax: 28.0 K: 145.0 D: 164.0 A: 60.0 FK: 28.0 FD: 14.0 Rnd: 227,vini,NIGERIA 96,"viper, killjoy, omen",60.0,193.7,131.6,0.26,,14.0,164.0,14.0,0.06,28.0,0.12,25.0,145.0,0.88,72.0,28.0,0.64,0.94,227
Player Krizz from team Zero Tenacity has the following stats: R2.0: 0.94 ACS: 196.9 K:D: 0.93 KAST: 68.0 ADR: 133.3 KPR: 0.68 APR: 0.17 FKPR: 0.13 FDPR: 0.14 HS%: 23.0 CL%: 12.0 KMax: 29.0 K: 507.0 D: 547.0 A: 128.0 FK: 95.0 FD: 103.0 Rnd: 744,Krizz,Zero Tenacity,"raze, jett, cypher",128.0,196.9,133.3,0.17,,12.0,547.0,103.0,0.14,95.0,0.13,23.0,507.0,0.93,68.0,29.0,0.68,0.94,744
Player SCar from team ARF TEAM has the following stats: R2.0: 0.94 ACS: 171.0 K:D: 0.88 KAST: 73.0 ADR: 112.6 KPR: 0.61 APR: 0.39 FKPR: 0.06 FDPR: 0.07 HS%: 35.0 CL%: 17.0 KMax: 19.0 K: 468.0 D: 530.0 A: 300.0 FK: 43.0 FD: 54.0 Rnd: 772,SCar,ARF TEAM,"omen, viper, brimstone",300.0,171.0,112.6,0.39,,17.0,530.0,54.0,0.07,43.0,0.06,35.0,468.0,0.88,73.0,19.0,0.61,0.94,772
Player Naifma7 from team Vision Esports has the following stats: R2.0: 0.94 ACS: 195.5 K:D: 0.92 KAST: 64.0 ADR: 131.2 KPR: 0.7 APR: 0.16 FKPR: 0.13 FDPR: 0.11 HS%: 32.0 CL%: 11.0 KMax: 28.0 K: 474.0 D: 518.0 A: 108.0 FK: 90.0 FD: 76.0 Rnd: 679,Naifma7,Vision Esports,"sova, jett, raze",108.0,195.5,131.2,0.16,,11.0,518.0,76.0,0.11,90.0,0.13,32.0,474.0,0.92,64.0,28.0,0.7,0.94,679
Player Drog from team apinaorkesteri has the following stats: R2.0: 0.94 ACS: 186.2 K:D: 0.95 KAST: 66.0 ADR: 129.4 KPR: 0.7 APR: 0.18 FKPR: 0.09 FDPR: 0.09 HS%: 27.0 CL%: 11.0 KMax: 29.0 K: 649.0 D: 681.0 A: 168.0 FK: 82.0 FD: 85.0 Rnd: 930,Drog,apinaorkesteri,"cypher, killjoy, viper",168.0,186.2,129.4,0.18,,11.0,681.0,85.0,0.09,82.0,0.09,27.0,649.0,0.95,66.0,29.0,0.7,0.94,930
Player benjii from team Life's a Game has the following stats: R2.0: 0.94 ACS: 173.6 K:D: 0.94 KAST: 67.0 ADR: 119.0 KPR: 0.62 APR: 0.18 FKPR: 0.07 FDPR: 0.07 HS%: 28.0 CL%: 21.0 KMax: 19.0 K: 288.0 D: 305.0 A: 82.0 FK: 31.0 FD: 33.0 Rnd: 462,benjii,Life's a Game,"killjoy, cypher, chamber",82.0,173.6,119.0,0.18,,21.0,305.0,33.0,0.07,31.0,0.07,28.0,288.0,0.94,67.0,19.0,0.62,0.94,462
Player Jini from team ALTERNATE aTTaX has the following stats: R2.0: 0.94 ACS: 179.6 K:D: 0.91 KAST: 72.0 ADR: 116.5 KPR: 0.63 APR: 0.38 FKPR: 0.06 FDPR: 0.08 HS%: 25.0 CL%: 16.0 KMax: 28.0 K: 292.0 D: 320.0 A: 175.0 FK: 29.0 FD: 36.0 Rnd: 460,Jini,ALTERNATE aTTaX,"omen, sova, killjoy",175.0,179.6,116.5,0.38,,16.0,320.0,36.0,0.08,29.0,0.06,25.0,292.0,0.91,72.0,28.0,0.63,0.94,460
Player Yuta from team Cicadas Gaming has the following stats: R2.0: 0.94 ACS: 187.6 K:D: 0.93 KAST: 63.0 ADR: 133.3 KPR: 0.68 APR: 0.17 FKPR: 0.07 FDPR: 0.09 HS%: 41.0 CL%: 16.0 KMax: 24.0 K: 185.0 D: 199.0 A: 45.0 FK: 20.0 FD: 25.0 Rnd: 271,Yuta,Cicadas Gaming,"killjoy, reyna, cypher",45.0,187.6,133.3,0.17,,16.0,199.0,25.0,0.09,20.0,0.07,41.0,185.0,0.93,63.0,24.0,0.68,0.94,271
Player sarahcat from team Shopify Rebellion has the following stats: R2.0: 0.94 ACS: 193.1 K:D: 0.9 KAST: 69.0 ADR: 126.7 KPR: 0.67 APR: 0.3 FKPR: 0.09 FDPR: 0.12 HS%: 24.0 CL%: 6.0 KMax: 22.0 K: 217.0 D: 241.0 A: 97.0 FK: 29.0 FD: 39.0 Rnd: 323,sarahcat,Shopify Rebellion,"sova, viper, kayo",97.0,193.1,126.7,0.3,,6.0,241.0,39.0,0.12,29.0,0.09,24.0,217.0,0.9,69.0,22.0,0.67,0.94,323
Player Titanjr from team N/A has the following stats: R2.0: 0.94 ACS: 194.5 K:D: 0.89 KAST: 65.0 ADR: 127.6 KPR: 0.67 APR: 0.31 FKPR: 0.08 FDPR: 0.08 HS%: 27.0 CL%: 10.0 KMax: 23.0 K: 271.0 D: 304.0 A: 126.0 FK: 31.0 FD: 34.0 Rnd: 404,Titanjr,N/A,"viper, omen, kayo",126.0,194.5,127.6,0.31,,10.0,304.0,34.0,0.08,31.0,0.08,27.0,271.0,0.89,65.0,23.0,0.67,0.94,404
Player Black from team Team Occupy has the following stats: R2.0: 0.94 ACS: 180.4 K:D: 0.89 KAST: 68.0 ADR: 120.8 KPR: 0.64 APR: 0.32 FKPR: 0.06 FDPR: 0.07 HS%: 33.0 CL%: 21.0 KMax: 25.0 K: 555.0 D: 627.0 A: 275.0 FK: 49.0 FD: 59.0 Rnd: 865,Black,Team Occupy,"omen, viper, reyna",275.0,180.4,120.8,0.32,,21.0,627.0,59.0,0.07,49.0,0.06,33.0,555.0,0.89,68.0,25.0,0.64,0.94,865
Player rAb1q from team Five Ace Esports has the following stats: R2.0: 0.94 ACS: 184.0 K:D: 0.87 KAST: 70.0 ADR: 125.5 KPR: 0.64 APR: 0.32 FKPR: 0.06 FDPR: 0.05 HS%: 23.0 CL%: 15.0 KMax: 27.0 K: 382.0 D: 441.0 A: 193.0 FK: 34.0 FD: 29.0 Rnd: 600,rAb1q,Five Ace Esports,"sova, omen, breach",193.0,184.0,125.5,0.32,,15.0,441.0,29.0,0.05,34.0,0.06,23.0,382.0,0.87,70.0,27.0,0.64,0.94,600
Player Crewen from team HOWL Esports has the following stats: R2.0: 0.94 ACS: 188.8 K:D: 0.94 KAST: 69.0 ADR: 128.0 KPR: 0.67 APR: 0.22 FKPR: 0.09 FDPR: 0.08 HS%: 29.0 CL%: 16.0 KMax: 27.0 K: 704.0 D: 747.0 A: 225.0 FK: 89.0 FD: 88.0 Rnd: 1045,Crewen,HOWL Esports,"cypher, killjoy, viper",225.0,188.8,128.0,0.22,,16.0,747.0,88.0,0.08,89.0,0.09,29.0,704.0,0.94,69.0,27.0,0.67,0.94,1045
Player shiio from team Permitta Unicorns has the following stats: R2.0: 0.93 ACS: 171.9 K:D: 0.86 KAST: 69.0 ADR: 115.0 KPR: 0.59 APR: 0.29 FKPR: 0.07 FDPR: 0.06 HS%: 20.0 CL%: 15.0 KMax: 28.0 K: 150.0 D: 174.0 A: 74.0 FK: 17.0 FD: 15.0 Rnd: 254,shiio,Permitta Unicorns,"omen, astra, viper",74.0,171.9,115.0,0.29,,15.0,174.0,15.0,0.06,17.0,0.07,20.0,150.0,0.86,69.0,28.0,0.59,0.93,254
Player shen from team 1337 has the following stats: R2.0: 0.93 ACS: 166.4 K:D: 0.92 KAST: 75.0 ADR: 105.5 KPR: 0.61 APR: 0.41 FKPR: 0.05 FDPR: 0.08 HS%: 23.0 CL%: 9.0 KMax: 19.0 K: 265.0 D: 289.0 A: 179.0 FK: 22.0 FD: 35.0 Rnd: 434,shen,1337,"kayo, breach, skye",179.0,166.4,105.5,0.41,,9.0,289.0,35.0,0.08,22.0,0.05,23.0,265.0,0.92,75.0,19.0,0.61,0.93,434
Player Mad22D from team XOXO-01 has the following stats: R2.0: 0.93 ACS: 215.1 K:D: 0.86 KAST: 63.0 ADR: 141.8 KPR: 0.71 APR: 0.2 FKPR: 0.13 FDPR: 0.18 HS%: 26.0 CL%: 0.0 KMax: 21.0 K: 157.0 D: 182.0 A: 44.0 FK: 29.0 FD: 40.0 Rnd: 220,Mad22D,XOXO-01,"raze, omen, jett",44.0,215.1,141.8,0.2,,0.0,182.0,40.0,0.18,29.0,0.13,26.0,157.0,0.86,63.0,21.0,0.71,0.93,220
Player Hansia from team Crocodile Tears has the following stats: R2.0: 0.93 ACS: 209.9 K:D: 0.93 KAST: 62.0 ADR: 140.8 KPR: 0.71 APR: 0.13 FKPR: 0.13 FDPR: 0.14 HS%: 19.0 CL%: 15.0 KMax: 26.0 K: 161.0 D: 173.0 A: 30.0 FK: 30.0 FD: 31.0 Rnd: 226,Hansia,Crocodile Tears,"raze, jett, kayo",30.0,209.9,140.8,0.13,,15.0,173.0,31.0,0.14,30.0,0.13,19.0,161.0,0.93,62.0,26.0,0.71,0.93,226
Player Muzz from team BOBO has the following stats: R2.0: 0.93 ACS: 183.3 K:D: 0.95 KAST: 67.0 ADR: 125.0 KPR: 0.65 APR: 0.21 FKPR: 0.07 FDPR: 0.11 HS%: 30.0 CL%: 19.0 KMax: 26.0 K: 297.0 D: 314.0 A: 95.0 FK: 33.0 FD: 50.0 Rnd: 455,Muzz,BOBO,"killjoy, cypher, viper",95.0,183.3,125.0,0.21,,19.0,314.0,50.0,0.11,33.0,0.07,30.0,297.0,0.95,67.0,26.0,0.65,0.93,455
Player GodsB from team VEC DAEJEON has the following stats: R2.0: 0.93 ACS: 187.9 K:D: 0.9 KAST: 69.0 ADR: 126.7 KPR: 0.65 APR: 0.22 FKPR: 0.11 FDPR: 0.08 HS%: 28.0 CL%: 12.0 KMax: 24.0 K: 262.0 D: 291.0 A: 87.0 FK: 46.0 FD: 32.0 Rnd: 404,GodsB,VEC DAEJEON,"killjoy, cypher, viper",87.0,187.9,126.7,0.22,,12.0,291.0,32.0,0.08,46.0,0.11,28.0,262.0,0.9,69.0,24.0,0.65,0.93,404
Player Jaf from team Formulation Gaming has the following stats: R2.0: 0.93 ACS: 186.2 K:D: 0.92 KAST: 67.0 ADR: 122.6 KPR: 0.66 APR: 0.28 FKPR: 0.08 FDPR: 0.09 HS%: 33.0 CL%: 15.0 KMax: 25.0 K: 486.0 D: 526.0 A: 208.0 FK: 55.0 FD: 68.0 Rnd: 733,Jaf,Formulation Gaming,"omen, viper, astra",208.0,186.2,122.6,0.28,,15.0,526.0,68.0,0.09,55.0,0.08,33.0,486.0,0.92,67.0,25.0,0.66,0.93,733
Player DcRulz from team Orangutan has the following stats: R2.0: 0.93 ACS: 192.9 K:D: 0.93 KAST: 65.0 ADR: 129.2 KPR: 0.67 APR: 0.15 FKPR: 0.1 FDPR: 0.1 HS%: 31.0 CL%: 15.0 KMax: 23.0 K: 494.0 D: 533.0 A: 112.0 FK: 74.0 FD: 75.0 Rnd: 734,DcRulz,Orangutan,"killjoy, jett, cypher",112.0,192.9,129.2,0.15,,15.0,533.0,75.0,0.1,74.0,0.1,31.0,494.0,0.93,65.0,23.0,0.67,0.93,734
Player Nawaf from team Suicide Squad has the following stats: R2.0: 0.93 ACS: 182.4 K:D: 0.86 KAST: 66.0 ADR: 123.3 KPR: 0.65 APR: 0.26 FKPR: 0.08 FDPR: 0.09 HS%: 34.0 CL%: 14.0 KMax: 22.0 K: 555.0 D: 645.0 A: 221.0 FK: 67.0 FD: 76.0 Rnd: 860,Nawaf,Suicide Squad,"fade, sova, kayo",221.0,182.4,123.3,0.26,,14.0,645.0,76.0,0.09,67.0,0.08,34.0,555.0,0.86,66.0,22.0,0.65,0.93,860
Player alvinboy from team Burger Boyz 2.0 has the following stats: R2.0: 0.93 ACS: 217.1 K:D: 0.95 KAST: 66.0 ADR: 141.4 KPR: 0.74 APR: 0.18 FKPR: 0.13 FDPR: 0.15 HS%: 29.0 CL%: 10.0 KMax: 27.0 K: 414.0 D: 438.0 A: 98.0 FK: 72.0 FD: 83.0 Rnd: 558,alvinboy,Burger Boyz 2.0,"raze, jett, killjoy",98.0,217.1,141.4,0.18,,10.0,438.0,83.0,0.15,72.0,0.13,29.0,414.0,0.95,66.0,27.0,0.74,0.93,558
Player kacpi from team Incognito has the following stats: R2.0: 0.93 ACS: 168.4 K:D: 0.9 KAST: 74.0 ADR: 109.7 KPR: 0.63 APR: 0.3 FKPR: 0.05 FDPR: 0.05 HS%: 36.0 CL%: 11.0 KMax: 20.0 K: 136.0 D: 151.0 A: 65.0 FK: 10.0 FD: 10.0 Rnd: 215,kacpi,Incognito,"chamber, jett, kayo",65.0,168.4,109.7,0.3,,11.0,151.0,10.0,0.05,10.0,0.05,36.0,136.0,0.9,74.0,20.0,0.63,0.93,215
Player scarn from team SaD Esports has the following stats: R2.0: 0.93 ACS: 220.0 K:D: 0.98 KAST: 69.0 ADR: 148.0 KPR: 0.76 APR: 0.16 FKPR: 0.17 FDPR: 0.17 HS%: 27.0 CL%: 11.0 KMax: 29.0 K: 670.0 D: 687.0 A: 144.0 FK: 151.0 FD: 146.0 Rnd: 877,scarn,SaD Esports,"jett, raze, kayo",144.0,220.0,148.0,0.16,,11.0,687.0,146.0,0.17,151.0,0.17,27.0,670.0,0.98,69.0,29.0,0.76,0.93,877
Player RARE from team B8 Esports has the following stats: R2.0: 0.93 ACS: 180.4 K:D: 0.86 KAST: 71.0 ADR: 116.7 KPR: 0.62 APR: 0.31 FKPR: 0.04 FDPR: 0.08 HS%: 19.0 CL%: 16.0 KMax: 20.0 K: 371.0 D: 431.0 A: 187.0 FK: 27.0 FD: 47.0 Rnd: 603,RARE,B8 Esports,"jett, breach, viper",187.0,180.4,116.7,0.31,,16.0,431.0,47.0,0.08,27.0,0.04,19.0,371.0,0.86,71.0,20.0,0.62,0.93,603
Player Roco from team Zen eSports has the following stats: R2.0: 0.93 ACS: 192.7 K:D: 0.91 KAST: 67.0 ADR: 127.3 KPR: 0.65 APR: 0.34 FKPR: 0.08 FDPR: 0.11 HS%: 26.0 CL%: 9.0 KMax: 22.0 K: 287.0 D: 317.0 A: 148.0 FK: 37.0 FD: 50.0 Rnd: 441,Roco,Zen eSports,"omen, astra, viper",148.0,192.7,127.3,0.34,,9.0,317.0,50.0,0.11,37.0,0.08,26.0,287.0,0.91,67.0,22.0,0.65,0.93,441
Player quantumrino from team Permitta Unicorns has the following stats: R2.0: 0.93 ACS: 231.6 K:D: 0.97 KAST: 64.0 ADR: 153.1 KPR: 0.79 APR: 0.17 FKPR: 0.18 FDPR: 0.21 HS%: 25.0 CL%: 11.0 KMax: 27.0 K: 315.0 D: 326.0 A: 68.0 FK: 71.0 FD: 85.0 Rnd: 398,quantumrino,Permitta Unicorns,"raze, jett, chamber",68.0,231.6,153.1,0.17,,11.0,326.0,85.0,0.21,71.0,0.18,25.0,315.0,0.97,64.0,27.0,0.79,0.93,398
Player Miyeon from team XSOUL has the following stats: R2.0: 0.93 ACS: 230.0 K:D: 1.01 KAST: 64.0 ADR: 145.2 KPR: 0.78 APR: 0.18 FKPR: 0.17 FDPR: 0.15 HS%: 22.0 CL%: 44.0 KMax: 21.0 K: 156.0 D: 155.0 A: 35.0 FK: 34.0 FD: 29.0 Rnd: 200,Miyeon,XSOUL,"killjoy, jett, kayo",35.0,230.0,145.2,0.18,,44.0,155.0,29.0,0.15,34.0,0.17,22.0,156.0,1.01,64.0,21.0,0.78,0.93,200
Player jas0n from team Lemonade Stand has the following stats: R2.0: 0.93 ACS: 196.0 K:D: 0.95 KAST: 70.0 ADR: 127.7 KPR: 0.67 APR: 0.18 FKPR: 0.13 FDPR: 0.16 HS%: 25.0 CL%: 17.0 KMax: 29.0 K: 447.0 D: 473.0 A: 122.0 FK: 85.0 FD: 109.0 Rnd: 668,jas0n,Lemonade Stand,"killjoy, raze, jett",122.0,196.0,127.7,0.18,,17.0,473.0,109.0,0.16,85.0,0.13,25.0,447.0,0.95,70.0,29.0,0.67,0.93,668
Player Nunmeister from team B8 Esports has the following stats: R2.0: 0.93 ACS: 191.8 K:D: 0.9 KAST: 65.0 ADR: 126.6 KPR: 0.67 APR: 0.29 FKPR: 0.08 FDPR: 0.1 HS%: 27.0 CL%: 14.0 KMax: 30.0 K: 611.0 D: 676.0 A: 259.0 FK: 74.0 FD: 91.0 Rnd: 907,Nunmeister,B8 Esports,"killjoy, cypher, viper",259.0,191.8,126.6,0.29,,14.0,676.0,91.0,0.1,74.0,0.08,27.0,611.0,0.9,65.0,30.0,0.67,0.93,907
Player Ichisolo from team Carti World has the following stats: R2.0: 0.93 ACS: 178.3 K:D: 0.83 KAST: 68.0 ADR: 124.2 KPR: 0.59 APR: 0.25 FKPR: 0.06 FDPR: 0.07 HS%: 26.0 CL%: 17.0 KMax: 18.0 K: 174.0 D: 209.0 A: 73.0 FK: 17.0 FD: 21.0 Rnd: 294,Ichisolo,Carti World,"killjoy, cypher, jett",73.0,178.3,124.2,0.25,,17.0,209.0,21.0,0.07,17.0,0.06,26.0,174.0,0.83,68.0,18.0,0.59,0.93,294
Player Sa1koro from team SAIO has the following stats: R2.0: 0.93 ACS: 177.4 K:D: 0.93 KAST: 65.0 ADR: 115.5 KPR: 0.63 APR: 0.27 FKPR: 0.08 FDPR: 0.04 HS%: 30.0 CL%: 17.0 KMax: 27.0 K: 155.0 D: 166.0 A: 67.0 FK: 19.0 FD: 10.0 Rnd: 246,Sa1koro,SAIO,"omen, sova, astra",67.0,177.4,115.5,0.27,,17.0,166.0,10.0,0.04,19.0,0.08,30.0,155.0,0.93,65.0,27.0,0.63,0.93,246
Player Kenkayyy from team XLD Gaming has the following stats: R2.0: 0.93 ACS: 188.9 K:D: 0.92 KAST: 66.0 ADR: 125.9 KPR: 0.67 APR: 0.24 FKPR: 0.08 FDPR: 0.11 HS%: 26.0 CL%: 18.0 KMax: 27.0 K: 778.0 D: 847.0 A: 274.0 FK: 92.0 FD: 122.0 Rnd: 1160,Kenkayyy,XLD Gaming,"killjoy, viper, sova",274.0,188.9,125.9,0.24,,18.0,847.0,122.0,0.11,92.0,0.08,26.0,778.0,0.92,66.0,27.0,0.67,0.93,1160
Player moobs from team Winthrop University has the following stats: R2.0: 0.93 ACS: 197.2 K:D: 0.91 KAST: 71.0 ADR: 131.5 KPR: 0.69 APR: 0.3 FKPR: 0.11 FDPR: 0.12 HS%: 34.0 CL%: 16.0 KMax: 29.0 K: 354.0 D: 387.0 A: 152.0 FK: 54.0 FD: 60.0 Rnd: 510,moobs,Winthrop University,"jett, reyna, fade",152.0,197.2,131.5,0.3,,16.0,387.0,60.0,0.12,54.0,0.11,34.0,354.0,0.91,71.0,29.0,0.69,0.93,510
Player Ender from team Kizuna Esports has the following stats: R2.0: 0.93 ACS: 199.9 K:D: 0.9 KAST: 67.0 ADR: 131.7 KPR: 0.7 APR: 0.22 FKPR: 0.1 FDPR: 0.13 HS%: 26.0 CL%: 10.0 KMax: 22.0 K: 318.0 D: 353.0 A: 100.0 FK: 44.0 FD: 60.0 Rnd: 455,Ender,Kizuna Esports,"raze, killjoy, skye",100.0,199.9,131.7,0.22,,10.0,353.0,60.0,0.13,44.0,0.1,26.0,318.0,0.9,67.0,22.0,0.7,0.93,455
Player aljaDi from team Fraggerz has the following stats: R2.0: 0.93 ACS: 207.0 K:D: 0.95 KAST: 61.0 ADR: 140.3 KPR: 0.75 APR: 0.12 FKPR: 0.12 FDPR: 0.12 HS%: 30.0 CL%: 10.0 KMax: 30.0 K: 354.0 D: 372.0 A: 59.0 FK: 56.0 FD: 59.0 Rnd: 475,aljaDi,Fraggerz,"jett, killjoy, omen",59.0,207.0,140.3,0.12,,10.0,372.0,59.0,0.12,56.0,0.12,30.0,354.0,0.95,61.0,30.0,0.75,0.93,475
Player P0PPIN from team Paragons has the following stats: R2.0: 0.92 ACS: 217.4 K:D: 0.94 KAST: 67.0 ADR: 137.4 KPR: 0.75 APR: 0.19 FKPR: 0.21 FDPR: 0.21 HS%: 23.0 CL%: 19.0 KMax: 30.0 K: 185.0 D: 196.0 A: 47.0 FK: 52.0 FD: 52.0 Rnd: 246,P0PPIN,Paragons,"raze, jett, sova",47.0,217.4,137.4,0.19,,19.0,196.0,52.0,0.21,52.0,0.21,23.0,185.0,0.94,67.0,30.0,0.75,0.92,246
Player kivary from team OXEN has the following stats: R2.0: 0.92 ACS: 207.6 K:D: 0.97 KAST: 67.0 ADR: 137.4 KPR: 0.73 APR: 0.19 FKPR: 0.2 FDPR: 0.21 HS%: 21.0 CL%: 29.0 KMax: 23.0 K: 332.0 D: 343.0 A: 86.0 FK: 89.0 FD: 97.0 Rnd: 455,kivary,OXEN,"raze, jett, neon",86.0,207.6,137.4,0.19,,29.0,343.0,97.0,0.21,89.0,0.2,21.0,332.0,0.97,67.0,23.0,0.73,0.92,455
Player Impecunity from team NEXGA has the following stats: R2.0: 0.92 ACS: 188.5 K:D: 0.95 KAST: 66.0 ADR: 127.0 KPR: 0.68 APR: 0.15 FKPR: 0.11 FDPR: 0.11 HS%: 25.0 CL%: 10.0 KMax: 21.0 K: 353.0 D: 373.0 A: 76.0 FK: 57.0 FD: 55.0 Rnd: 519,Impecunity,NEXGA,"jett, killjoy, raze",76.0,188.5,127.0,0.15,,10.0,373.0,55.0,0.11,57.0,0.11,25.0,353.0,0.95,66.0,21.0,0.68,0.92,519
Player drakk from team TP REVEN has the following stats: R2.0: 0.92 ACS: 221.4 K:D: 0.95 KAST: 63.0 ADR: 144.2 KPR: 0.77 APR: 0.17 FKPR: 0.21 FDPR: 0.26 HS%: 28.0 CL%: 20.0 KMax: 26.0 K: 242.0 D: 254.0 A: 53.0 FK: 66.0 FD: 82.0 Rnd: 313,drakk,TP REVEN,"jett, raze, chamber",53.0,221.4,144.2,0.17,,20.0,254.0,82.0,0.26,66.0,0.21,28.0,242.0,0.95,63.0,26.0,0.77,0.92,313
Player dRKY from team İstanbul Wildcats has the following stats: R2.0: 0.92 ACS: 161.5 K:D: 0.82 KAST: 73.0 ADR: 106.4 KPR: 0.57 APR: 0.39 FKPR: 0.04 FDPR: 0.06 HS%: 29.0 CL%: 14.0 KMax: 25.0 K: 449.0 D: 547.0 A: 306.0 FK: 28.0 FD: 45.0 Rnd: 794,dRKY,İstanbul Wildcats,"skye, breach, kayo",306.0,161.5,106.4,0.39,,14.0,547.0,45.0,0.06,28.0,0.04,29.0,449.0,0.82,73.0,25.0,0.57,0.92,794
Player Zamal from team LazerrFreeks Mythic has the following stats: R2.0: 0.92 ACS: 222.4 K:D: 0.87 KAST: 67.0 ADR: 146.7 KPR: 0.72 APR: 0.23 FKPR: 0.24 FDPR: 0.25 HS%: 26.0 CL%: 29.0 KMax: 21.0 K: 150.0 D: 173.0 A: 49.0 FK: 46.0 FD: 49.0 Rnd: 209,Zamal,LazerrFreeks Mythic,"jett, raze, neon",49.0,222.4,146.7,0.23,,29.0,173.0,49.0,0.25,46.0,0.24,26.0,150.0,0.87,67.0,21.0,0.72,0.92,209
Player lucas from team SaD Purple has the following stats: R2.0: 0.92 ACS: 175.9 K:D: 0.85 KAST: 74.0 ADR: 112.8 KPR: 0.6 APR: 0.46 FKPR: 0.05 FDPR: 0.09 HS%: 32.0 CL%: 10.0 KMax: 17.0 K: 190.0 D: 223.0 A: 145.0 FK: 17.0 FD: 30.0 Rnd: 317,lucas,SaD Purple,"sova, skye, fade",145.0,175.9,112.8,0.46,,10.0,223.0,30.0,0.09,17.0,0.05,32.0,190.0,0.85,74.0,17.0,0.6,0.92,317
Player vlt from team Suicide Squad has the following stats: R2.0: 0.92 ACS: 207.9 K:D: 0.92 KAST: 64.0 ADR: 138.6 KPR: 0.74 APR: 0.17 FKPR: 0.13 FDPR: 0.14 HS%: 31.0 CL%: 11.0 KMax: 26.0 K: 637.0 D: 693.0 A: 144.0 FK: 109.0 FD: 117.0 Rnd: 860,vlt,Suicide Squad,"raze, jett, sage",144.0,207.9,138.6,0.17,,11.0,693.0,117.0,0.14,109.0,0.13,31.0,637.0,0.92,64.0,26.0,0.74,0.92,860
Player qpert from team SK Gaming has the following stats: R2.0: 0.92 ACS: 163.5 K:D: 0.83 KAST: 70.0 ADR: 105.7 KPR: 0.57 APR: 0.41 FKPR: 0.05 FDPR: 0.06 HS%: 29.0 CL%: 13.0 KMax: 24.0 K: 279.0 D: 335.0 A: 202.0 FK: 24.0 FD: 30.0 Rnd: 490,qpert,SK Gaming,"omen, breach, astra",202.0,163.5,105.7,0.41,,13.0,335.0,30.0,0.06,24.0,0.05,29.0,279.0,0.83,70.0,24.0,0.57,0.92,490
Player million from team Murash Gaming has the following stats: R2.0: 0.92 ACS: 190.9 K:D: 0.84 KAST: 71.0 ADR: 124.6 KPR: 0.63 APR: 0.47 FKPR: 0.07 FDPR: 0.12 HS%: 19.0 CL%: 15.0 KMax: 22.0 K: 605.0 D: 721.0 A: 453.0 FK: 72.0 FD: 111.0 Rnd: 962,million,Murash Gaming,"viper, kayo, omen",453.0,190.9,124.6,0.47,,15.0,721.0,111.0,0.12,72.0,0.07,19.0,605.0,0.84,71.0,22.0,0.63,0.92,962
