Content,Player,Team,Agents Played,A,ACS,ADR,APR,CL,CL%,D,FD,FDPR,FK,FKPR,HS%,K,K:D,KAST,KMax,KPR,R2.0,Rnd
Player badzw from team Rebirth Esports has the following stats: R2.0: 0.96 ACS: 215.5 K:D: 0.99 KAST: 68.0 ADR: 143.1 KPR: 0.73 APR: 0.23 FKPR: 0.18 FDPR: 0.25 HS%: 30.0 CL%: 0.0 KMax: 22.0 K: 151.0 D: 153.0 A: 47.0 FK: 37.0 FD: 51.0 Rnd: 207,badzw,Rebirth Esports,"jett, raze, viper",47.0,215.5,143.1,0.23,,0.0,153.0,51.0,0.25,37.0,0.18,30.0,151.0,0.99,68.0,22.0,0.73,0.96,207
Player carrace from team Dominatus has the following stats: R2.0: 0.96 ACS: 189.9 K:D: 0.93 KAST: 72.0 ADR: 125.0 KPR: 0.67 APR: 0.23 FKPR: 0.07 FDPR: 0.08 HS%: 23.0 CL%: 23.0 KMax: 21.0 K: 302.0 D: 325.0 A: 104.0 FK: 30.0 FD: 36.0 Rnd: 453,carrace,Dominatus,"killjoy, omen, brimstone",104.0,189.9,125.0,0.23,,23.0,325.0,36.0,0.08,30.0,0.07,23.0,302.0,0.93,72.0,21.0,0.67,0.96,453
Player MrTenzouEz from team SCARZ has the following stats: R2.0: 0.95 ACS: 193.51 K:D: 0.94 KAST: 71.22 ADR: 127.79 KPR: 0.67 APR: 0.31 FKPR: 0.07 FDPR: 0.08 HS%: 29.89 CL%: 5.44 KMax: 24.0 K: 505.93 D: 542.17 A: 230.69 FK: 58.01 FD: 61.56 Rnd: 1493,MrTenzouEz,SCARZ,"sova, skye, viper",230.69,193.51,127.79,0.31,,5.44,542.17,61.56,0.08,58.01,0.07,29.89,505.93,0.94,71.22,24.0,0.67,0.95,1493
Player tryst from team Orangutan has the following stats: R2.0: 0.95 ACS: 189.34 K:D: 0.91 KAST: 72.26 ADR: 122.37 KPR: 0.66 APR: 0.37 FKPR: 0.07 FDPR: 0.07 HS%: 25.65 CL%: 16.58 KMax: 27.58 K: 432.13 D: 472.75 A: 237.38 FK: 42.32 FD: 45.04 Rnd: 1263,tryst,Orangutan,"killjoy, viper, kayo",237.38,189.34,122.37,0.37,,16.58,472.75,45.04,0.07,42.32,0.07,25.65,432.13,0.91,72.26,27.58,0.66,0.95,1263
Player jurca from team NXT has the following stats: R2.0: 0.95 ACS: 177.1 K:D: 0.88 KAST: 69.0 ADR: 121.8 KPR: 0.63 APR: 0.36 FKPR: 0.09 FDPR: 0.07 HS%: 27.0 CL%: 20.0 KMax: 31.0 K: 287.0 D: 327.0 A: 164.0 FK: 41.0 FD: 32.0 Rnd: 459,jurca,NXT,"sova, fade, breach",164.0,177.1,121.8,0.36,,20.0,327.0,32.0,0.07,41.0,0.09,27.0,287.0,0.88,69.0,31.0,0.63,0.95,459
Player Saiz from team Barça eSports has the following stats: R2.0: 0.96 ACS: 181.86 K:D: 0.95 KAST: 67.2 ADR: 123.61 KPR: 0.66 APR: 0.18 FKPR: 0.08 FDPR: 0.08 HS%: 35.2 CL%: 12.79 KMax: 24.8 K: 483.54 D: 508.76 A: 131.89 FK: 60.7 FD: 62.12 Rnd: 1412,Saiz,Barça eSports,"sova, killjoy, cypher",131.89,181.86,123.61,0.18,,12.79,508.76,62.12,0.08,60.7,0.08,35.2,483.54,0.95,67.2,24.8,0.66,0.96,1412
Player Divine from team LaZe has the following stats: R2.0: 0.98 ACS: 190.4 K:D: 0.93 KAST: 71.47 ADR: 121.36 KPR: 0.66 APR: 0.43 FKPR: 0.07 FDPR: 0.08 HS%: 29.18 CL%: 12.94 KMax: 22.12 K: 416.94 D: 444.61 A: 265.54 FK: 40.79 FD: 50.7 Rnd: 1252,Divine,LaZe,"omen, skye, kayo",265.54,190.4,121.36,0.43,,12.94,444.61,50.7,0.08,40.79,0.07,29.18,416.94,0.93,71.47,22.12,0.66,0.98,1252
Player musz3kk from team Eternal Fire has the following stats: R2.0: 0.9 ACS: 209.07 K:D: 0.91 KAST: 66.56 ADR: 135.86 KPR: 0.71 APR: 0.17 FKPR: 0.16 FDPR: 0.16 HS%: 25.18 CL%: 10.24 KMax: 27.25 K: 423.25 D: 462.18 A: 102.15 FK: 90.53 FD: 94.84 Rnd: 1155,musz3kk,Eternal Fire,"jett, raze, killjoy",102.15,209.07,135.86,0.17,,10.24,462.18,94.84,0.16,90.53,0.16,25.18,423.25,0.91,66.56,27.25,0.71,0.9,1155
Player Urango from team Galorys has the following stats: R2.0: 0.9 ACS: 196.59 K:D: 0.9 KAST: 68.36 ADR: 126.71 KPR: 0.68 APR: 0.33 FKPR: 0.1 FDPR: 0.13 HS%: 27.76 CL%: 11.83 KMax: 25.76 K: 910.47 D: 1021.8 A: 432.19 FK: 138.6 FD: 172.04 Rnd: 1717,Urango,Galorys,"kayo, raze, breach",432.19,196.59,126.71,0.33,,11.83,1021.8,172.04,0.13,138.6,0.1,27.76,910.47,0.9,68.36,25.76,0.68,0.9,1717
Player zyad from team Onyx Ravens has the following stats: R2.0: 0.82 ACS: 194.34 K:D: 0.84 KAST: 63.84 ADR: 130.47 KPR: 0.66 APR: 0.19 FKPR: 0.12 FDPR: 0.15 HS%: 23.65 CL%: 11.65 KMax: 26.45 K: 311.87 D: 355.49 A: 83.44 FK: 52.64 FD: 65.8 Rnd: 825,zyad,Onyx Ravens,"jett, raze, sova",83.44,194.34,130.47,0.19,,11.65,355.49,65.8,0.15,52.64,0.12,23.65,311.87,0.84,63.84,26.45,0.66,0.82,825
Player Braso from team Axolotl has the following stats: R2.0: 0.94 ACS: 201.12 K:D: 0.94 KAST: 67.63 ADR: 133.98 KPR: 0.71 APR: 0.19 FKPR: 0.1 FDPR: 0.12 HS%: 27.71 CL%: 15.66 KMax: 28.64 K: 232.26 D: 247.17 A: 60.46 FK: 28.68 FD: 37.25 Rnd: 593,Braso,Axolotl,"killjoy, chamber, omen",60.46,201.12,133.98,0.19,,15.66,247.17,37.25,0.12,28.68,0.1,27.71,232.26,0.94,67.63,28.64,0.71,0.94,593
Player alcoacH from team Unknownpros has the following stats: R2.0: 0.95 ACS: 207.5 K:D: 0.97 KAST: 64.0 ADR: 138.6 KPR: 0.75 APR: 0.17 FKPR: 0.15 FDPR: 0.19 HS%: 21.0 CL%: 13.0 KMax: 26.0 K: 176.0 D: 181.0 A: 41.0 FK: 35.0 FD: 45.0 Rnd: 235,alcoacH,Unknownpros,"jett, raze, omen",41.0,207.5,138.6,0.17,,13.0,181.0,45.0,0.19,35.0,0.15,21.0,176.0,0.97,64.0,26.0,0.75,0.95,235
Player Burzzy from team Papara SuperMassive has the following stats: R2.0: 0.95 ACS: 204.2 K:D: 0.94 KAST: 74.0 ADR: 126.4 KPR: 0.69 APR: 0.41 FKPR: 0.09 FDPR: 0.12 HS%: 37.0 CL%: 12.0 KMax: 22.0 K: 453.0 D: 480.0 A: 265.0 FK: 57.0 FD: 81.0 Rnd: 652,Burzzy,Papara SuperMassive,"omen, viper, astra",265.0,204.2,126.4,0.41,,12.0,480.0,81.0,0.12,57.0,0.09,37.0,453.0,0.94,74.0,22.0,0.69,0.95,652
Player Agility from team YFP X has the following stats: R2.0: 0.95 ACS: 192.7 K:D: 0.92 KAST: 72.0 ADR: 126.6 KPR: 0.66 APR: 0.33 FKPR: 0.07 FDPR: 0.08 HS%: 24.0 CL%: 11.0 KMax: 23.0 K: 154.0 D: 168.0 A: 78.0 FK: 16.0 FD: 19.0 Rnd: 235,Agility,YFP X,"sova, cypher, killjoy",78.0,192.7,126.6,0.33,,11.0,168.0,19.0,0.08,16.0,0.07,24.0,154.0,0.92,72.0,23.0,0.66,0.95,235
Player LeeN from team F9 Hetic has the following stats: R2.0: 0.95 ACS: 212.3 K:D: 0.98 KAST: 69.0 ADR: 137.7 KPR: 0.76 APR: 0.19 FKPR: 0.16 FDPR: 0.19 HS%: 28.0 CL%: 15.0 KMax: 30.0 K: 416.0 D: 426.0 A: 103.0 FK: 90.0 FD: 106.0 Rnd: 548,LeeN,F9 Hetic,"jett, raze, neon",103.0,212.3,137.7,0.19,,15.0,426.0,106.0,0.19,90.0,0.16,28.0,416.0,0.98,69.0,30.0,0.76,0.95,548
Player circu from team Falke Esports has the following stats: R2.0: 0.95 ACS: 175.3 K:D: 0.86 KAST: 70.0 ADR: 118.0 KPR: 0.61 APR: 0.35 FKPR: 0.07 FDPR: 0.06 HS%: 35.0 CL%: 15.0 KMax: 24.0 K: 299.0 D: 349.0 A: 171.0 FK: 36.0 FD: 28.0 Rnd: 490,circu,Falke Esports,"sova, skye, sage",171.0,175.3,118.0,0.35,,15.0,349.0,28.0,0.06,36.0,0.07,35.0,299.0,0.86,70.0,24.0,0.61,0.95,490
Player ease from team Onyx Ravens has the following stats: R2.0: 0.96 ACS: 178.5 K:D: 0.93 KAST: 71.48 ADR: 117.07 KPR: 0.64 APR: 0.4 FKPR: 0.07 FDPR: 0.08 HS%: 25.0 CL%: 17.93 KMax: 26.62 K: 559.77 D: 601.97 A: 353.93 FK: 54.21 FD: 63.24 Rnd: 1759,ease,Onyx Ravens,"omen, viper, jett",353.93,178.5,117.07,0.4,,17.93,601.97,63.24,0.08,54.21,0.07,25.0,559.77,0.93,71.48,26.62,0.64,0.96,1759
Player Cebando from team All Knights has the following stats: R2.0: 1.02 ACS: 187.79 K:D: 1.0 KAST: 72.38 ADR: 119.53 KPR: 0.66 APR: 0.42 FKPR: 0.08 FDPR: 0.08 HS%: 32.76 CL%: 12.14 KMax: 26.24 K: 630.61 D: 624.4 A: 395.12 FK: 79.38 FD: 71.07 Rnd: 1663,Cebando,All Knights,"omen, astra, brimstone",395.12,187.79,119.53,0.42,,12.14,624.4,71.07,0.08,79.38,0.08,32.76,630.61,1.0,72.38,26.24,0.66,1.02,1663
Player Yotaa from team SCARZ has the following stats: R2.0: 1.03 ACS: 222.92 K:D: 1.09 KAST: 68.74 ADR: 146.99 KPR: 0.79 APR: 0.15 FKPR: 0.18 FDPR: 0.15 HS%: 27.05 CL%: 16.26 KMax: 28.43 K: 489.6 D: 441.17 A: 88.91 FK: 117.05 FD: 98.8 Rnd: 979,Yotaa,SCARZ,"killjoy, jett, chamber",88.91,222.92,146.99,0.15,,16.26,441.17,98.8,0.15,117.05,0.18,27.05,489.6,1.09,68.74,28.43,0.79,1.03,979
Player tatzuki from team caLLLamas has the following stats: R2.0: 0.95 ACS: 203.0 K:D: 0.99 KAST: 65.0 ADR: 134.7 KPR: 0.73 APR: 0.13 FKPR: 0.15 FDPR: 0.2 HS%: 25.0 CL%: 21.0 KMax: 26.0 K: 400.0 D: 406.0 A: 72.0 FK: 82.0 FD: 108.0 Rnd: 549,tatzuki,caLLLamas,"jett, kayo, killjoy",72.0,203.0,134.7,0.13,,21.0,406.0,108.0,0.2,82.0,0.15,25.0,400.0,0.99,65.0,26.0,0.73,0.95,549
Player Ivy from team Sin Prisa Gaming has the following stats: R2.0: 1.01 ACS: 199.36 K:D: 0.98 KAST: 73.93 ADR: 129.98 KPR: 0.69 APR: 0.35 FKPR: 0.08 FDPR: 0.08 HS%: 29.76 CL%: 15.45 KMax: 23.07 K: 265.92 D: 269.52 A: 134.98 FK: 30.13 FD: 31.15 Rnd: 767,Ivy,Sin Prisa Gaming,"sova, skye, deadlock",134.98,199.36,129.98,0.35,,15.45,269.52,31.15,0.08,30.13,0.08,29.76,265.92,0.98,73.93,23.07,0.69,1.01,767
Player neptuNo from team ZETA Gaming has the following stats: R2.0: 0.99 ACS: 180.78 K:D: 0.94 KAST: 72.11 ADR: 120.51 KPR: 0.63 APR: 0.39 FKPR: 0.06 FDPR: 0.1 HS%: 25.41 CL%: 12.59 KMax: 23.89 K: 371.82 D: 406.1 A: 243.86 FK: 36.41 FD: 57.23 Rnd: 1047,neptuNo,ZETA Gaming,"killjoy, viper, omen",243.86,180.78,120.51,0.39,,12.59,406.1,57.23,0.1,36.41,0.06,25.41,371.82,0.94,72.11,23.89,0.63,0.99,1047
Player bless from team YDZ Blue has the following stats: R2.0: 0.94 ACS: 185.4 K:D: 0.9 KAST: 68.0 ADR: 128.2 KPR: 0.67 APR: 0.2 FKPR: 0.05 FDPR: 0.1 HS%: 29.0 CL%: 28.0 KMax: 23.0 K: 141.0 D: 156.0 A: 41.0 FK: 11.0 FD: 20.0 Rnd: 209,bless,YDZ Blue,"sova, jett, omen",41.0,185.4,128.2,0.2,,28.0,156.0,20.0,0.1,11.0,0.05,29.0,141.0,0.9,68.0,23.0,0.67,0.94,209
Player Padisah from team Galatasaray Esports has the following stats: R2.0: 0.98 ACS: 207.22 K:D: 1.0 KAST: 67.96 ADR: 138.41 KPR: 0.73 APR: 0.18 FKPR: 0.09 FDPR: 0.09 HS%: 29.92 CL%: 11.69 KMax: 28.13 K: 610.08 D: 611.4 A: 147.39 FK: 71.21 FD: 73.92 Rnd: 1666,Padisah,Galatasaray Esports,"killjoy, cypher, viper",147.39,207.22,138.41,0.18,,11.69,611.4,73.92,0.09,71.21,0.09,29.92,610.08,1.0,67.96,28.13,0.73,0.98,1666
Player YAYAX from team DVM Esport has the following stats: R2.0: 0.94 ACS: 181.0 K:D: 0.93 KAST: 72.0 ADR: 118.5 KPR: 0.68 APR: 0.38 FKPR: 0.09 FDPR: 0.08 HS%: 36.0 CL%: 13.0 KMax: 25.0 K: 273.0 D: 293.0 A: 153.0 FK: 37.0 FD: 34.0 Rnd: 404,YAYAX,DVM Esport,"omen, jett, kayo",153.0,181.0,118.5,0.38,,13.0,293.0,34.0,0.08,37.0,0.09,36.0,273.0,0.93,72.0,25.0,0.68,0.94,404
Player lux9 from team Zerance has the following stats: R2.0: 1.0 ACS: 232.89 K:D: 1.06 KAST: 67.86 ADR: 150.9 KPR: 0.82 APR: 0.17 FKPR: 0.2 FDPR: 0.17 HS%: 28.29 CL%: 16.72 KMax: 30.57 K: 559.16 D: 521.95 A: 115.75 FK: 133.74 FD: 115.29 Rnd: 1333,lux9,Zerance,"jett, raze, neon",115.75,232.89,150.9,0.17,,16.72,521.95,115.29,0.17,133.74,0.2,28.29,559.16,1.06,67.86,30.57,0.82,1.0,1333
Player margaret from team Sin Prisa Gaming has the following stats: R2.0: 0.95 ACS: 204.7 K:D: 0.97 KAST: 67.42 ADR: 134.22 KPR: 0.71 APR: 0.22 FKPR: 0.15 FDPR: 0.14 HS%: 24.83 CL%: 15.12 KMax: 25.94 K: 398.96 D: 415.05 A: 117.57 FK: 84.89 FD: 83.54 Rnd: 1037,margaret,Sin Prisa Gaming,"cypher, jett, killjoy",117.57,204.7,134.22,0.22,,15.12,415.05,83.54,0.14,84.89,0.15,24.83,398.96,0.97,67.42,25.94,0.71,0.95,1037
Player RiseN from team Dominatus has the following stats: R2.0: 0.94 ACS: 197.9 K:D: 0.89 KAST: 68.0 ADR: 131.8 KPR: 0.67 APR: 0.28 FKPR: 0.1 FDPR: 0.1 HS%: 29.0 CL%: 13.0 KMax: 24.0 K: 535.0 D: 598.0 A: 219.0 FK: 77.0 FD: 82.0 Rnd: 793,RiseN,Dominatus,"killjoy, cypher, astra",219.0,197.9,131.8,0.28,,13.0,598.0,82.0,0.1,77.0,0.1,29.0,535.0,0.89,68.0,24.0,0.67,0.94,793
Player str1keR from team The Ultimates has the following stats: R2.0: 0.96 ACS: 203.0 K:D: 0.95 KAST: 69.35 ADR: 133.76 KPR: 0.72 APR: 0.21 FKPR: 0.11 FDPR: 0.12 HS%: 25.65 CL%: 15.74 KMax: 28.61 K: 657.07 D: 690.56 A: 206.29 FK: 96.15 FD: 111.24 Rnd: 1684,str1keR,The Ultimates,"jett, omen, raze",206.29,203.0,133.76,0.21,,15.74,690.56,111.24,0.12,96.15,0.11,25.65,657.07,0.95,69.35,28.61,0.72,0.96,1684
Player BRIAN from team REJECT has the following stats: R2.0: 0.99 ACS: 207.7 K:D: 1.0 KAST: 70.01 ADR: 138.62 KPR: 0.72 APR: 0.25 FKPR: 0.13 FDPR: 0.13 HS%: 28.26 CL%: 13.78 KMax: 27.76 K: 461.04 D: 455.99 A: 170.89 FK: 83.11 FD: 82.13 Rnd: 1025,BRIAN,REJECT,"raze, chamber, killjoy",170.89,207.7,138.62,0.25,,13.78,455.99,82.13,0.13,83.11,0.13,28.26,461.04,1.0,70.01,27.76,0.72,0.99,1025
Player Venka from team Velocity Gaming has the following stats: R2.0: 0.96 ACS: 224.32 K:D: 1.0 KAST: 65.46 ADR: 145.93 KPR: 0.79 APR: 0.14 FKPR: 0.19 FDPR: 0.17 HS%: 31.73 CL%: 8.9 KMax: 30.91 K: 583.63 D: 580.8 A: 100.04 FK: 141.15 FD: 126.42 Rnd: 1220,Venka,Velocity Gaming,"jett, raze, killjoy",100.04,224.32,145.93,0.14,,8.9,580.8,126.42,0.17,141.15,0.19,31.73,583.63,1.0,65.46,30.91,0.79,0.96,1220
Player SeolHo from team OP.GG SPORTS has the following stats: R2.0: 0.93 ACS: 181.5 K:D: 0.79 KAST: 71.0 ADR: 121.4 KPR: 0.62 APR: 0.49 FKPR: 0.06 FDPR: 0.06 HS%: 27.0 CL%: 19.0 KMax: 20.0 K: 165.0 D: 208.0 A: 131.0 FK: 16.0 FD: 16.0 Rnd: 268,SeolHo,OP.GG SPORTS,"astra, omen, kayo",131.0,181.5,121.4,0.49,,19.0,208.0,16.0,0.06,16.0,0.06,27.0,165.0,0.79,71.0,20.0,0.62,0.93,268
Player PatMen from team ZOL Esports has the following stats: R2.0: 1.07 ACS: 227.18 K:D: 1.07 KAST: 71.46 ADR: 150.45 KPR: 0.8 APR: 0.29 FKPR: 0.13 FDPR: 0.1 HS%: 32.05 CL%: 16.42 KMax: 28.42 K: 618.87 D: 560.61 A: 222.14 FK: 100.26 FD: 77.47 Rnd: 1322,PatMen,ZOL Esports,"killjoy, sova, raze",222.14,227.18,150.45,0.29,,16.42,560.61,77.47,0.1,100.26,0.13,32.05,618.87,1.07,71.46,28.42,0.8,1.07,1322
Player yiinel from team Fisher Falcons has the following stats: R2.0: 0.82 ACS: 162.7 K:D: 0.75 KAST: 67.0 ADR: 109.31 KPR: 0.54 APR: 0.31 FKPR: 0.05 FDPR: 0.1 HS%: 28.57 CL%: 15.72 KMax: 22.93 K: 210.5 D: 290.21 A: 123.95 FK: 18.42 FD: 39.91 Rnd: 740,yiinel,Fisher Falcons,"sova, skye, kayo",123.95,162.7,109.31,0.31,,15.72,290.21,39.91,0.1,18.42,0.05,28.57,210.5,0.75,67.0,22.93,0.54,0.82,740
Player Champzera from team SAGAZ has the following stats: R2.0: 0.93 ACS: 178.3 K:D: 0.87 KAST: 67.0 ADR: 116.3 KPR: 0.63 APR: 0.3 FKPR: 0.05 FDPR: 0.07 HS%: 30.0 CL%: 15.0 KMax: 21.0 K: 161.0 D: 185.0 A: 75.0 FK: 12.0 FD: 18.0 Rnd: 254,Champzera,SAGAZ,"omen, astra, brimstone",75.0,178.3,116.3,0.3,,15.0,185.0,18.0,0.07,12.0,0.05,30.0,161.0,0.87,67.0,21.0,0.63,0.93,254
Player tyfoon from team 99 Strength has the following stats: R2.0: 0.93 ACS: 191.3 K:D: 0.87 KAST: 74.0 ADR: 130.8 KPR: 0.63 APR: 0.32 FKPR: 0.08 FDPR: 0.09 HS%: 18.0 CL%: 11.0 KMax: 25.0 K: 365.0 D: 420.0 A: 188.0 FK: 44.0 FD: 50.0 Rnd: 579,tyfoon,99 Strength,"sova, skye, brimstone",188.0,191.3,130.8,0.32,,11.0,420.0,50.0,0.09,44.0,0.08,18.0,365.0,0.87,74.0,25.0,0.63,0.93,579
Player Srx from team Onyx Ravens has the following stats: R2.0: 0.93 ACS: 212.5 K:D: 0.85 KAST: 64.0 ADR: 138.1 KPR: 0.72 APR: 0.18 FKPR: 0.19 FDPR: 0.19 HS%: 26.0 CL%: 9.0 KMax: 27.0 K: 149.0 D: 176.0 A: 37.0 FK: 39.0 FD: 39.0 Rnd: 208,Srx,Onyx Ravens,"raze, jett, chamber",37.0,212.5,138.1,0.18,,9.0,176.0,39.0,0.19,39.0,0.19,26.0,149.0,0.85,64.0,27.0,0.72,0.93,208
Player Chaze from team Tyrant Esports has the following stats: R2.0: 0.89 ACS: 183.94 K:D: 0.83 KAST: 71.07 ADR: 122.1 KPR: 0.63 APR: 0.29 FKPR: 0.06 FDPR: 0.06 HS%: 21.85 CL%: 5.15 KMax: 25.07 K: 184.7 D: 221.34 A: 84.0 FK: 16.91 FD: 17.3 Rnd: 577,Chaze,Tyrant Esports,"sova, fade, kayo",84.0,183.94,122.1,0.29,,5.15,221.34,17.3,0.06,16.91,0.06,21.85,184.7,0.83,71.07,25.07,0.63,0.89,577
Player socools0da from team Team NKT has the following stats: R2.0: 0.97 ACS: 194.37 K:D: 0.95 KAST: 69.82 ADR: 128.73 KPR: 0.7 APR: 0.31 FKPR: 0.07 FDPR: 0.09 HS%: 34.44 CL%: 15.87 KMax: 24.26 K: 378.09 D: 396.08 A: 165.48 FK: 37.42 FD: 50.42 Rnd: 1063,socools0da,Team NKT,"skye, sova, fade",165.48,194.37,128.73,0.31,,15.87,396.08,50.42,0.09,37.42,0.07,34.44,378.09,0.95,69.82,24.26,0.7,0.97,1063
Player Boogie from team Team Path has the following stats: R2.0: 0.93 ACS: 206.2 K:D: 0.88 KAST: 66.0 ADR: 133.7 KPR: 0.7 APR: 0.25 FKPR: 0.11 FDPR: 0.14 HS%: 21.0 CL%: 23.0 KMax: 22.0 K: 201.0 D: 229.0 A: 71.0 FK: 32.0 FD: 40.0 Rnd: 286,Boogie,Team Path,"killjoy, sova, raze",71.0,206.2,133.7,0.25,,23.0,229.0,40.0,0.14,32.0,0.11,21.0,201.0,0.88,66.0,22.0,0.7,0.93,286
Player MaximN from team NXT has the following stats: R2.0: 0.94 ACS: 181.76 K:D: 0.85 KAST: 70.51 ADR: 120.14 KPR: 0.61 APR: 0.4 FKPR: 0.07 FDPR: 0.08 HS%: 20.83 CL%: 14.1 KMax: 19.59 K: 261.14 D: 304.63 A: 170.76 FK: 29.15 FD: 36.4 Rnd: 830,MaximN,NXT,"chamber, omen, yoru",170.76,181.76,120.14,0.4,,14.1,304.63,36.4,0.08,29.15,0.07,20.83,261.14,0.85,70.51,19.59,0.61,0.94,830
Player w0zzip from team Fire Flux Esports has the following stats: R2.0: 0.94 ACS: 175.57 K:D: 0.93 KAST: 73.24 ADR: 114.57 KPR: 0.61 APR: 0.36 FKPR: 0.06 FDPR: 0.07 HS%: 25.24 CL%: 14.24 KMax: 22.62 K: 427.5 D: 458.53 A: 250.31 FK: 39.21 FD: 47.06 Rnd: 1324,w0zzip,Fire Flux Esports,"kayo, gekko, breach",250.31,175.57,114.57,0.36,,14.24,458.53,47.06,0.07,39.21,0.06,25.24,427.5,0.93,73.24,22.62,0.61,0.94,1324
Player cttpckwN from team Digital Athletics has the following stats: R2.0: 0.93 ACS: 203.6 K:D: 0.89 KAST: 66.0 ADR: 139.4 KPR: 0.66 APR: 0.24 FKPR: 0.07 FDPR: 0.1 HS%: 21.0 CL%: 18.0 KMax: 21.0 K: 154.0 D: 174.0 A: 57.0 FK: 17.0 FD: 23.0 Rnd: 235,cttpckwN,Digital Athletics,"killjoy, viper, cypher",57.0,203.6,139.4,0.24,,18.0,174.0,23.0,0.1,17.0,0.07,21.0,154.0,0.89,66.0,21.0,0.66,0.93,235
Player sw from team DELIRA has the following stats: R2.0: 0.96 ACS: 179.46 K:D: 0.89 KAST: 71.9 ADR: 117.15 KPR: 0.62 APR: 0.36 FKPR: 0.08 FDPR: 0.09 HS%: 23.55 CL%: 14.32 KMax: 22.55 K: 346.47 D: 392.37 A: 205.25 FK: 41.68 FD: 53.84 Rnd: 1125,sw,DELIRA,"viper, omen, astra",205.25,179.46,117.15,0.36,,14.32,392.37,53.84,0.09,41.68,0.08,23.55,346.47,0.89,71.9,22.55,0.62,0.96,1125
Player Xhowi from team ILLICIT has the following stats: R2.0: 0.94 ACS: 196.94 K:D: 0.92 KAST: 66.43 ADR: 127.88 KPR: 0.68 APR: 0.26 FKPR: 0.08 FDPR: 0.11 HS%: 33.62 CL%: 11.9 KMax: 25.57 K: 270.15 D: 293.2 A: 102.61 FK: 32.05 FD: 41.29 Rnd: 790,Xhowi,ILLICIT,"viper, raze, omen",102.61,196.94,127.88,0.26,,11.9,293.2,41.29,0.11,32.05,0.08,33.62,270.15,0.92,66.43,25.57,0.68,0.94,790
Player MiniNiwde from team ILLICIT has the following stats: R2.0: 0.94 ACS: 185.88 K:D: 0.88 KAST: 70.52 ADR: 125.34 KPR: 0.66 APR: 0.33 FKPR: 0.04 FDPR: 0.07 HS%: 24.72 CL%: 16.52 KMax: 29.19 K: 262.14 D: 297.62 A: 129.43 FK: 18.43 FD: 26.67 Rnd: 790,MiniNiwde,ILLICIT,"astra, omen, brimstone",129.43,185.88,125.34,0.33,,16.52,297.62,26.67,0.07,18.43,0.04,24.72,262.14,0.88,70.52,29.19,0.66,0.94,790
Player KPZET from team Barça eSports has the following stats: R2.0: 0.94 ACS: 186.52 K:D: 0.91 KAST: 69.61 ADR: 122.82 KPR: 0.65 APR: 0.34 FKPR: 0.08 FDPR: 0.09 HS%: 33.61 CL%: 13.79 KMax: 24.7 K: 698.73 D: 776.4 A: 377.74 FK: 90.27 FD: 103.72 Rnd: 1868,KPZET,Barça eSports,"omen, viper, astra",377.74,186.52,122.82,0.34,,13.79,776.4,103.72,0.09,90.27,0.08,33.61,698.73,0.91,69.61,24.7,0.65,0.94,1868
Player Matrixx from team FOKUS has the following stats: R2.0: 0.97 ACS: 187.99 K:D: 0.95 KAST: 75.0 ADR: 120.51 KPR: 0.65 APR: 0.38 FKPR: 0.07 FDPR: 0.06 HS%: 29.49 CL%: 9.51 KMax: 22.03 K: 233.6 D: 247.48 A: 138.42 FK: 22.52 FD: 22.39 Rnd: 719,Matrixx,FOKUS,"omen, viper, astra",138.42,187.99,120.51,0.38,,9.51,247.48,22.39,0.06,22.52,0.07,29.49,233.6,0.95,75.0,22.03,0.65,0.97,719
Player GangPin from team REJECT has the following stats: R2.0: 1.01 ACS: 192.39 K:D: 0.98 KAST: 73.61 ADR: 127.48 KPR: 0.67 APR: 0.36 FKPR: 0.06 FDPR: 0.07 HS%: 27.52 CL%: 11.09 KMax: 26.87 K: 498.0 D: 507.62 A: 266.98 FK: 44.96 FD: 50.27 Rnd: 1479,GangPin,REJECT,"jett, omen, viper",266.98,192.39,127.48,0.36,,11.09,507.62,50.27,0.07,44.96,0.06,27.52,498.0,0.98,73.61,26.87,0.67,1.01,1479
Player Daniel0 from team Melilla Titans has the following stats: R2.0: 0.93 ACS: 183.0 K:D: 0.9 KAST: 66.0 ADR: 117.6 KPR: 0.64 APR: 0.29 FKPR: 0.11 FDPR: 0.13 HS%: 31.0 CL%: 15.0 KMax: 28.0 K: 283.0 D: 314.0 A: 127.0 FK: 49.0 FD: 58.0 Rnd: 444,Daniel0,Melilla Titans,"jett, raze, omen",127.0,183.0,117.6,0.29,,15.0,314.0,58.0,0.13,49.0,0.11,31.0,283.0,0.9,66.0,28.0,0.64,0.93,444
Player bipo from team NOVO Esports has the following stats: R2.0: 0.95 ACS: 203.98 K:D: 0.96 KAST: 68.94 ADR: 134.84 KPR: 0.72 APR: 0.25 FKPR: 0.15 FDPR: 0.18 HS%: 26.0 CL%: 11.5 KMax: 28.67 K: 516.32 D: 530.97 A: 163.33 FK: 114.42 FD: 126.41 Rnd: 1346,bipo,NOVO Esports,"jett, yoru, raze",163.33,203.98,134.84,0.25,,11.5,530.97,126.41,0.18,114.42,0.15,26.0,516.32,0.96,68.94,28.67,0.72,0.95,1346
