Content,Player,Team,Agents Played,A,ACS,ADR,APR,CL%,D,FD,FDPR,FK,FKPR,HS%,K,K:D,KAST,KMax,KPR,R2.0,Rnd
Player Eisberg from team RRQ Kaguya has the following stats: R2.0: 0.93 ACS: 167.89 K:D: 0.9 KAST: 73.63 ADR: 109.58 KPR: 0.58 APR: 0.36 FKPR: 0.05 FDPR: 0.08 HS%: 17.19 CL%: 17.6 KMax: 20.61 K: 574.26 D: 645.99 A: 367.07 FK: 52.95 FD: 71.07 Rnd: 2788,Eisberg,RRQ Kaguya,"sova, breach, viper",367.07,167.89,109.58,0.36,17.6,645.99,71.07,0.08,52.95,0.05,17.19,574.26,0.9,73.63,20.61,0.58,0.93,2788
Player bungee from team GYT has the following stats: R2.0: 0.97 ACS: 217.84 K:D: 1.01 KAST: 69.2 ADR: 141.53 KPR: 0.77 APR: 0.17 FKPR: 0.16 FDPR: 0.14 HS%: 23.56 CL%: 15.24 KMax: 27.52 K: 662.45 D: 651.69 A: 134.98 FK: 147.08 FD: 119.3 Rnd: 1343,bungee,GYT,"jett, chamber, raze",134.98,217.84,141.53,0.17,15.24,651.69,119.3,0.14,147.08,0.16,23.56,662.45,1.01,69.2,27.52,0.77,0.97,1343
Player Shizue from team DREAMMAX has the following stats: R2.0: 0.89 ACS: 182.76 K:D: 0.87 KAST: 70.88 ADR: 121.1 KPR: 0.64 APR: 0.34 FKPR: 0.08 FDPR: 0.11 HS%: 22.37 CL%: 10.21 KMax: 23.21 K: 298.25 D: 339.11 A: 154.43 FK: 36.99 FD: 51.17 Rnd: 1333,Shizue,DREAMMAX,"astra, omen, viper",154.43,182.76,121.1,0.34,10.21,339.11,51.17,0.11,36.99,0.08,22.37,298.25,0.87,70.88,23.21,0.64,0.89,1333
Player victoria from team Guild GC has the following stats: R2.0: 0.88 ACS: 179.52 K:D: 0.82 KAST: 70.0 ADR: 119.02 KPR: 0.61 APR: 0.35 FKPR: 0.09 FDPR: 0.11 HS%: 21.59 CL%: 14.84 KMax: 23.95 K: 420.72 D: 512.92 A: 242.11 FK: 58.91 FD: 79.34 Rnd: 1297,victoria,Guild GC,"viper, astra, omen",242.11,179.52,119.02,0.35,14.84,512.92,79.34,0.11,58.91,0.09,21.59,420.72,0.82,70.0,23.95,0.61,0.88,1297
Player Jupi from team EXCEL GC has the following stats: R2.0: 0.94 ACS: 188.71 K:D: 0.95 KAST: 70.29 ADR: 125.88 KPR: 0.66 APR: 0.26 FKPR: 0.08 FDPR: 0.11 HS%: 15.57 CL%: 12.57 KMax: 24.0 K: 341.81 D: 362.66 A: 120.99 FK: 42.14 FD: 59.99 Rnd: 864,Jupi,EXCEL GC,"killjoy, sova, cypher",120.99,188.71,125.88,0.26,12.57,362.66,59.99,0.11,42.14,0.08,15.57,341.81,0.95,70.29,24.0,0.66,0.94,864
Player Anko from team MAD Army has the following stats: R2.0: 0.93 ACS: 221.6 K:D: 0.98 KAST: 67.0 ADR: 140.0 KPR: 0.77 APR: 0.22 FKPR: 0.15 FDPR: 0.17 HS%: 18.0 CL%: 12.0 KMax: 30.0 K: 439.0 D: 447.0 A: 125.0 FK: 83.0 FD: 98.0 Rnd: 572,Anko,MAD Army,"reyna, yoru, sage",125.0,221.6,140.0,0.22,12.0,447.0,98.0,0.17,83.0,0.15,18.0,439.0,0.98,67.0,30.0,0.77,0.93,572
Player sia from team SK Nebula has the following stats: R2.0: 0.85 ACS: 169.54 K:D: 0.82 KAST: 68.15 ADR: 112.85 KPR: 0.59 APR: 0.31 FKPR: 0.05 FDPR: 0.08 HS%: 27.54 CL%: 13.08 KMax: 24.02 K: 370.69 D: 449.95 A: 203.7 FK: 31.4 FD: 50.11 Rnd: 1985,sia,SK Nebula,"astra, viper, sage",203.7,169.54,112.85,0.31,13.08,449.95,50.11,0.08,31.4,0.05,27.54,370.69,0.82,68.15,24.02,0.59,0.85,1985
Player tayhuhu from team LOUD GC has the following stats: R2.0: 0.97 ACS: 172.54 K:D: 0.91 KAST: 73.68 ADR: 113.23 KPR: 0.6 APR: 0.34 FKPR: 0.04 FDPR: 0.05 HS%: 21.25 CL%: 11.07 KMax: 23.07 K: 561.76 D: 614.91 A: 327.19 FK: 40.21 FD: 48.01 Rnd: 2560,tayhuhu,LOUD GC,"sova, breach, fade",327.19,172.54,113.23,0.34,11.07,614.91,48.01,0.05,40.21,0.04,21.25,561.76,0.91,73.68,23.07,0.6,0.97,2560
Player mittens from team HELLS PARADISE has the following stats: R2.0: 0.92 ACS: 189.52 K:D: 0.92 KAST: 67.45 ADR: 127.59 KPR: 0.69 APR: 0.23 FKPR: 0.12 FDPR: 0.13 HS%: 21.91 CL%: 12.09 KMax: 26.19 K: 223.34 D: 242.72 A: 73.91 FK: 39.7 FD: 41.58 Rnd: 640,mittens,HELLS PARADISE,"astra, viper, raze",73.91,189.52,127.59,0.23,12.09,242.72,41.58,0.13,39.7,0.12,21.91,223.34,0.92,67.45,26.19,0.69,0.92,640
Player alimonstr from team Complexity GX3 has the following stats: R2.0: 0.93 ACS: 189.9 K:D: 0.87 KAST: 71.0 ADR: 127.2 KPR: 0.65 APR: 0.3 FKPR: 0.09 FDPR: 0.11 HS%: 30.0 CL%: 19.0 KMax: 26.0 K: 244.0 D: 279.0 A: 113.0 FK: 34.0 FD: 41.0 Rnd: 377,alimonstr,Complexity GX3,"astra, viper, omen",113.0,189.9,127.2,0.3,19.0,279.0,41.0,0.11,34.0,0.09,30.0,244.0,0.87,71.0,26.0,0.65,0.93,377
Player Glance from team Karmine Corp GC has the following stats: R2.0: 1.02 ACS: 187.57 K:D: 1.02 KAST: 76.11 ADR: 122.23 KPR: 0.67 APR: 0.36 FKPR: 0.06 FDPR: 0.05 HS%: 24.43 CL%: 15.85 KMax: 26.54 K: 863.72 D: 841.59 A: 475.81 FK: 77.05 FD: 69.69 Rnd: 4577,Glance,Karmine Corp GC,"sova, omen, astra",475.81,187.57,122.23,0.36,15.85,841.59,69.69,0.05,77.05,0.06,24.43,863.72,1.02,76.11,26.54,0.67,1.02,4577
Player Stefanie from team KUR0M1 K1LL3RZ has the following stats: R2.0: 0.91 ACS: 206.18 K:D: 0.91 KAST: 66.81 ADR: 139.88 KPR: 0.7 APR: 0.21 FKPR: 0.14 FDPR: 0.17 HS%: 25.21 CL%: 21.33 KMax: 26.62 K: 465.66 D: 513.31 A: 135.52 FK: 94.52 FD: 117.18 Rnd: 1697,Stefanie,KUR0M1 K1LL3RZ,"raze, jett, killjoy",135.52,206.18,139.88,0.21,21.33,513.31,117.18,0.17,94.52,0.14,25.21,465.66,0.91,66.81,26.62,0.7,0.91,1697
Player allurin from team Oxuji Lazure has the following stats: R2.0: 0.92 ACS: 185.2 K:D: 0.89 KAST: 69.0 ADR: 122.2 KPR: 0.66 APR: 0.23 FKPR: 0.05 FDPR: 0.07 HS%: 21.0 CL%: 12.0 KMax: 27.0 K: 300.0 D: 336.0 A: 104.0 FK: 23.0 FD: 32.0 Rnd: 456,allurin,Oxuji Lazure,"cypher, sage, killjoy",104.0,185.2,122.2,0.23,12.0,336.0,32.0,0.07,23.0,0.05,21.0,300.0,0.89,69.0,27.0,0.66,0.92,456
Player shyz from team TBS GC has the following stats: R2.0: 0.9 ACS: 184.83 K:D: 0.88 KAST: 68.2 ADR: 124.32 KPR: 0.64 APR: 0.27 FKPR: 0.09 FDPR: 0.11 HS%: 21.21 CL%: 9.95 KMax: 24.22 K: 371.71 D: 423.75 A: 148.74 FK: 55.82 FD: 69.41 Rnd: 2145,shyz,TBS GC,"raze, kayo, sova",148.74,184.83,124.32,0.27,9.95,423.75,69.41,0.11,55.82,0.09,21.21,371.71,0.88,68.2,24.22,0.64,0.9,2145
Player Bunnyhuh from team OINK RIBBIT MEOW has the following stats: R2.0: 0.88 ACS: 192.86 K:D: 0.85 KAST: 67.27 ADR: 129.62 KPR: 0.66 APR: 0.27 FKPR: 0.07 FDPR: 0.11 HS%: 16.82 CL%: 10.64 KMax: 25.45 K: 236.22 D: 273.31 A: 96.52 FK: 25.27 FD: 37.72 Rnd: 662,Bunnyhuh,OINK RIBBIT MEOW,"raze, sage, kayo",96.52,192.86,129.62,0.27,10.64,273.31,37.72,0.11,25.27,0.07,16.82,236.22,0.85,67.27,25.45,0.66,0.88,662
Player Ayaaa from team Anomaly No Charms has the following stats: R2.0: 0.99 ACS: 228.42 K:D: 1.0 KAST: 68.37 ADR: 150.55 KPR: 0.79 APR: 0.22 FKPR: 0.18 FDPR: 0.16 HS%: 27.23 CL%: 16.61 KMax: 28.81 K: 389.32 D: 385.39 A: 107.16 FK: 89.71 FD: 80.55 Rnd: 1428,Ayaaa,Anomaly No Charms,"jett, sage, reyna",107.16,228.42,150.55,0.22,16.61,385.39,80.55,0.16,89.71,0.18,27.23,389.32,1.0,68.37,28.81,0.79,0.99,1428
Player Mel from team MIBR GC has the following stats: R2.0: 0.95 ACS: 181.25 K:D: 0.95 KAST: 71.49 ADR: 119.32 KPR: 0.65 APR: 0.34 FKPR: 0.07 FDPR: 0.08 HS%: 25.99 CL%: 13.24 KMax: 25.47 K: 557.29 D: 602.91 A: 293.92 FK: 60.46 FD: 71.23 Rnd: 4452,Mel,MIBR GC,"sova, sage, fade",293.92,181.25,119.32,0.34,13.24,602.91,71.23,0.08,60.46,0.07,25.99,557.29,0.95,71.49,25.47,0.65,0.95,4452
Player cheeze from team Ganha nunca has the following stats: R2.0: 0.92 ACS: 161.7 K:D: 0.84 KAST: 70.0 ADR: 110.4 KPR: 0.58 APR: 0.31 FKPR: 0.06 FDPR: 0.03 HS%: 26.0 CL%: 5.0 KMax: 18.0 K: 143.0 D: 170.0 A: 76.0 FK: 16.0 FD: 8.0 Rnd: 247,cheeze,Ganha nunca,"astra, sova, cypher",76.0,161.7,110.4,0.31,5.0,170.0,8.0,0.03,16.0,0.06,26.0,143.0,0.84,70.0,18.0,0.58,0.92,247
Player celinett from team zikas do baile has the following stats: R2.0: 0.91 ACS: 178.4 K:D: 0.86 KAST: 70.0 ADR: 119.5 KPR: 0.6 APR: 0.25 FKPR: 0.05 FDPR: 0.09 HS%: 17.0 CL%: 6.0 KMax: 22.0 K: 289.0 D: 336.0 A: 118.0 FK: 26.0 FD: 45.0 Rnd: 481,celinett,zikas do baile,"killjoy, viper, cypher",118.0,178.4,119.5,0.25,6.0,336.0,45.0,0.09,26.0,0.05,17.0,289.0,0.86,70.0,22.0,0.6,0.91,481
