Content,Player,Team,Agents Played,A,ACS,ADR,APR,CL%,D,FD,FDPR,FK,FKPR,HS%,K,K:D,KAST,KMax,KPR,R2.0,Rnd
Player Dae from team Dasein Club has the following stats: R2.0: 0.91 ACS: 175.8 K:D: 0.88 KAST: 68.0 ADR: 117.7 KPR: 0.61 APR: 0.25 FKPR: 0.04 FDPR: 0.05 HS%: 30.0 CL%: 22.0 KMax: 20.0 K: 174.0 D: 198.0 A: 72.0 FK: 12.0 FD: 13.0 Rnd: 286,Dae,Dasein Club,"sova, fade, kayo",72.0,175.8,117.7,0.25,22.0,198.0,13.0,0.05,12.0,0.04,30.0,174.0,0.88,68.0,20.0,0.61,0.91,286
Player array from team Tenax GC has the following stats: R2.0: 0.91 ACS: 208.7 K:D: 0.88 KAST: 63.0 ADR: 141.6 KPR: 0.72 APR: 0.23 FKPR: 0.14 FDPR: 0.19 HS%: 32.0 CL%: 6.0 KMax: 26.0 K: 218.0 D: 248.0 A: 70.0 FK: 44.0 FD: 57.0 Rnd: 304,array,Tenax GC,"kayo, killjoy, skye",70.0,208.7,141.6,0.23,6.0,248.0,57.0,0.19,44.0,0.14,32.0,218.0,0.88,63.0,26.0,0.72,0.91,304
Player CarmenG7 from team NTH has the following stats: R2.0: 0.91 ACS: 168.6 K:D: 0.87 KAST: 66.0 ADR: 113.4 KPR: 0.59 APR: 0.21 FKPR: 0.08 FDPR: 0.09 HS%: 27.0 CL%: 4.0 KMax: 22.0 K: 198.0 D: 227.0 A: 70.0 FK: 28.0 FD: 31.0 Rnd: 338,CarmenG7,NTH,"killjoy, cypher, sova",70.0,168.6,113.4,0.21,4.0,227.0,31.0,0.09,28.0,0.08,27.0,198.0,0.87,66.0,22.0,0.59,0.91,338
Player panchill from team Zen eSports GC has the following stats: R2.0: 0.91 ACS: 176.3 K:D: 0.87 KAST: 66.0 ADR: 120.5 KPR: 0.63 APR: 0.18 FKPR: 0.06 FDPR: 0.07 HS%: 29.0 CL%: 15.0 KMax: 23.0 K: 313.0 D: 358.0 A: 92.0 FK: 32.0 FD: 34.0 Rnd: 498,panchill,Zen eSports GC,"killjoy, cypher, viper",92.0,176.3,120.5,0.18,15.0,358.0,34.0,0.07,32.0,0.06,29.0,313.0,0.87,66.0,23.0,0.63,0.91,498
Player auri from team HEROIC Valkyries has the following stats: R2.0: 0.91 ACS: 181.2 K:D: 0.84 KAST: 66.0 ADR: 128.2 KPR: 0.64 APR: 0.21 FKPR: 0.1 FDPR: 0.09 HS%: 26.0 CL%: 8.0 KMax: 32.0 K: 422.0 D: 500.0 A: 141.0 FK: 64.0 FD: 57.0 Rnd: 663,auri,HEROIC Valkyries,"killjoy, cypher, sage",141.0,181.2,128.2,0.21,8.0,500.0,57.0,0.09,64.0,0.1,26.0,422.0,0.84,66.0,32.0,0.64,0.91,663
Player nati from team LEVIATÁN GC has the following stats: R2.0: 0.91 ACS: 185.9 K:D: 0.88 KAST: 64.0 ADR: 123.3 KPR: 0.65 APR: 0.19 FKPR: 0.07 FDPR: 0.08 HS%: 39.0 CL%: 10.0 KMax: 19.0 K: 280.0 D: 317.0 A: 83.0 FK: 28.0 FD: 36.0 Rnd: 429,nati,LEVIATÁN GC,"viper, sova, omen",83.0,185.9,123.3,0.19,10.0,317.0,36.0,0.08,28.0,0.07,39.0,280.0,0.88,64.0,19.0,0.65,0.91,429
Player ElyS from team RITUAL RËAL has the following stats: R2.0: 0.9 ACS: 203.4 K:D: 0.92 KAST: 66.0 ADR: 135.6 KPR: 0.72 APR: 0.13 FKPR: 0.15 FDPR: 0.17 HS%: 27.0 CL%: 15.0 KMax: 27.0 K: 456.0 D: 493.0 A: 84.0 FK: 92.0 FD: 110.0 Rnd: 631,ElyS,RITUAL RËAL,"jett, raze, neon",84.0,203.4,135.6,0.13,15.0,493.0,110.0,0.17,92.0,0.15,27.0,456.0,0.92,66.0,27.0,0.72,0.9,631
Player Caucasus from team FENNEL GC has the following stats: R2.0: 0.9 ACS: 167.6 K:D: 0.85 KAST: 73.0 ADR: 109.5 KPR: 0.58 APR: 0.37 FKPR: 0.06 FDPR: 0.06 HS%: 24.0 CL%: 6.0 KMax: 22.0 K: 162.0 D: 191.0 A: 103.0 FK: 18.0 FD: 16.0 Rnd: 277,Caucasus,FENNEL GC,"omen, brimstone, sova",103.0,167.6,109.5,0.37,6.0,191.0,16.0,0.06,18.0,0.06,24.0,162.0,0.85,73.0,22.0,0.58,0.9,277
Player Salty from team TOG Kitsune has the following stats: R2.0: 0.9 ACS: 173.8 K:D: 0.82 KAST: 71.0 ADR: 112.7 KPR: 0.6 APR: 0.39 FKPR: 0.07 FDPR: 0.08 HS%: 19.0 CL%: 6.0 KMax: 24.0 K: 204.0 D: 249.0 A: 134.0 FK: 24.0 FD: 28.0 Rnd: 340,Salty,TOG Kitsune,"breach, sage, skye",134.0,173.8,112.7,0.39,6.0,249.0,28.0,0.08,24.0,0.07,19.0,204.0,0.82,71.0,24.0,0.6,0.9,340
Player Mais from team Invicta has the following stats: R2.0: 0.89 ACS: 170.1 K:D: 0.83 KAST: 69.0 ADR: 113.7 KPR: 0.6 APR: 0.19 FKPR: 0.05 FDPR: 0.07 HS%: 29.0 CL%: 14.0 KMax: 21.0 K: 126.0 D: 152.0 A: 39.0 FK: 10.0 FD: 14.0 Rnd: 209,Mais,Invicta,"sova, fade, killjoy",39.0,170.1,113.7,0.19,14.0,152.0,14.0,0.07,10.0,0.05,29.0,126.0,0.83,69.0,21.0,0.6,0.89,209
Player May from team New Combat Line GC has the following stats: R2.0: 0.89 ACS: 178.6 K:D: 0.86 KAST: 67.0 ADR: 122.3 KPR: 0.62 APR: 0.21 FKPR: 0.06 FDPR: 0.1 HS%: 24.0 CL%: 18.0 KMax: 33.0 K: 419.0 D: 488.0 A: 143.0 FK: 42.0 FD: 68.0 Rnd: 681,May,New Combat Line GC,"killjoy, viper, cypher",143.0,178.6,122.3,0.21,18.0,488.0,68.0,0.1,42.0,0.06,24.0,419.0,0.86,67.0,33.0,0.62,0.89,681
Player WIRE from team Awaken RED has the following stats: R2.0: 0.89 ACS: 218.3 K:D: 0.88 KAST: 59.0 ADR: 146.2 KPR: 0.75 APR: 0.13 FKPR: 0.17 FDPR: 0.17 HS%: 30.0 CL%: 9.0 KMax: 25.0 K: 153.0 D: 173.0 A: 27.0 FK: 34.0 FD: 34.0 Rnd: 204,WIRE,Awaken RED,"raze, neon, jett",27.0,218.3,146.2,0.13,9.0,173.0,34.0,0.17,34.0,0.17,30.0,153.0,0.88,59.0,25.0,0.75,0.89,204
Player Vossu from team University War GC has the following stats: R2.0: 0.89 ACS: 164.8 K:D: 0.81 KAST: 69.0 ADR: 111.7 KPR: 0.58 APR: 0.38 FKPR: 0.04 FDPR: 0.08 HS%: 31.0 CL%: 12.0 KMax: 30.0 K: 378.0 D: 469.0 A: 249.0 FK: 28.0 FD: 49.0 Rnd: 649,Vossu,University War GC,"breach, kayo, sova",249.0,164.8,111.7,0.38,12.0,469.0,49.0,0.08,28.0,0.04,31.0,378.0,0.81,69.0,30.0,0.58,0.89,649
Player Tura from team FUSION X has the following stats: R2.0: 0.89 ACS: 174.6 K:D: 0.83 KAST: 71.0 ADR: 111.4 KPR: 0.6 APR: 0.4 FKPR: 0.05 FDPR: 0.09 HS%: 24.0 CL%: 11.0 KMax: 25.0 K: 532.0 D: 638.0 A: 357.0 FK: 48.0 FD: 79.0 Rnd: 888,Tura,FUSION X,"astra, brimstone, omen",357.0,174.6,111.4,0.4,11.0,638.0,79.0,0.09,48.0,0.05,24.0,532.0,0.83,71.0,25.0,0.6,0.89,888
Player Saraya from team Legiowon Puff has the following stats: R2.0: 0.89 ACS: 177.4 K:D: 0.86 KAST: 64.0 ADR: 116.5 KPR: 0.65 APR: 0.25 FKPR: 0.06 FDPR: 0.05 HS%: 34.0 CL%: 11.0 KMax: 19.0 K: 199.0 D: 232.0 A: 75.0 FK: 18.0 FD: 14.0 Rnd: 306,Saraya,Legiowon Puff,"skye, killjoy, breach",75.0,177.4,116.5,0.25,11.0,232.0,14.0,0.05,18.0,0.06,34.0,199.0,0.86,64.0,19.0,0.65,0.89,306
Player T4C from team Salt n Shake has the following stats: R2.0: 0.88 ACS: 163.9 K:D: 0.79 KAST: 68.0 ADR: 106.3 KPR: 0.57 APR: 0.47 FKPR: 0.05 FDPR: 0.08 HS%: 20.0 CL%: 21.0 KMax: 19.0 K: 151.0 D: 192.0 A: 125.0 FK: 12.0 FD: 22.0 Rnd: 266,T4C,Salt n Shake,"breach, kayo, gekko",125.0,163.9,106.3,0.47,21.0,192.0,22.0,0.08,12.0,0.05,20.0,151.0,0.79,68.0,19.0,0.57,0.88,266
Player Dannn from team URACHACHA has the following stats: R2.0: 0.88 ACS: 171.8 K:D: 0.83 KAST: 68.0 ADR: 117.3 KPR: 0.61 APR: 0.19 FKPR: 0.09 FDPR: 0.09 HS%: 19.0 CL%: 11.0 KMax: 19.0 K: 122.0 D: 147.0 A: 38.0 FK: 18.0 FD: 19.0 Rnd: 201,Dannn,URACHACHA,"killjoy, viper, sova",38.0,171.8,117.3,0.19,11.0,147.0,19.0,0.09,18.0,0.09,19.0,122.0,0.83,68.0,19.0,0.61,0.88,201
Player AhMei from team LILITH has the following stats: R2.0: 0.88 ACS: 202.7 K:D: 0.83 KAST: 70.0 ADR: 142.4 KPR: 0.68 APR: 0.32 FKPR: 0.12 FDPR: 0.12 HS%: 25.0 CL%: 20.0 KMax: 24.0 K: 198.0 D: 240.0 A: 94.0 FK: 35.0 FD: 34.0 Rnd: 292,AhMei,LILITH,"skye, killjoy, cypher",94.0,202.7,142.4,0.32,20.0,240.0,34.0,0.12,35.0,0.12,25.0,198.0,0.83,70.0,24.0,0.68,0.88,292
Player HANE from team REIGNITE Lily has the following stats: R2.0: 0.88 ACS: 185.3 K:D: 0.83 KAST: 72.0 ADR: 123.0 KPR: 0.65 APR: 0.4 FKPR: 0.09 FDPR: 0.09 HS%: 32.0 CL%: 12.0 KMax: 21.0 K: 179.0 D: 216.0 A: 111.0 FK: 26.0 FD: 26.0 Rnd: 276,HANE,REIGNITE Lily,"omen, kayo, viper",111.0,185.3,123.0,0.4,12.0,216.0,26.0,0.09,26.0,0.09,32.0,179.0,0.83,72.0,21.0,0.65,0.88,276
Player PingSong from team FENNEL GC has the following stats: R2.0: 0.88 ACS: 178.9 K:D: 0.82 KAST: 71.0 ADR: 116.0 KPR: 0.6 APR: 0.36 FKPR: 0.09 FDPR: 0.07 HS%: 27.0 CL%: 11.0 KMax: 19.0 K: 263.0 D: 322.0 A: 157.0 FK: 39.0 FD: 31.0 Rnd: 439,PingSong,FENNEL GC,"fade, sova, skye",157.0,178.9,116.0,0.36,11.0,322.0,31.0,0.07,39.0,0.09,27.0,263.0,0.82,71.0,19.0,0.6,0.88,439
Player Pinky D from team raised has the following stats: R2.0: 0.88 ACS: 205.8 K:D: 0.91 KAST: 66.0 ADR: 137.5 KPR: 0.73 APR: 0.18 FKPR: 0.15 FDPR: 0.17 HS%: 30.0 CL%: 38.0 KMax: 25.0 K: 184.0 D: 203.0 A: 45.0 FK: 37.0 FD: 42.0 Rnd: 253,Pinky D,raised,"raze, jett, neon",45.0,205.8,137.5,0.18,38.0,203.0,42.0,0.17,37.0,0.15,30.0,184.0,0.91,66.0,25.0,0.73,0.88,253
Player Vam from team The Ultimates Odyssey has the following stats: R2.0: 0.88 ACS: 164.3 K:D: 0.81 KAST: 70.0 ADR: 113.2 KPR: 0.58 APR: 0.36 FKPR: 0.04 FDPR: 0.07 HS%: 31.0 CL%: 11.0 KMax: 20.0 K: 272.0 D: 335.0 A: 169.0 FK: 18.0 FD: 31.0 Rnd: 471,Vam,The Ultimates Odyssey,"breach, omen, fade",169.0,164.3,113.2,0.36,11.0,335.0,31.0,0.07,18.0,0.04,31.0,272.0,0.81,70.0,20.0,0.58,0.88,471
Player Loupiote from team Zerance Mint has the following stats: R2.0: 0.88 ACS: 166.0 K:D: 0.84 KAST: 73.0 ADR: 110.1 KPR: 0.57 APR: 0.31 FKPR: 0.06 FDPR: 0.07 HS%: 23.0 CL%: 19.0 KMax: 20.0 K: 341.0 D: 408.0 A: 185.0 FK: 36.0 FD: 40.0 Rnd: 595,Loupiote,Zerance Mint,"sova, killjoy, skye",185.0,166.0,110.1,0.31,19.0,408.0,40.0,0.07,36.0,0.06,23.0,341.0,0.84,73.0,20.0,0.57,0.88,595
Player QiQi from team Cardboard Dinosaur has the following stats: R2.0: 0.88 ACS: 183.9 K:D: 0.91 KAST: 70.0 ADR: 126.3 KPR: 0.65 APR: 0.23 FKPR: 0.04 FDPR: 0.11 HS%: 23.0 CL%: 30.0 KMax: 18.0 K: 132.0 D: 145.0 A: 47.0 FK: 8.0 FD: 22.0 Rnd: 204,QiQi,Cardboard Dinosaur,"killjoy, astra, skye",47.0,183.9,126.3,0.23,30.0,145.0,22.0,0.11,8.0,0.04,23.0,132.0,0.91,70.0,18.0,0.65,0.88,204
Player Asia from team University War GC has the following stats: R2.0: 0.87 ACS: 171.4 K:D: 0.86 KAST: 66.0 ADR: 118.1 KPR: 0.64 APR: 0.19 FKPR: 0.05 FDPR: 0.08 HS%: 25.0 CL%: 9.0 KMax: 36.0 K: 445.0 D: 519.0 A: 135.0 FK: 35.0 FD: 55.0 Rnd: 696,Asia,University War GC,"killjoy, cypher, omen",135.0,171.4,118.1,0.19,9.0,519.0,55.0,0.08,35.0,0.05,25.0,445.0,0.86,66.0,36.0,0.64,0.87,696
Player Jenniffer from team revoada has the following stats: R2.0: 0.87 ACS: 188.0 K:D: 0.86 KAST: 63.0 ADR: 129.4 KPR: 0.67 APR: 0.16 FKPR: 0.13 FDPR: 0.15 HS%: 28.0 CL%: 5.0 KMax: 29.0 K: 294.0 D: 343.0 A: 70.0 FK: 55.0 FD: 66.0 Rnd: 436,Jenniffer,revoada,"jett, raze, chamber",70.0,188.0,129.4,0.16,5.0,343.0,66.0,0.15,55.0,0.13,28.0,294.0,0.86,63.0,29.0,0.67,0.87,436
Player Xalleby from team NTH has the following stats: R2.0: 0.87 ACS: 194.3 K:D: 0.87 KAST: 64.0 ADR: 131.4 KPR: 0.66 APR: 0.2 FKPR: 0.14 FDPR: 0.18 HS%: 24.0 CL%: 20.0 KMax: 25.0 K: 313.0 D: 360.0 A: 96.0 FK: 65.0 FD: 85.0 Rnd: 475,Xalleby,NTH,"raze, jett, reyna",96.0,194.3,131.4,0.2,20.0,360.0,85.0,0.18,65.0,0.14,24.0,313.0,0.87,64.0,25.0,0.66,0.87,475
Player Nila from team Scissor Sisters has the following stats: R2.0: 0.87 ACS: 183.0 K:D: 0.84 KAST: 64.0 ADR: 123.9 KPR: 0.64 APR: 0.16 FKPR: 0.06 FDPR: 0.08 HS%: 22.0 CL%: 5.0 KMax: 19.0 K: 147.0 D: 175.0 A: 36.0 FK: 13.0 FD: 18.0 Rnd: 229,Nila,Scissor Sisters,"cypher, killjoy, chamber",36.0,183.0,123.9,0.16,5.0,175.0,18.0,0.08,13.0,0.06,22.0,147.0,0.84,64.0,19.0,0.64,0.87,229
Player wanheda from team MYVRA has the following stats: R2.0: 0.87 ACS: 172.2 K:D: 0.79 KAST: 68.0 ADR: 113.8 KPR: 0.61 APR: 0.41 FKPR: 0.08 FDPR: 0.09 HS%: 22.0 CL%: 17.0 KMax: 23.0 K: 208.0 D: 264.0 A: 139.0 FK: 26.0 FD: 31.0 Rnd: 343,wanheda,MYVRA,"breach, kayo, sova",139.0,172.2,113.8,0.41,17.0,264.0,31.0,0.09,26.0,0.08,22.0,208.0,0.79,68.0,23.0,0.61,0.87,343
Player Jelerak from team LILAX has the following stats: R2.0: 0.87 ACS: 175.7 K:D: 0.81 KAST: 70.0 ADR: 108.2 KPR: 0.59 APR: 0.38 FKPR: 0.1 FDPR: 0.13 HS%: 17.0 CL%: 20.0 KMax: 17.0 K: 136.0 D: 168.0 A: 87.0 FK: 24.0 FD: 29.0 Rnd: 230,Jelerak,LILAX,"kayo, jett, sage",87.0,175.7,108.2,0.38,20.0,168.0,29.0,0.13,24.0,0.1,17.0,136.0,0.81,70.0,17.0,0.59,0.87,230
Player shirah0sh1 from team Avernus Esports GC has the following stats: R2.0: 0.87 ACS: 189.7 K:D: 0.84 KAST: 62.0 ADR: 125.7 KPR: 0.68 APR: 0.19 FKPR: 0.08 FDPR: 0.13 HS%: 31.0 CL%: 18.0 KMax: 24.0 K: 207.0 D: 245.0 A: 59.0 FK: 23.0 FD: 41.0 Rnd: 304,shirah0sh1,Avernus Esports GC,"killjoy, reyna, fade",59.0,189.7,125.7,0.19,18.0,245.0,41.0,0.13,23.0,0.08,31.0,207.0,0.84,62.0,24.0,0.68,0.87,304
Player Andrea from team New Combat Line GC has the following stats: R2.0: 0.86 ACS: 162.7 K:D: 0.8 KAST: 71.0 ADR: 107.0 KPR: 0.57 APR: 0.41 FKPR: 0.03 FDPR: 0.06 HS%: 25.0 CL%: 9.0 KMax: 25.0 K: 193.0 D: 241.0 A: 140.0 FK: 11.0 FD: 20.0 Rnd: 339,Andrea,New Combat Line GC,"skye, breach, omen",140.0,162.7,107.0,0.41,9.0,241.0,20.0,0.06,11.0,0.03,25.0,193.0,0.8,71.0,25.0,0.57,0.86,339
Player Mimo from team LILAX has the following stats: R2.0: 0.86 ACS: 170.1 K:D: 0.83 KAST: 66.0 ADR: 117.7 KPR: 0.59 APR: 0.14 FKPR: 0.04 FDPR: 0.05 HS%: 22.0 CL%: 9.0 KMax: 19.0 K: 136.0 D: 164.0 A: 33.0 FK: 9.0 FD: 12.0 Rnd: 230,Mimo,LILAX,"killjoy, cypher",33.0,170.1,117.7,0.14,9.0,164.0,12.0,0.05,9.0,0.04,22.0,136.0,0.83,66.0,19.0,0.59,0.86,230
Player Gelatycat from team Zen eSports GC has the following stats: R2.0: 0.86 ACS: 161.1 K:D: 0.78 KAST: 68.0 ADR: 109.6 KPR: 0.57 APR: 0.27 FKPR: 0.07 FDPR: 0.06 HS%: 37.0 CL%: 4.0 KMax: 19.0 K: 263.0 D: 337.0 A: 122.0 FK: 31.0 FD: 28.0 Rnd: 460,Gelatycat,Zen eSports GC,"omen, sova, fade",122.0,161.1,109.6,0.27,4.0,337.0,28.0,0.06,31.0,0.07,37.0,263.0,0.78,68.0,19.0,0.57,0.86,460
Player jcey from team Psycho Cats has the following stats: R2.0: 0.86 ACS: 186.2 K:D: 0.82 KAST: 63.0 ADR: 123.7 KPR: 0.65 APR: 0.3 FKPR: 0.11 FDPR: 0.12 HS%: 25.0 CL%: 18.0 KMax: 24.0 K: 146.0 D: 178.0 A: 67.0 FK: 25.0 FD: 26.0 Rnd: 223,jcey,Psycho Cats,"omen, raze, viper",67.0,186.2,123.7,0.3,18.0,178.0,26.0,0.12,25.0,0.11,25.0,146.0,0.82,63.0,24.0,0.65,0.86,223
Player Kaz from team New Combat Line GC has the following stats: R2.0: 0.86 ACS: 164.3 K:D: 0.79 KAST: 68.0 ADR: 107.9 KPR: 0.56 APR: 0.28 FKPR: 0.04 FDPR: 0.09 HS%: 21.0 CL%: 5.0 KMax: 19.0 K: 115.0 D: 145.0 A: 57.0 FK: 8.0 FD: 18.0 Rnd: 204,Kaz,New Combat Line GC,"sova, gekko, cypher",57.0,164.3,107.9,0.28,5.0,145.0,18.0,0.09,8.0,0.04,21.0,115.0,0.79,68.0,19.0,0.56,0.86,204
Player Fire from team KS Hunters has the following stats: R2.0: 0.85 ACS: 154.3 K:D: 0.81 KAST: 64.0 ADR: 99.6 KPR: 0.55 APR: 0.21 FKPR: 0.05 FDPR: 0.06 HS%: 23.0 CL%: 8.0 KMax: 21.0 K: 284.0 D: 349.0 A: 111.0 FK: 26.0 FD: 32.0 Rnd: 521,Fire,KS Hunters,"killjoy, chamber, jett",111.0,154.3,99.6,0.21,8.0,349.0,32.0,0.06,26.0,0.05,23.0,284.0,0.81,64.0,21.0,0.55,0.85,521
Player Lynxz from team Stay K'O has the following stats: R2.0: 0.85 ACS: 194.5 K:D: 0.83 KAST: 66.0 ADR: 120.7 KPR: 0.67 APR: 0.23 FKPR: 0.08 FDPR: 0.13 HS%: 20.0 CL%: 20.0 KMax: 20.0 K: 135.0 D: 162.0 A: 46.0 FK: 16.0 FD: 26.0 Rnd: 201,Lynxz,Stay K'O,"raze, yoru, jett",46.0,194.5,120.7,0.23,20.0,162.0,26.0,0.13,16.0,0.08,20.0,135.0,0.83,66.0,20.0,0.67,0.85,201
Player meleliita from team LEVIATÁN GC has the following stats: R2.0: 0.85 ACS: 195.7 K:D: 0.84 KAST: 67.0 ADR: 127.4 KPR: 0.67 APR: 0.24 FKPR: 0.14 FDPR: 0.17 HS%: 31.0 CL%: 9.0 KMax: 25.0 K: 287.0 D: 342.0 A: 103.0 FK: 58.0 FD: 71.0 Rnd: 429,meleliita,LEVIATÁN GC,"killjoy, jett, raze",103.0,195.7,127.4,0.24,9.0,342.0,71.0,0.17,58.0,0.14,31.0,287.0,0.84,67.0,25.0,0.67,0.85,429
Player Logic from team Kinetic has the following stats: R2.0: 0.85 ACS: 186.0 K:D: 0.84 KAST: 66.0 ADR: 123.2 KPR: 0.68 APR: 0.21 FKPR: 0.13 FDPR: 0.12 HS%: 25.0 CL%: 17.0 KMax: 30.0 K: 173.0 D: 207.0 A: 54.0 FK: 34.0 FD: 31.0 Rnd: 256,Logic,Kinetic,"killjoy, omen, sova",54.0,186.0,123.2,0.21,17.0,207.0,31.0,0.12,34.0,0.13,25.0,173.0,0.84,66.0,30.0,0.68,0.85,256
Player Calvrix from team Cafe Coke has the following stats: R2.0: 0.85 ACS: 179.6 K:D: 0.85 KAST: 64.0 ADR: 122.2 KPR: 0.64 APR: 0.16 FKPR: 0.08 FDPR: 0.12 HS%: 23.0 CL%: 10.0 KMax: 28.0 K: 171.0 D: 202.0 A: 43.0 FK: 20.0 FD: 33.0 Rnd: 266,Calvrix,Cafe Coke,"killjoy, cypher, viper",43.0,179.6,122.2,0.16,10.0,202.0,33.0,0.12,20.0,0.08,23.0,171.0,0.85,64.0,28.0,0.64,0.85,266
Player venus from team Teddy Tactics has the following stats: R2.0: 0.85 ACS: 186.7 K:D: 0.82 KAST: 62.0 ADR: 123.7 KPR: 0.67 APR: 0.15 FKPR: 0.1 FDPR: 0.19 HS%: 28.0 CL%: 12.0 KMax: 28.0 K: 155.0 D: 188.0 A: 35.0 FK: 24.0 FD: 44.0 Rnd: 232,venus,Teddy Tactics,"raze, jett, neon",35.0,186.7,123.7,0.15,12.0,188.0,44.0,0.19,24.0,0.1,28.0,155.0,0.82,62.0,28.0,0.67,0.85,232
Player riv from team Refrag has the following stats: R2.0: 0.85 ACS: 176.4 K:D: 0.84 KAST: 70.0 ADR: 116.2 KPR: 0.6 APR: 0.24 FKPR: 0.1 FDPR: 0.11 HS%: 26.0 CL%: 15.0 KMax: 22.0 K: 325.0 D: 385.0 A: 128.0 FK: 53.0 FD: 60.0 Rnd: 541,riv,Refrag,"killjoy, cypher, viper",128.0,176.4,116.2,0.24,15.0,385.0,60.0,0.11,53.0,0.1,26.0,325.0,0.84,70.0,22.0,0.6,0.85,541
Player E11ie from team Give Wingman 2 Nuclear Devices has the following stats: R2.0: 0.84 ACS: 191.5 K:D: 0.84 KAST: 66.0 ADR: 128.2 KPR: 0.67 APR: 0.18 FKPR: 0.16 FDPR: 0.18 HS%: 23.0 CL%: 18.0 KMax: 29.0 K: 211.0 D: 250.0 A: 58.0 FK: 50.0 FD: 58.0 Rnd: 316,E11ie,Give Wingman 2 Nuclear Devices,"raze, gekko, jett",58.0,191.5,128.2,0.18,18.0,250.0,58.0,0.18,50.0,0.16,23.0,211.0,0.84,66.0,29.0,0.67,0.84,316
Player natas from team FUSION X has the following stats: R2.0: 0.84 ACS: 150.3 K:D: 0.8 KAST: 67.0 ADR: 100.2 KPR: 0.54 APR: 0.29 FKPR: 0.06 FDPR: 0.1 HS%: 28.0 CL%: 17.0 KMax: 17.0 K: 303.0 D: 381.0 A: 166.0 FK: 35.0 FD: 57.0 Rnd: 563,natas,FUSION X,"sova, gekko, viper",166.0,150.3,100.2,0.29,17.0,381.0,57.0,0.1,35.0,0.06,28.0,303.0,0.8,67.0,17.0,0.54,0.84,563
Player Luwucia from team New Combat Line GC has the following stats: R2.0: 0.84 ACS: 171.5 K:D: 0.8 KAST: 65.0 ADR: 115.3 KPR: 0.61 APR: 0.24 FKPR: 0.06 FDPR: 0.1 HS%: 34.0 CL%: 8.0 KMax: 22.0 K: 270.0 D: 337.0 A: 105.0 FK: 27.0 FD: 46.0 Rnd: 442,Luwucia,New Combat Line GC,"viper, jett, cypher",105.0,171.5,115.3,0.24,8.0,337.0,46.0,0.1,27.0,0.06,34.0,270.0,0.8,65.0,22.0,0.61,0.84,442
Player Arki from team Avernus Esports GC has the following stats: R2.0: 0.84 ACS: 170.8 K:D: 0.76 KAST: 64.0 ADR: 114.3 KPR: 0.6 APR: 0.34 FKPR: 0.05 FDPR: 0.1 HS%: 19.0 CL%: 10.0 KMax: 29.0 K: 182.0 D: 239.0 A: 103.0 FK: 16.0 FD: 30.0 Rnd: 304,Arki,Avernus Esports GC,"breach, cypher, sova",103.0,170.8,114.3,0.34,10.0,239.0,30.0,0.1,16.0,0.05,19.0,182.0,0.76,64.0,29.0,0.6,0.84,304
Player Kathrina from team Avernus Esports GC has the following stats: R2.0: 0.84 ACS: 178.7 K:D: 0.75 KAST: 67.0 ADR: 114.1 KPR: 0.59 APR: 0.33 FKPR: 0.04 FDPR: 0.11 HS%: 15.0 CL%: 15.0 KMax: 20.0 K: 180.0 D: 239.0 A: 99.0 FK: 11.0 FD: 33.0 Rnd: 304,Kathrina,Avernus Esports GC,"skye, sova, gekko",99.0,178.7,114.1,0.33,15.0,239.0,33.0,0.11,11.0,0.04,15.0,180.0,0.75,67.0,20.0,0.59,0.84,304
Player Marpandyz from team LILAX has the following stats: R2.0: 0.84 ACS: 171.8 K:D: 0.83 KAST: 65.0 ADR: 110.3 KPR: 0.6 APR: 0.27 FKPR: 0.08 FDPR: 0.07 HS%: 17.0 CL%: 10.0 KMax: 21.0 K: 139.0 D: 168.0 A: 62.0 FK: 19.0 FD: 17.0 Rnd: 230,Marpandyz,LILAX,"sova, killjoy, chamber",62.0,171.8,110.3,0.27,10.0,168.0,17.0,0.07,19.0,0.08,17.0,139.0,0.83,65.0,21.0,0.6,0.84,230
Player Sekkya from team SaD GC has the following stats: R2.0: 0.83 ACS: 146.8 K:D: 0.74 KAST: 69.0 ADR: 90.7 KPR: 0.53 APR: 0.49 FKPR: 0.03 FDPR: 0.07 HS%: 17.0 CL%: 18.0 KMax: 19.0 K: 114.0 D: 155.0 A: 106.0 FK: 7.0 FD: 14.0 Rnd: 215,Sekkya,SaD GC,"skye, kayo, killjoy",106.0,146.8,90.7,0.49,18.0,155.0,14.0,0.07,7.0,0.03,17.0,114.0,0.74,69.0,19.0,0.53,0.83,215
Player silv from team Penguin Party has the following stats: R2.0: 0.83 ACS: 175.5 K:D: 0.8 KAST: 69.0 ADR: 123.8 KPR: 0.6 APR: 0.32 FKPR: 0.11 FDPR: 0.13 HS%: 32.0 CL%: 7.0 KMax: 21.0 K: 127.0 D: 159.0 A: 67.0 FK: 24.0 FD: 28.0 Rnd: 210,silv,Penguin Party,"omen, viper, astra",67.0,175.5,123.8,0.32,7.0,159.0,28.0,0.13,24.0,0.11,32.0,127.0,0.8,69.0,21.0,0.6,0.83,210
