agents,games,rounds,rating,acs,k/d,adr,kast,kpr,apr,fkpr,fdpr,kills,deaths,assists,first bloods,first deaths,Player Name,URL
chamber,(26) 30%,516,1.21,250.4,1.25,159.8,73%,0.88,0.18,0.15,0.09,454,362,92,77,46,Hollywood,https://www.vlr.gg/player/14780/hollywood?timespan=all
fade,(17) 20%,331,1.05,215.8,1.07,138.2,72%,0.75,0.36,0.11,0.12,247,230,120,35,39,Hollywood,https://www.vlr.gg/player/14780/hollywood?timespan=all
skye,(16) 18%,316,0.97,221.6,1.00,142.9,67%,0.75,0.24,0.15,0.12,238,239,77,46,37,Hollywood,https://www.vlr.gg/player/14780/hollywood?timespan=all
,,,,,,,,,,,,,,,,,Bunnileyah,https://www.vlr.gg/player/21461/bunnileyah?timespan=all
killjoy,(17) 16%,322,0.96,209.6,0.96,138.9,66%,0.72,0.17,0.10,0.09,231,241,54,33,30,Bunnileyah,https://www.vlr.gg/player/21461/bunnileyah?timespan=all
chamber,(12) 11%,278,0.88,198.5,0.96,130.1,68%,0.71,0.18,0.13,0.13,198,206,50,37,35,Bunnileyah,https://www.vlr.gg/player/21461/bunnileyah?timespan=all
breach,(10) 9%,205,0.84,186.2,0.80,120.4,72%,0.60,0.37,0.12,0.13,124,155,76,24,26,Bunnileyah,https://www.vlr.gg/player/21461/bunnileyah?timespan=all
,,,,,,,,,,,,,,,,,jules,https://www.vlr.gg/player/15286/jules?timespan=all
killjoy,(43) 28%,869,0.95,181.9,0.96,126.4,71%,0.64,0.19,0.08,0.08,558,583,168,71,73,jules,https://www.vlr.gg/player/15286/jules?timespan=all
viper,(33) 21%,671,1.00,193.1,0.97,125.6,69%,0.67,0.26,0.08,0.09,448,460,176,56,60,jules,https://www.vlr.gg/player/15286/jules?timespan=all
cypher,(33) 21%,654,0.92,171.9,0.92,116.0,69%,0.63,0.22,0.07,0.09,410,446,142,46,57,jules,https://www.vlr.gg/player/15286/jules?timespan=all
,,,,,,,,,,,,,,,,,Akita,https://www.vlr.gg/player/43744/akita?timespan=all
jett,(19) 36%,379,1.33,313.8,1.50,199.1,75%,1.08,0.18,0.30,0.17,408,272,68,114,66,Akita,https://www.vlr.gg/player/43744/akita?timespan=all
raze,(13) 25%,295,1.14,268.8,1.14,175.4,73%,0.91,0.21,0.21,0.18,267,234,63,62,54,Akita,https://www.vlr.gg/player/43744/akita?timespan=all
reyna,(9) 17%,191,1.40,324.4,1.55,196.8,76%,1.09,0.30,0.19,0.12,209,135,57,36,23,Akita,https://www.vlr.gg/player/43744/akita?timespan=all
,,,,,,,,,,,,,,,,,Karina,https://www.vlr.gg/player/20730/karina?timespan=all
killjoy,(68) 31%,1395,1.05,212.1,1.12,142.1,71%,0.76,0.14,0.09,0.07,1065,947,201,125,97,Karina,https://www.vlr.gg/player/20730/karina?timespan=all
cypher,(39) 18%,828,0.97,192.4,1.02,129.5,67%,0.72,0.15,0.09,0.07,595,585,128,72,61,Karina,https://www.vlr.gg/player/20730/karina?timespan=all
sova,(29) 13%,610,1.06,193.6,1.05,125.5,72%,0.68,0.30,0.07,0.06,417,396,184,40,35,Karina,https://www.vlr.gg/player/20730/karina?timespan=all
,,,,,,,,,,,,,,,,,UR,https://www.vlr.gg/player/39902/ur?timespan=all
viper,(13) 27%,257,1.24,220.5,1.36,140.9,78%,0.78,0.35,0.09,0.06,200,147,89,24,15,UR,https://www.vlr.gg/player/39902/ur?timespan=all
omen,(9) 19%,176,1.09,211.7,1.13,135.0,73%,0.77,0.41,0.13,0.08,135,119,72,22,14,UR,https://www.vlr.gg/player/39902/ur?timespan=all
sova,(8) 17%,165,1.27,232.8,1.51,154.3,81%,0.84,0.30,0.10,0.05,139,92,50,17,8,UR,https://www.vlr.gg/player/39902/ur?timespan=all
,,,,,,,,,,,,,,,,,Vivii,https://www.vlr.gg/player/21002/vivii?timespan=all
sova,(15) 20%,305,1.04,196.5,1.00,133.6,70%,0.67,0.27,0.08,0.07,204,205,82,24,20,Vivii,https://www.vlr.gg/player/21002/vivii?timespan=all
breach,(11) 15%,217,1.13,210.8,1.12,136.8,72%,0.74,0.35,0.08,0.10,161,144,76,17,22,Vivii,https://www.vlr.gg/player/21002/vivii?timespan=all
skye,(10) 14%,216,1.03,200.7,1.03,129.9,75%,0.69,0.44,0.06,0.08,150,145,96,12,18,Vivii,https://www.vlr.gg/player/21002/vivii?timespan=all
,,,,,,,,,,,,,,,,,array,https://www.vlr.gg/player/28060/array?timespan=all
kayo,(24) 36%,476,1.01,209.8,0.95,136.7,70%,0.71,0.52,0.10,0.11,340,357,248,47,53,array,https://www.vlr.gg/player/28060/array?timespan=all
killjoy,(10) 15%,198,0.90,199.6,0.92,134.2,63%,0.70,0.14,0.11,0.13,139,151,28,22,26,array,https://www.vlr.gg/player/28060/array?timespan=all
skye,(9) 13%,162,0.97,206.1,0.89,132.3,67%,0.70,0.38,0.10,0.14,113,127,61,17,22,array,https://www.vlr.gg/player/28060/array?timespan=all
,,,,,,,,,,,,,,,,,Churra,https://www.vlr.gg/player/14285/churra?timespan=all
omen,(35) 28%,732,1.03,191.9,1.00,125.7,77%,0.68,0.44,0.06,0.09,496,494,322,42,63,Churra,https://www.vlr.gg/player/14285/churra?timespan=all
kayo,(25) 20%,485,0.96,192.4,0.85,127.3,71%,0.61,0.49,0.06,0.12,297,349,240,29,56,Churra,https://www.vlr.gg/player/14285/churra?timespan=all
breach,(21) 17%,424,1.02,187.1,0.96,117.4,75%,0.64,0.42,0.04,0.07,270,281,178,17,28,Churra,https://www.vlr.gg/player/14285/churra?timespan=all
,,,,,,,,,,,,,,,,,aley,https://www.vlr.gg/player/26728/aley?timespan=all
sova,(17) 30%,347,0.99,198.3,0.99,132.9,67%,0.71,0.23,0.07,0.09,248,250,81,23,31,aley,https://www.vlr.gg/player/26728/aley?timespan=all
breach,(15) 26%,300,0.88,178.3,0.84,115.2,66%,0.63,0.33,0.05,0.09,188,225,100,16,28,aley,https://www.vlr.gg/player/26728/aley?timespan=all
fade,(11) 19%,222,0.90,161.8,0.89,104.3,73%,0.64,0.35,0.05,0.05,143,161,78,12,11,aley,https://www.vlr.gg/player/26728/aley?timespan=all
,,,,,,,,,,,,,,,,,SAR,https://www.vlr.gg/player/46332/sar?timespan=all
sova,(4) 31%,98,0.87,176.3,0.85,123.9,65%,0.62,0.21,0.03,0.06,61,72,21,3,6,SAR,https://www.vlr.gg/player/46332/sar?timespan=all
sage,(3) 23%,69,0.72,158.0,0.68,103.6,65%,0.52,0.30,0.04,0.09,36,53,21,3,6,SAR,https://www.vlr.gg/player/46332/sar?timespan=all
skye,(3) 23%,64,1.04,197.3,1.05,124.4,69%,0.69,0.44,0.05,0.05,44,42,28,3,3,SAR,https://www.vlr.gg/player/46332/sar?timespan=all
,,,,,,,,,,,,,,,,,cath,https://www.vlr.gg/player/3073/cath?timespan=all
viper,(37) 18%,727,1.19,228.1,1.35,145.0,76%,0.81,0.34,0.09,0.08,592,439,246,62,55,cath,https://www.vlr.gg/player/3073/cath?timespan=all
skye,(35) 17%,647,1.06,209.1,1.13,135.1,73%,0.75,0.34,0.11,0.12,483,427,218,70,75,cath,https://www.vlr.gg/player/3073/cath?timespan=all
kayo,(27) 13%,553,1.17,215.8,1.10,142.3,77%,0.76,0.49,0.09,0.09,419,382,271,52,51,cath,https://www.vlr.gg/player/3073/cath?timespan=all
,,,,,,,,,,,,,,,,,romia,https://www.vlr.gg/player/29315/romia?timespan=all
killjoy,(47) 53%,964,1.10,211.3,1.19,141.1,71%,0.74,0.18,0.09,0.08,718,601,175,86,79,romia,https://www.vlr.gg/player/29315/romia?timespan=all
cypher,(30) 34%,583,1.15,213.0,1.27,141.7,75%,0.80,0.23,0.11,0.07,464,364,136,62,41,romia,https://www.vlr.gg/player/29315/romia?timespan=all
sova,(10) 11%,220,0.94,181.3,0.95,120.7,71%,0.65,0.20,0.04,0.06,144,152,45,9,13,romia,https://www.vlr.gg/player/29315/romia?timespan=all
,,,,,,,,,,,,,,,,,Apagam,https://www.vlr.gg/player/24186/apagam?timespan=all
jett,(30) 49%,593,0.89,208.8,0.92,132.2,66%,0.71,0.15,0.20,0.19,419,457,86,120,112,Apagam,https://www.vlr.gg/player/24186/apagam?timespan=all
raze,(16) 26%,343,1.12,237.6,1.14,151.9,74%,0.80,0.22,0.20,0.18,275,241,77,67,61,Apagam,https://www.vlr.gg/player/24186/apagam?timespan=all
yoru,(5) 8%,104,1.03,219.2,1.05,141.2,71%,0.75,0.29,0.21,0.16,78,74,30,22,17,Apagam,https://www.vlr.gg/player/24186/apagam?timespan=all
,,,,,,,,,,,,,,,,,inari,https://www.vlr.gg/player/26634/inari?timespan=all
breach,(24) 27%,490,1.01,178.6,0.94,113.1,78%,0.62,0.55,0.05,0.06,302,322,271,26,28,inari,https://www.vlr.gg/player/26634/inari?timespan=all
omen,(22) 24%,488,1.06,189.9,1.05,123.6,77%,0.71,0.45,0.06,0.06,345,328,222,31,29,inari,https://www.vlr.gg/player/26634/inari?timespan=all
skye,(15) 17%,312,0.91,165.7,0.82,107.4,71%,0.58,0.38,0.06,0.05,180,220,117,19,17,inari,https://www.vlr.gg/player/26634/inari?timespan=all
,,,,,,,,,,,,,,,,,Fire,https://www.vlr.gg/player/28387/fire?timespan=all
killjoy,(27) 23%,562,1.15,210.5,1.21,141.9,73%,0.75,0.19,0.09,0.09,421,349,107,48,48,Fire,https://www.vlr.gg/player/28387/fire?timespan=all
chamber,(20) 17%,415,1.12,228.5,1.21,146.0,71%,0.85,0.15,0.21,0.14,352,292,64,86,57,Fire,https://www.vlr.gg/player/28387/fire?timespan=all
jett,(20) 17%,409,1.05,225.1,1.05,142.4,71%,0.80,0.18,0.16,0.14,328,313,75,66,56,Fire,https://www.vlr.gg/player/28387/fire?timespan=all
,,,,,,,,,,,,,,,,,laskat,https://www.vlr.gg/player/20571/laskat?timespan=all
raze,(11) 39%,236,1.12,260.7,1.16,174.9,74%,0.87,0.25,0.15,0.12,205,177,58,36,29,laskat,https://www.vlr.gg/player/20571/laskat?timespan=all
sage,(6) 21%,114,0.96,148.8,0.86,95.8,72%,0.50,0.45,0.06,0.04,57,66,51,7,4,laskat,https://www.vlr.gg/player/20571/laskat?timespan=all
sova,(5) 18%,100,0.92,178.2,0.81,131.3,72%,0.61,0.31,0.05,0.04,61,75,31,5,4,laskat,https://www.vlr.gg/player/20571/laskat?timespan=all
,,,,,,,,,,,,,,,,,plumitadewa,https://www.vlr.gg/player/44507/plumitadewa?timespan=all
breach,(18) 31%,365,0.88,179.6,0.80,116.8,69%,0.60,0.44,0.07,0.10,218,273,159,25,35,plumitadewa,https://www.vlr.gg/player/44507/plumitadewa?timespan=all
raze,(15) 26%,306,1.10,242.5,1.16,163.8,75%,0.83,0.23,0.15,0.15,254,219,69,47,47,plumitadewa,https://www.vlr.gg/player/44507/plumitadewa?timespan=all
jett,(11) 19%,225,0.81,187.9,0.85,123.8,62%,0.65,0.15,0.15,0.21,146,172,34,33,48,plumitadewa,https://www.vlr.gg/player/44507/plumitadewa?timespan=all
,,,,,,,,,,,,,,,,,margeaux,https://www.vlr.gg/player/8178/margeaux?timespan=all
omen,(59) 35%,1117,1.14,213.8,1.19,135.4,77%,0.77,0.39,0.09,0.08,862,725,433,99,90,margeaux,https://www.vlr.gg/player/8178/margeaux?timespan=all
brimstone,(24) 14%,441,1.17,226.3,1.13,144.1,80%,0.77,0.50,0.12,0.10,341,301,220,53,43,margeaux,https://www.vlr.gg/player/8178/margeaux?timespan=all
killjoy,(16) 10%,293,1.33,247.3,1.68,162.7,80%,0.88,0.23,0.10,0.06,257,153,66,29,19,margeaux,https://www.vlr.gg/player/8178/margeaux?timespan=all
,,,,,,,,,,,,,,,,,lunah,https://www.vlr.gg/player/15712/lunah?timespan=all
kayo,(66) 22%,1322,1.05,231.8,1.06,151.9,72%,0.81,0.35,0.14,0.12,1074,1012,461,181,163,lunah,https://www.vlr.gg/player/15712/lunah?timespan=all
reyna,(34) 11%,687,1.11,259.1,1.18,168.3,70%,0.91,0.19,0.16,0.15,625,529,130,112,106,lunah,https://www.vlr.gg/player/15712/lunah?timespan=all
fade,(31) 10%,593,1.12,232.8,1.19,155.9,76%,0.83,0.36,0.10,0.09,491,413,212,60,52,lunah,https://www.vlr.gg/player/15712/lunah?timespan=all
,,,,,,,,,,,,,,,,,Dae,https://www.vlr.gg/player/35896/dae?timespan=all
sova,(37) 43%,782,0.95,170.6,0.91,115.5,71%,0.59,0.23,0.05,0.05,462,510,182,43,40,Dae,https://www.vlr.gg/player/35896/dae?timespan=all
fade,(26) 30%,534,1.02,186.1,1.03,120.0,76%,0.66,0.34,0.04,0.05,355,345,180,24,27,Dae,https://www.vlr.gg/player/35896/dae?timespan=all
kayo,(8) 9%,155,0.91,166.9,0.84,102.9,71%,0.61,0.48,0.08,0.10,94,112,75,13,15,Dae,https://www.vlr.gg/player/35896/dae?timespan=all
,,,,,,,,,,,,,,,,,Morgan,https://www.vlr.gg/player/35951/morgan?timespan=all
sova,(35) 45%,716,1.05,209.5,1.07,140.9,72%,0.75,0.33,0.07,0.10,539,504,233,48,73,Morgan,https://www.vlr.gg/player/35951/morgan?timespan=all
gekko,(17) 22%,335,0.99,192.0,1.01,129.1,73%,0.69,0.30,0.09,0.08,230,228,100,29,26,Morgan,https://www.vlr.gg/player/35951/morgan?timespan=all
skye,(7) 9%,145,0.84,163.6,0.85,111.6,74%,0.57,0.46,0.06,0.14,82,96,66,9,20,Morgan,https://www.vlr.gg/player/35951/morgan?timespan=all
,,,,,,,,,,,,,,,,,mizi,https://www.vlr.gg/player/11257/mizi?timespan=all
omen,(87) 38%,1756,0.94,171.9,0.95,109.6,72%,0.63,0.31,0.05,0.06,1108,1163,549,86,99,mizi,https://www.vlr.gg/player/11257/mizi?timespan=all
viper,(40) 17%,800,0.96,179.9,0.93,120.8,72%,0.62,0.32,0.06,0.07,492,530,255,46,57,mizi,https://www.vlr.gg/player/11257/mizi?timespan=all
brimstone,(30) 13%,602,0.96,181.1,0.94,116.6,71%,0.64,0.32,0.05,0.06,385,411,191,28,36,mizi,https://www.vlr.gg/player/11257/mizi?timespan=all
,,,,,,,,,,,,,,,,,Aniemal,https://www.vlr.gg/player/6575/aniemal?timespan=all
killjoy,(201) 48%,3982,0.97,198.1,0.98,132.8,70%,0.68,0.19,0.09,0.10,2713,2755,769,349,383,Aniemal,https://www.vlr.gg/player/6575/aniemal?timespan=all
viper,(74) 18%,1502,0.94,189.4,0.94,123.8,69%,0.66,0.24,0.06,0.08,993,1060,366,85,121,Aniemal,https://www.vlr.gg/player/6575/aniemal?timespan=all
cypher,(49) 12%,953,0.94,190.7,0.96,125.0,68%,0.68,0.22,0.06,0.11,650,676,206,61,102,Aniemal,https://www.vlr.gg/player/6575/aniemal?timespan=all
,,,,,,,,,,,,,,,,,yyAmroll,https://www.vlr.gg/player/18131/yyamroll?timespan=all
jett,(48) 51%,935,1.15,255.8,1.27,161.2,75%,0.88,0.22,0.21,0.15,827,649,208,195,144,yyAmroll,https://www.vlr.gg/player/18131/yyamroll?timespan=all
omen,(20) 21%,393,1.11,219.0,1.13,136.4,77%,0.75,0.49,0.11,0.07,294,261,193,44,28,yyAmroll,https://www.vlr.gg/player/18131/yyamroll?timespan=all
raze,(7) 7%,143,1.09,247.1,1.05,166.9,76%,0.78,0.38,0.17,0.11,111,106,54,25,16,yyAmroll,https://www.vlr.gg/player/18131/yyamroll?timespan=all
,,,,,,,,,,,,,,,,,kyo,https://www.vlr.gg/player/18218/kyo?timespan=all
sova,(23) 23%,448,1.18,213.4,1.18,141.3,78%,0.76,0.34,0.07,0.05,340,288,153,32,23,kyo,https://www.vlr.gg/player/18218/kyo?timespan=all
omen,(18) 18%,376,1.24,227.1,1.33,144.5,77%,0.83,0.36,0.07,0.05,313,236,137,28,19,kyo,https://www.vlr.gg/player/18218/kyo?timespan=all
viper,(16) 16%,340,1.19,230.0,1.20,147.3,72%,0.79,0.32,0.07,0.06,268,223,110,25,19,kyo,https://www.vlr.gg/player/18218/kyo?timespan=all
,,,,,,,,,,,,,,,,,Leen,https://www.vlr.gg/player/39027/leen?timespan=all
jett,(49) 35%,978,1.11,247.8,1.23,161.0,70%,0.89,0.15,0.22,0.17,867,705,143,218,166,Leen,https://www.vlr.gg/player/39027/leen?timespan=all
raze,(43) 31%,883,1.23,275.7,1.35,178.2,71%,0.95,0.17,0.20,0.16,839,623,153,175,142,Leen,https://www.vlr.gg/player/39027/leen?timespan=all
neon,(18) 13%,374,1.22,270.5,1.35,170.7,73%,0.96,0.23,0.18,0.16,358,266,86,66,60,Leen,https://www.vlr.gg/player/39027/leen?timespan=all
,,,,,,,,,,,,,,,,,natas,https://www.vlr.gg/player/40338/natas?timespan=all
sova,(21) 30%,408,0.90,168.3,0.83,119.3,69%,0.60,0.24,0.05,0.07,243,293,99,19,28,natas,https://www.vlr.gg/player/40338/natas?timespan=all
gekko,(10) 14%,217,0.86,138.1,0.84,96.0,66%,0.52,0.22,0.09,0.10,112,134,48,19,21,natas,https://www.vlr.gg/player/40338/natas?timespan=all
viper,(9) 13%,171,0.79,159.7,0.75,106.6,64%,0.54,0.22,0.05,0.10,93,124,37,8,17,natas,https://www.vlr.gg/player/40338/natas?timespan=all
,,,,,,,,,,,,,,,,,victoria,https://www.vlr.gg/player/17325/victoria?timespan=all
viper,(46) 40%,985,0.95,196.3,0.97,130.0,71%,0.66,0.32,0.09,0.10,651,674,313,84,100,victoria,https://www.vlr.gg/player/17325/victoria?timespan=all
astra,(39) 34%,824,1.03,201.8,1.02,131.0,75%,0.70,0.39,0.09,0.09,580,567,319,74,72,victoria,https://www.vlr.gg/player/17325/victoria?timespan=all
omen,(17) 15%,361,1.00,180.6,1.01,111.7,77%,0.63,0.43,0.07,0.09,228,225,156,27,34,victoria,https://www.vlr.gg/player/17325/victoria?timespan=all
,,,,,,,,,,,,,,,,,jduh,https://www.vlr.gg/player/17332/jduh?timespan=all
astra,(85) 31%,1725,1.17,208.6,1.22,137.7,74%,0.77,0.34,0.07,0.06,1329,1088,593,126,112,jduh,https://www.vlr.gg/player/17332/jduh?timespan=all
omen,(59) 21%,1224,1.10,206.8,1.13,131.5,75%,0.74,0.42,0.07,0.07,901,799,518,86,87,jduh,https://www.vlr.gg/player/17332/jduh?timespan=all
sova,(36) 13%,750,1.13,201.7,1.11,139.9,78%,0.69,0.34,0.07,0.06,521,468,253,49,43,jduh,https://www.vlr.gg/player/17332/jduh?timespan=all
,,,,,,,,,,,,,,,,,Poetite,https://www.vlr.gg/player/21182/poetite?timespan=all
sova,(78) 34%,1604,1.00,193.1,0.98,131.8,73%,0.66,0.32,0.08,0.07,1055,1076,508,121,117,Poetite,https://www.vlr.gg/player/21182/poetite?timespan=all
breach,(32) 14%,667,0.87,164.9,0.80,107.7,75%,0.57,0.47,0.07,0.10,378,473,312,50,69,Poetite,https://www.vlr.gg/player/21182/poetite?timespan=all
fade,(27) 12%,578,1.08,207.4,1.12,133.2,72%,0.73,0.39,0.08,0.10,423,378,226,47,58,Poetite,https://www.vlr.gg/player/21182/poetite?timespan=all
,,,,,,,,,,,,,,,,,Huga,https://www.vlr.gg/player/37882/huga?timespan=all
skye,(21) 16%,399,0.94,189.0,0.89,121.6,71%,0.64,0.54,0.08,0.07,255,288,217,33,27,Huga,https://www.vlr.gg/player/37882/huga?timespan=all
jett,(19) 15%,377,0.80,193.9,0.82,126.9,59%,0.69,0.17,0.13,0.17,261,318,64,50,63,Huga,https://www.vlr.gg/player/37882/huga?timespan=all
viper,(16) 13%,306,1.00,205.6,1.00,141.1,69%,0.70,0.34,0.07,0.14,215,216,103,21,43,Huga,https://www.vlr.gg/player/37882/huga?timespan=all
,,,,,,,,,,,,,,,,,rise,https://www.vlr.gg/player/5149/rise?timespan=all
omen,(136) 28%,2638,1.03,186.3,1.01,117.6,76%,0.67,0.42,0.06,0.07,1757,1739,1106,164,191,rise,https://www.vlr.gg/player/5149/rise?timespan=all
viper,(131) 27%,2632,1.04,198.3,1.07,129.7,72%,0.69,0.28,0.08,0.07,1821,1704,741,204,174,rise,https://www.vlr.gg/player/5149/rise?timespan=all
astra,(58) 12%,1126,0.97,167.8,0.98,110.2,71%,0.63,0.29,0.05,0.07,707,722,322,52,74,rise,https://www.vlr.gg/player/5149/rise?timespan=all
,,,,,,,,,,,,,,,,,May,https://www.vlr.gg/player/35841/may?timespan=all
killjoy,(37) 41%,728,0.98,195.4,1.04,134.6,72%,0.67,0.21,0.06,0.09,488,468,151,42,66,May,https://www.vlr.gg/player/35841/may?timespan=all
viper,(10) 11%,188,1.08,209.0,1.17,140.9,71%,0.74,0.21,0.07,0.06,140,120,40,14,12,May,https://www.vlr.gg/player/35841/may?timespan=all
cypher,(9) 10%,175,0.86,174.1,0.84,117.6,71%,0.62,0.19,0.12,0.09,109,129,34,21,15,May,https://www.vlr.gg/player/35841/may?timespan=all
,,,,,,,,,,,,,,,,,kuiM,https://www.vlr.gg/player/25776/kuim?timespan=all
killjoy,(17) 27%,353,0.98,205.1,1.03,139.3,70%,0.70,0.20,0.08,0.11,247,240,72,29,40,kuiM,https://www.vlr.gg/player/25776/kuim?timespan=all
skye,(12) 19%,250,0.98,195.3,0.93,129.0,73%,0.67,0.44,0.12,0.11,167,179,109,30,28,kuiM,https://www.vlr.gg/player/25776/kuim?timespan=all
viper,(10) 16%,203,0.98,213.9,0.99,137.1,71%,0.71,0.33,0.11,0.15,144,146,66,22,31,kuiM,https://www.vlr.gg/player/25776/kuim?timespan=all
,,,,,,,,,,,,,,,,,fReeze,https://www.vlr.gg/player/21174/freeze?timespan=all
breach,(58) 46%,1189,1.00,177.0,0.98,111.5,76%,0.64,0.47,0.05,0.05,758,773,555,61,62,fReeze,https://www.vlr.gg/player/21174/freeze?timespan=all
kayo,(39) 31%,849,1.04,206.1,1.00,131.5,75%,0.68,0.52,0.08,0.08,576,574,444,65,72,fReeze,https://www.vlr.gg/player/21174/freeze?timespan=all
skye,(28) 22%,565,1.00,163.9,1.01,103.6,76%,0.59,0.39,0.04,0.04,334,331,221,22,23,fReeze,https://www.vlr.gg/player/21174/freeze?timespan=all
,,,,,,,,,,,,,,,,,Dano,https://www.vlr.gg/player/35927/dano?timespan=all
skye,(22) 19%,464,1.20,206.3,1.22,135.5,79%,0.74,0.58,0.06,0.06,344,281,269,28,28,Dano,https://www.vlr.gg/player/35927/dano?timespan=all
breach,(18) 16%,352,1.04,188.9,0.97,122.8,76%,0.67,0.50,0.04,0.05,235,242,177,13,19,Dano,https://www.vlr.gg/player/35927/dano?timespan=all
kayo,(17) 15%,329,1.14,202.9,1.08,134.9,76%,0.68,0.61,0.05,0.04,225,209,201,17,14,Dano,https://www.vlr.gg/player/35927/dano?timespan=all
,,,,,,,,,,,,,,,,,Coyote,https://www.vlr.gg/player/17617/coyote?timespan=all
jett,(54) 57%,1064,1.05,237.9,1.12,149.5,69%,0.82,0.18,0.21,0.15,869,774,188,223,163,Coyote,https://www.vlr.gg/player/17617/coyote?timespan=all
raze,(40) 42%,757,1.15,252.8,1.21,162.8,75%,0.86,0.21,0.19,0.14,653,538,161,142,105,Coyote,https://www.vlr.gg/player/17617/coyote?timespan=all
phoenix,(1) 1%,15,1.64,286.0,3.60,182.6,93%,1.20,0.20,0.13,0.07,18,5,3,2,1,Coyote,https://www.vlr.gg/player/17617/coyote?timespan=all
,,,,,,,,,,,,,,,,,rosey,https://www.vlr.gg/player/16630/rosey?timespan=all
killjoy,(50) 33%,996,1.11,220.3,1.16,147.5,76%,0.74,0.23,0.11,0.09,740,636,232,105,92,rosey,https://www.vlr.gg/player/16630/rosey?timespan=all
omen,(34) 22%,665,1.04,195.1,1.06,122.9,78%,0.68,0.48,0.07,0.06,454,430,321,49,42,rosey,https://www.vlr.gg/player/16630/rosey?timespan=all
viper,(33) 22%,698,1.10,225.2,1.13,148.0,73%,0.75,0.32,0.07,0.09,525,465,220,46,60,rosey,https://www.vlr.gg/player/16630/rosey?timespan=all
,,,,,,,,,,,,,,,,,Speedy,https://www.vlr.gg/player/24763/speedy?timespan=all
omen,(50) 31%,964,0.87,159.9,0.81,102.7,69%,0.56,0.39,0.05,0.08,539,669,379,48,76,Speedy,https://www.vlr.gg/player/24763/speedy?timespan=all
viper,(29) 18%,581,0.96,183.6,0.97,121.0,70%,0.64,0.24,0.08,0.07,373,384,138,48,38,Speedy,https://www.vlr.gg/player/24763/speedy?timespan=all
sova,(20) 13%,415,1.12,194.8,1.16,139.2,75%,0.71,0.23,0.05,0.05,295,254,94,19,22,Speedy,https://www.vlr.gg/player/24763/speedy?timespan=all
,,,,,,,,,,,,,,,,,angelka,https://www.vlr.gg/player/19353/angelka?timespan=all
jett,(50) 25%,1050,0.88,201.1,0.90,130.4,66%,0.70,0.17,0.15,0.14,733,816,179,155,152,angelka,https://www.vlr.gg/player/19353/angelka?timespan=all
omen,(42) 21%,884,1.01,200.4,1.00,128.6,72%,0.69,0.43,0.08,0.08,614,614,380,67,68,angelka,https://www.vlr.gg/player/19353/angelka?timespan=all
raze,(30) 15%,579,1.00,229.0,0.97,150.4,73%,0.76,0.29,0.13,0.12,438,450,166,74,72,angelka,https://www.vlr.gg/player/19353/angelka?timespan=all
,,,,,,,,,,,,,,,,,theozy,https://www.vlr.gg/player/3158/theozy?timespan=all
kayo,(11) 18%,211,1.01,212.8,0.97,134.0,71%,0.71,0.45,0.12,0.14,149,154,96,25,29,theozy,https://www.vlr.gg/player/3158/theozy?timespan=all
jett,(11) 18%,210,1.05,253.5,1.07,160.7,68%,0.83,0.22,0.23,0.19,175,164,46,48,39,theozy,https://www.vlr.gg/player/3158/theozy?timespan=all
raze,(9) 15%,171,0.94,226.4,1.03,150.5,62%,0.79,0.13,0.16,0.21,135,131,23,27,36,theozy,https://www.vlr.gg/player/3158/theozy?timespan=all
,,,,,,,,,,,,,,,,,Ames,https://www.vlr.gg/player/28200/ames?timespan=all
neon,(26) 28%,515,0.83,205.2,0.87,134.1,63%,0.72,0.18,0.18,0.24,369,424,93,95,126,Ames,https://www.vlr.gg/player/28200/ames?timespan=all
kayo,(12) 13%,270,0.82,185.3,0.79,117.9,69%,0.63,0.38,0.13,0.13,170,216,103,36,36,Ames,https://www.vlr.gg/player/28200/ames?timespan=all
jett,(12) 13%,250,0.76,182.9,0.79,123.3,56%,0.63,0.14,0.12,0.22,158,200,35,29,54,Ames,https://www.vlr.gg/player/28200/ames?timespan=all
,,,,,,,,,,,,,,,,,Aurora,https://www.vlr.gg/player/20738/aurora?timespan=all
astra,(37) 44%,771,1.04,189.4,1.03,123.2,75%,0.67,0.38,0.05,0.07,518,504,296,41,56,Aurora,https://www.vlr.gg/player/20738/aurora?timespan=all
viper,(15) 18%,294,1.03,189.1,0.97,120.2,73%,0.64,0.28,0.05,0.04,189,194,83,14,13,Aurora,https://www.vlr.gg/player/20738/aurora?timespan=all
omen,(15) 18%,289,0.79,156.4,0.77,105.7,73%,0.56,0.40,0.05,0.08,162,210,117,15,22,Aurora,https://www.vlr.gg/player/20738/aurora?timespan=all
,,,,,,,,,,,,,,,,,kaya,https://www.vlr.gg/player/16869/kaya?timespan=all
chamber,(57) 45%,1116,1.02,197.9,1.10,129.7,71%,0.72,0.11,0.13,0.09,807,733,126,147,104,kaya,https://www.vlr.gg/player/16869/kaya?timespan=all
killjoy,(23) 18%,465,1.06,192.8,1.13,128.9,75%,0.69,0.16,0.06,0.04,321,285,76,28,20,kaya,https://www.vlr.gg/player/16869/kaya?timespan=all
sova,(17) 13%,320,0.84,149.1,0.77,102.6,73%,0.51,0.26,0.05,0.04,162,210,82,17,14,kaya,https://www.vlr.gg/player/16869/kaya?timespan=all
