agents,games,rounds,rating,acs,k/d,adr,kast,kpr,apr,fkpr,fdpr,kills,deaths,assists,first bloods,first deaths,Player Name,URL
skye,(17) 17%,353,1.19,222.0,1.14,148.1,75%,0.82,0.37,0.08,0.06,288,252,132,27,21,mads,https://www.vlr.gg/player/38175/mads?timespan=all
jett,(15) 15%,307,1.13,236.9,1.16,153.1,72%,0.83,0.12,0.16,0.11,256,220,37,49,35,mads,https://www.vlr.gg/player/38175/mads?timespan=all
,,,,,,,,,,,,,,,,,lazylion,https://www.vlr.gg/player/26188/lazylion?timespan=all
sova,(84) 21%,1776,1.08,200.3,1.08,136.9,74%,0.69,0.33,0.06,0.05,1231,1136,584,110,89,lazylion,https://www.vlr.gg/player/26188/lazylion?timespan=all
cypher,(42) 11%,849,1.14,230.2,1.26,149.3,75%,0.82,0.24,0.13,0.10,696,553,201,108,87,lazylion,https://www.vlr.gg/player/26188/lazylion?timespan=all
killjoy,(41) 10%,814,1.14,235.1,1.27,157.6,76%,0.84,0.17,0.08,0.09,680,535,142,67,76,lazylion,https://www.vlr.gg/player/26188/lazylion?timespan=all
,,,,,,,,,,,,,,,,,MARTHA,https://www.vlr.gg/player/20048/martha?timespan=all
raze,(38) 50%,758,0.95,223.9,0.93,151.7,71%,0.74,0.23,0.14,0.15,561,603,178,106,113,MARTHA,https://www.vlr.gg/player/20048/martha?timespan=all
jett,(33) 43%,650,0.99,213.9,0.98,139.8,67%,0.75,0.20,0.15,0.14,487,495,127,99,91,MARTHA,https://www.vlr.gg/player/20048/martha?timespan=all
phoenix,(3) 4%,60,0.91,175.3,0.82,120.1,60%,0.62,0.17,0.07,0.08,37,45,10,4,5,MARTHA,https://www.vlr.gg/player/20048/martha?timespan=all
,,,,,,,,,,,,,,,,,amxlist,https://www.vlr.gg/player/29173/amxlist?timespan=all
breach,(50) 48%,1051,1.18,198.2,1.14,127.4,78%,0.70,0.55,0.06,0.04,735,644,583,68,44,amxlist,https://www.vlr.gg/player/29173/amxlist?timespan=all
kayo,(27) 26%,559,1.17,208.4,1.10,138.6,76%,0.73,0.59,0.08,0.06,406,370,330,42,31,amxlist,https://www.vlr.gg/player/29173/amxlist?timespan=all
killjoy,(9) 9%,174,1.33,236.9,1.38,160.9,73%,0.85,0.16,0.10,0.05,148,107,27,18,9,amxlist,https://www.vlr.gg/player/29173/amxlist?timespan=all
,,,,,,,,,,,,,,,,,Sye,https://www.vlr.gg/player/38004/sye?timespan=all
killjoy,(26) 28%,534,1.01,201.9,1.07,134.5,72%,0.71,0.19,0.07,0.09,377,351,103,39,45,Sye,https://www.vlr.gg/player/38004/sye?timespan=all
fade,(18) 20%,369,0.86,169.7,0.85,106.7,72%,0.57,0.36,0.06,0.08,212,250,132,23,28,Sye,https://www.vlr.gg/player/38004/sye?timespan=all
breach,(17) 18%,345,1.04,183.5,1.03,116.3,74%,0.63,0.42,0.04,0.06,219,212,145,15,20,Sye,https://www.vlr.gg/player/38004/sye?timespan=all
,,,,,,,,,,,,,,,,,yumi,https://www.vlr.gg/player/41881/yumi?timespan=all
jett,(15) 27%,317,1.23,255.3,1.35,165.8,76%,0.93,0.18,0.13,0.09,295,218,56,40,27,yumi,https://www.vlr.gg/player/41881/yumi?timespan=all
reyna,(10) 18%,195,1.36,282.7,1.50,184.6,79%,0.96,0.26,0.18,0.10,188,125,50,35,20,yumi,https://www.vlr.gg/player/41881/yumi?timespan=all
breach,(9) 16%,165,1.15,216.2,1.15,139.5,76%,0.78,0.42,0.07,0.07,129,112,70,11,12,yumi,https://www.vlr.gg/player/41881/yumi?timespan=all
,,,,,,,,,,,,,,,,,Naomi,https://www.vlr.gg/player/3064/naomi?timespan=all
killjoy,(121) 50%,2373,0.99,191.6,0.98,127.1,72%,0.66,0.18,0.06,0.06,1564,1596,438,150,137,Naomi,https://www.vlr.gg/player/3064/naomi?timespan=all
cypher,(61) 25%,1165,0.92,187.6,0.92,117.5,65%,0.66,0.22,0.07,0.07,773,840,261,86,85,Naomi,https://www.vlr.gg/player/3064/naomi?timespan=all
skye,(18) 7%,340,0.98,178.7,0.99,114.1,69%,0.67,0.26,0.04,0.04,228,230,89,13,13,Naomi,https://www.vlr.gg/player/3064/naomi?timespan=all
,,,,,,,,,,,,,,,,,meleliita,https://www.vlr.gg/player/35869/meleliita?timespan=all
killjoy,(16) 25%,326,1.01,200.9,1.06,138.9,72%,0.71,0.14,0.08,0.07,233,220,47,26,22,meleliita,https://www.vlr.gg/player/35869/meleliita?timespan=all
jett,(15) 24%,313,0.98,212.7,1.01,139.6,71%,0.75,0.14,0.19,0.17,235,232,45,58,53,meleliita,https://www.vlr.gg/player/35869/meleliita?timespan=all
raze,(10) 16%,199,0.99,230.5,1.01,151.1,64%,0.79,0.18,0.19,0.19,157,155,36,37,37,meleliita,https://www.vlr.gg/player/35869/meleliita?timespan=all
,,,,,,,,,,,,,,,,,mizzy,https://www.vlr.gg/player/29823/mizzy?timespan=all
omen,(71) 58%,1383,1.14,213.7,1.13,132.8,77%,0.75,0.44,0.09,0.08,1035,913,609,118,106,mizzy,https://www.vlr.gg/player/29823/mizzy?timespan=all
viper,(23) 19%,433,1.14,231.0,1.10,152.1,73%,0.79,0.34,0.10,0.08,340,308,147,44,33,mizzy,https://www.vlr.gg/player/29823/mizzy?timespan=all
gekko,(7) 6%,131,1.04,193.6,1.06,125.2,76%,0.71,0.34,0.07,0.11,93,88,44,9,14,mizzy,https://www.vlr.gg/player/29823/mizzy?timespan=all
,,,,,,,,,,,,,,,,,didii,https://www.vlr.gg/player/22563/didii?timespan=all
killjoy,(49) 34%,966,1.12,221.2,1.19,151.3,75%,0.76,0.22,0.11,0.09,735,619,208,106,83,didii,https://www.vlr.gg/player/22563/didii?timespan=all
breach,(23) 16%,472,1.11,207.3,1.10,135.4,78%,0.72,0.51,0.08,0.07,342,311,240,38,32,didii,https://www.vlr.gg/player/22563/didii?timespan=all
chamber,(21) 15%,440,1.15,237.5,1.26,154.7,73%,0.84,0.16,0.18,0.10,368,292,72,81,43,didii,https://www.vlr.gg/player/22563/didii?timespan=all
,,,,,,,,,,,,,,,,,majusia,https://www.vlr.gg/player/30241/majusia?timespan=all
jett,(62) 46%,1327,1.06,234.8,1.10,155.2,70%,0.84,0.19,0.22,0.18,1109,1007,248,292,240,majusia,https://www.vlr.gg/player/30241/majusia?timespan=all
raze,(47) 35%,992,1.15,250.5,1.17,167.5,72%,0.87,0.17,0.19,0.15,862,738,171,191,152,majusia,https://www.vlr.gg/player/30241/majusia?timespan=all
yoru,(12) 9%,263,1.16,255.8,1.25,163.5,68%,0.90,0.20,0.19,0.15,237,189,53,49,40,majusia,https://www.vlr.gg/player/30241/majusia?timespan=all
,,,,,,,,,,,,,,,,,Daiyana,https://www.vlr.gg/player/14684/daiyana?timespan=all
omen,(28) 28%,535,0.88,185.0,0.85,121.2,68%,0.66,0.28,0.07,0.09,351,415,151,40,46,Daiyana,https://www.vlr.gg/player/14684/daiyana?timespan=all
astra,(20) 20%,404,1.04,193.1,1.03,128.2,69%,0.71,0.28,0.07,0.08,288,279,113,27,31,Daiyana,https://www.vlr.gg/player/14684/daiyana?timespan=all
viper,(16) 16%,337,1.04,217.9,1.04,144.2,69%,0.72,0.30,0.06,0.05,242,233,102,21,17,Daiyana,https://www.vlr.gg/player/14684/daiyana?timespan=all
,,,,,,,,,,,,,,,,,Luny,https://www.vlr.gg/player/25783/luny?timespan=all
omen,(28) 38%,595,0.96,195.9,0.90,130.2,70%,0.69,0.44,0.09,0.13,409,453,260,53,75,Luny,https://www.vlr.gg/player/25783/luny?timespan=all
astra,(18) 24%,353,1.25,246.0,1.37,159.9,77%,0.89,0.34,0.11,0.07,313,228,120,38,24,Luny,https://www.vlr.gg/player/25783/luny?timespan=all
brimstone,(9) 12%,189,1.25,252.9,1.30,163.1,75%,0.89,0.36,0.15,0.10,169,130,68,28,19,Luny,https://www.vlr.gg/player/25783/luny?timespan=all
,,,,,,,,,,,,,,,,,ElyS,https://www.vlr.gg/player/40047/elys?timespan=all
jett,(87) 55%,1736,0.99,215.4,1.07,140.6,70%,0.77,0.13,0.17,0.18,1344,1256,223,303,316,ElyS,https://www.vlr.gg/player/40047/elys?timespan=all
raze,(60) 38%,1198,1.02,228.7,1.06,149.3,72%,0.78,0.20,0.16,0.17,930,879,241,186,203,ElyS,https://www.vlr.gg/player/40047/elys?timespan=all
neon,(5) 3%,95,0.73,191.6,0.82,121.6,62%,0.65,0.16,0.17,0.29,62,76,15,16,28,ElyS,https://www.vlr.gg/player/40047/elys?timespan=all
,,,,,,,,,,,,,,,,,slaze,https://www.vlr.gg/player/10440/slaze?timespan=all
sova,(80) 37%,1584,1.07,197.8,1.07,129.6,74%,0.69,0.31,0.06,0.07,1090,1017,498,99,109,slaze,https://www.vlr.gg/player/10440/slaze?timespan=all
fade,(35) 16%,680,1.07,196.5,1.08,127.7,75%,0.69,0.33,0.08,0.08,471,437,227,54,51,slaze,https://www.vlr.gg/player/10440/slaze?timespan=all
chamber,(22) 10%,461,1.00,188.3,1.06,126.9,71%,0.70,0.13,0.09,0.08,322,305,59,40,38,slaze,https://www.vlr.gg/player/10440/slaze?timespan=all
,,,,,,,,,,,,,,,,,kr1sP,https://www.vlr.gg/player/14845/kr1sp?timespan=all
chamber,(81) 49%,1582,1.11,242.2,1.24,152.6,69%,0.87,0.12,0.18,0.13,1376,1107,192,282,206,kr1sP,https://www.vlr.gg/player/14845/kr1sp?timespan=all
jett,(27) 16%,541,1.00,248.9,1.05,157.9,68%,0.82,0.17,0.23,0.19,444,424,92,126,105,kr1sP,https://www.vlr.gg/player/14845/kr1sp?timespan=all
breach,(16) 10%,356,1.02,212.9,0.98,140.2,75%,0.74,0.45,0.12,0.11,262,266,160,41,38,kr1sP,https://www.vlr.gg/player/14845/kr1sp?timespan=all
,,,,,,,,,,,,,,,,,Violette,https://www.vlr.gg/player/20426/violette?timespan=all
killjoy,(58) 45%,1157,0.96,188.0,0.95,130.5,70%,0.65,0.18,0.09,0.08,750,786,207,106,98,Violette,https://www.vlr.gg/player/20426/violette?timespan=all
chamber,(20) 16%,427,0.90,188.0,0.92,125.0,68%,0.66,0.17,0.09,0.11,281,307,73,39,46,Violette,https://www.vlr.gg/player/20426/violette?timespan=all
kayo,(19) 15%,378,0.94,173.6,0.91,112.2,76%,0.56,0.40,0.06,0.06,212,233,152,22,24,Violette,https://www.vlr.gg/player/20426/violette?timespan=all
,,,,,,,,,,,,,,,,,Dori,https://www.vlr.gg/player/29287/dori?timespan=all
omen,(16) 29%,331,1.10,202.5,1.10,130.5,78%,0.72,0.43,0.07,0.07,237,215,141,23,22,Dori,https://www.vlr.gg/player/29287/dori?timespan=all
kayo,(9) 16%,179,0.89,181.4,0.83,115.4,70%,0.63,0.55,0.03,0.08,112,135,98,5,15,Dori,https://www.vlr.gg/player/29287/dori?timespan=all
sage,(8) 14%,175,0.96,183.1,0.97,121.2,69%,0.68,0.28,0.09,0.09,119,123,49,15,16,Dori,https://www.vlr.gg/player/29287/dori?timespan=all
,,,,,,,,,,,,,,,,,spite,https://www.vlr.gg/player/11983/spite?timespan=all
omen,(36) 38%,704,1.01,181.9,0.94,119.5,72%,0.67,0.30,0.05,0.06,471,499,209,38,45,spite,https://www.vlr.gg/player/11983/spite?timespan=all
viper,(23) 24%,450,0.93,190.3,0.89,128.3,69%,0.64,0.28,0.07,0.11,290,327,128,33,51,spite,https://www.vlr.gg/player/11983/spite?timespan=all
sova,(10) 11%,193,0.87,166.2,0.84,114.7,70%,0.59,0.25,0.04,0.06,114,135,49,8,11,spite,https://www.vlr.gg/player/11983/spite?timespan=all
,,,,,,,,,,,,,,,,,ira,https://www.vlr.gg/player/44236/ira?timespan=all
breach,(31) 66%,627,1.07,196.3,1.00,129.1,73%,0.68,0.47,0.09,0.10,429,430,295,58,62,ira,https://www.vlr.gg/player/44236/ira?timespan=all
kayo,(8) 17%,154,1.31,255.0,1.26,160.9,80%,0.86,0.60,0.11,0.13,132,105,93,17,20,ira,https://www.vlr.gg/player/44236/ira?timespan=all
gekko,(4) 9%,81,1.18,229.3,1.31,151.0,75%,0.83,0.21,0.12,0.09,67,51,17,10,7,ira,https://www.vlr.gg/player/44236/ira?timespan=all
,,,,,,,,,,,,,,,,,odessaca,https://www.vlr.gg/player/33084/odessaca?timespan=all
omen,(61) 52%,1198,0.94,174.6,0.87,115.7,71%,0.61,0.42,0.08,0.09,731,842,508,92,107,odessaca,https://www.vlr.gg/player/33084/odessaca?timespan=all
viper,(19) 16%,382,0.89,198.3,0.88,129.4,64%,0.66,0.25,0.09,0.11,254,288,95,34,43,odessaca,https://www.vlr.gg/player/33084/odessaca?timespan=all
brimstone,(11) 9%,227,1.01,195.1,0.99,129.4,71%,0.67,0.36,0.12,0.07,153,155,82,28,15,odessaca,https://www.vlr.gg/player/33084/odessaca?timespan=all
,,,,,,,,,,,,,,,,,aNNja,https://www.vlr.gg/player/14310/annja?timespan=all
jett,(105) 41%,2152,1.29,279.4,1.43,176.1,73%,1.00,0.16,0.20,0.13,2148,1504,350,432,287,aNNja,https://www.vlr.gg/player/14310/annja?timespan=all
sage,(37) 15%,764,1.24,228.1,1.31,146.0,77%,0.85,0.28,0.07,0.07,650,495,213,53,55,aNNja,https://www.vlr.gg/player/14310/annja?timespan=all
raze,(27) 11%,524,1.20,253.9,1.22,172.3,73%,0.86,0.20,0.15,0.14,452,371,105,78,74,aNNja,https://www.vlr.gg/player/14310/annja?timespan=all
,,,,,,,,,,,,,,,,,yaamorii,https://www.vlr.gg/player/17610/yaamorii?timespan=all
jett,(86) 51%,1749,1.02,218.4,1.07,140.7,70%,0.79,0.17,0.20,0.15,1377,1292,289,352,254,yaamorii,https://www.vlr.gg/player/17610/yaamorii?timespan=all
raze,(35) 21%,695,1.01,217.4,0.98,146.6,72%,0.72,0.26,0.12,0.12,501,513,180,86,86,yaamorii,https://www.vlr.gg/player/17610/yaamorii?timespan=all
skye,(12) 7%,250,0.95,191.0,0.89,119.6,72%,0.67,0.28,0.07,0.07,168,188,69,17,17,yaamorii,https://www.vlr.gg/player/17610/yaamorii?timespan=all
,,,,,,,,,,,,,,,,,Noxy,https://www.vlr.gg/player/16632/noxy?timespan=all
jett,(70) 42%,1389,0.96,225.6,1.06,143.3,69%,0.79,0.14,0.18,0.18,1091,1032,201,252,250,Noxy,https://www.vlr.gg/player/16632/noxy?timespan=all
raze,(48) 29%,953,1.09,255.3,1.20,159.9,74%,0.87,0.23,0.17,0.16,827,690,217,164,154,Noxy,https://www.vlr.gg/player/16632/noxy?timespan=all
killjoy,(13) 8%,270,0.88,202.1,0.89,131.2,68%,0.67,0.16,0.10,0.11,182,204,44,26,29,Noxy,https://www.vlr.gg/player/16632/noxy?timespan=all
,,,,,,,,,,,,,,,,,marche,https://www.vlr.gg/player/17496/marche?timespan=all
skye,(28) 27%,553,0.88,166.1,0.85,104.1,73%,0.58,0.41,0.05,0.09,321,379,228,30,51,marche,https://www.vlr.gg/player/17496/marche?timespan=all
chamber,(18) 17%,353,1.15,226.8,1.32,143.3,74%,0.82,0.17,0.14,0.11,290,219,60,50,38,marche,https://www.vlr.gg/player/17496/marche?timespan=all
omen,(15) 15%,313,1.02,179.1,1.06,119.2,76%,0.64,0.43,0.08,0.07,200,188,134,24,21,marche,https://www.vlr.gg/player/17496/marche?timespan=all
,,,,,,,,,,,,,,,,,Meow16K,https://www.vlr.gg/player/8506/meow16k?timespan=all
raze,(69) 39%,1355,1.07,236.8,1.07,157.4,70%,0.79,0.23,0.18,0.16,1074,1008,315,248,221,Meow16K,https://www.vlr.gg/player/8506/meow16k?timespan=all
astra,(27) 15%,548,1.07,202.9,1.06,127.9,71%,0.74,0.35,0.08,0.10,403,379,191,45,53,Meow16K,https://www.vlr.gg/player/8506/meow16k?timespan=all
omen,(18) 10%,346,0.99,188.7,0.94,120.7,69%,0.68,0.27,0.10,0.10,234,250,95,35,35,Meow16K,https://www.vlr.gg/player/8506/meow16k?timespan=all
,,,,,,,,,,,,,,,,,els,https://www.vlr.gg/player/31272/els?timespan=all
jett,(24) 22%,469,0.98,230.2,1.02,153.8,68%,0.79,0.17,0.18,0.18,371,365,82,86,86,els,https://www.vlr.gg/player/31272/els?timespan=all
raze,(20) 19%,395,1.10,259.7,1.15,171.7,73%,0.86,0.25,0.17,0.17,341,297,97,66,69,els,https://www.vlr.gg/player/31272/els?timespan=all
breach,(13) 12%,280,1.09,217.0,1.06,138.5,76%,0.78,0.48,0.13,0.07,219,206,135,35,20,els,https://www.vlr.gg/player/31272/els?timespan=all
,,,,,,,,,,,,,,,,,bstrdd,https://www.vlr.gg/player/4807/bstrdd?timespan=all
jett,(228) 51%,4520,1.25,275.2,1.43,171.2,73%,0.97,0.17,0.23,0.15,4387,3061,752,1042,672,bstrdd,https://www.vlr.gg/player/4807/bstrdd?timespan=all
raze,(123) 27%,2500,1.21,266.1,1.32,172.4,74%,0.91,0.21,0.19,0.14,2285,1727,523,469,349,bstrdd,https://www.vlr.gg/player/4807/bstrdd?timespan=all
skye,(23) 5%,434,1.34,262.7,1.57,165.5,77%,0.97,0.26,0.12,0.07,423,269,114,52,31,bstrdd,https://www.vlr.gg/player/4807/bstrdd?timespan=all
,,,,,,,,,,,,,,,,,shirazi,https://www.vlr.gg/player/18091/shirazi?timespan=all
viper,(63) 29%,1226,1.29,244.1,1.40,159.7,78%,0.86,0.35,0.10,0.06,1052,749,429,120,78,shirazi,https://www.vlr.gg/player/18091/shirazi?timespan=all
brimstone,(35) 16%,669,1.17,218.5,1.15,141.4,79%,0.75,0.54,0.10,0.08,499,433,360,66,51,shirazi,https://www.vlr.gg/player/18091/shirazi?timespan=all
omen,(24) 11%,465,1.24,222.0,1.41,143.5,79%,0.80,0.41,0.07,0.06,371,264,191,34,30,shirazi,https://www.vlr.gg/player/18091/shirazi?timespan=all
,,,,,,,,,,,,,,,,,Lynnie,https://www.vlr.gg/player/36770/lynnie?timespan=all
killjoy,(9) 35%,181,1.22,243.4,1.34,167.5,75%,0.86,0.14,0.10,0.07,156,116,26,18,13,Lynnie,https://www.vlr.gg/player/36770/lynnie?timespan=all
viper,(7) 27%,122,1.08,228.4,1.10,141.7,70%,0.81,0.22,0.07,0.08,99,90,27,9,10,Lynnie,https://www.vlr.gg/player/36770/lynnie?timespan=all
cypher,(6) 23%,107,1.12,232.7,1.22,144.7,70%,0.83,0.26,0.09,0.07,89,73,28,10,7,Lynnie,https://www.vlr.gg/player/36770/lynnie?timespan=all
,,,,,,,,,,,,,,,,,miNt,https://www.vlr.gg/player/37521/mint?timespan=all
raze,(39) 47%,796,1.32,286.0,1.43,185.1,72%,1.02,0.17,0.24,0.15,813,569,133,190,120,miNt,https://www.vlr.gg/player/37521/mint?timespan=all
jett,(34) 41%,665,1.27,273.0,1.48,167.9,74%,0.99,0.12,0.25,0.16,659,446,78,168,108,miNt,https://www.vlr.gg/player/37521/mint?timespan=all
killjoy,(5) 6%,100,1.06,200.0,1.14,137.2,76%,0.73,0.17,0.08,0.12,73,64,17,8,12,miNt,https://www.vlr.gg/player/37521/mint?timespan=all
,,,,,,,,,,,,,,,,,bae,https://www.vlr.gg/player/45468/bae?timespan=all
sova,(9) 26%,195,1.12,194.5,1.06,140.4,72%,0.70,0.22,0.04,0.05,136,128,42,7,9,bae,https://www.vlr.gg/player/45468/bae?timespan=all
jett,(8) 23%,161,1.12,238.8,1.11,162.2,75%,0.86,0.12,0.27,0.09,138,124,20,43,15,bae,https://www.vlr.gg/player/45468/bae?timespan=all
sage,(6) 17%,128,1.05,191.5,1.07,129.0,72%,0.68,0.30,0.05,0.11,87,81,39,6,14,bae,https://www.vlr.gg/player/45468/bae?timespan=all
,,,,,,,,,,,,,,,,,anesilia,https://www.vlr.gg/player/38133/anesilia?timespan=all
skye,(37) 34%,770,1.15,210.8,1.20,136.4,79%,0.75,0.45,0.08,0.05,579,482,344,58,42,anesilia,https://www.vlr.gg/player/38133/anesilia?timespan=all
breach,(25) 23%,519,1.17,203.1,1.11,129.9,81%,0.69,0.68,0.07,0.04,360,325,352,38,22,anesilia,https://www.vlr.gg/player/38133/anesilia?timespan=all
killjoy,(10) 9%,236,1.45,288.7,1.54,191.2,77%,0.98,0.21,0.13,0.08,232,151,50,30,19,anesilia,https://www.vlr.gg/player/38133/anesilia?timespan=all
,,,,,,,,,,,,,,,,,Serina,https://www.vlr.gg/player/24040/serina?timespan=all
chamber,(31) 52%,600,1.03,204.2,1.09,133.0,69%,0.74,0.12,0.12,0.09,444,406,71,73,52,Serina,https://www.vlr.gg/player/24040/serina?timespan=all
killjoy,(21) 35%,434,0.83,174.3,0.81,117.6,66%,0.58,0.22,0.09,0.11,253,311,97,38,46,Serina,https://www.vlr.gg/player/24040/serina?timespan=all
reyna,(5) 8%,107,1.20,270.4,1.31,164.4,64%,0.94,0.12,0.16,0.11,101,77,13,17,12,Serina,https://www.vlr.gg/player/24040/serina?timespan=all
,,,,,,,,,,,,,,,,,cbui,https://www.vlr.gg/player/19839/cbui?timespan=all
omen,(73) 23%,1417,1.01,185.4,0.99,118.9,74%,0.65,0.41,0.07,0.07,926,935,576,94,98,cbui,https://www.vlr.gg/player/19839/cbui?timespan=all
astra,(67) 21%,1378,1.10,198.5,1.11,127.9,75%,0.71,0.40,0.08,0.06,984,888,555,110,82,cbui,https://www.vlr.gg/player/19839/cbui?timespan=all
kayo,(60) 19%,1230,1.10,213.6,1.05,136.0,78%,0.72,0.61,0.08,0.06,882,843,751,99,75,cbui,https://www.vlr.gg/player/19839/cbui?timespan=all
,,,,,,,,,,,,,,,,,mimi,https://www.vlr.gg/player/17323/mimi?timespan=all
cypher,(55) 19%,1115,1.13,206.2,1.22,138.5,77%,0.75,0.24,0.09,0.07,841,688,263,96,75,mimi,https://www.vlr.gg/player/17323/mimi?timespan=all
killjoy,(51) 17%,1032,1.14,218.7,1.23,148.3,75%,0.78,0.20,0.08,0.08,808,655,208,86,81,mimi,https://www.vlr.gg/player/17323/mimi?timespan=all
breach,(45) 15%,956,1.17,199.3,1.14,133.0,78%,0.71,0.50,0.05,0.06,680,596,479,49,54,mimi,https://www.vlr.gg/player/17323/mimi?timespan=all
,,,,,,,,,,,,,,,,,nanah,https://www.vlr.gg/player/2673/nanah?timespan=all
killjoy,(56) 48%,1145,0.94,171.7,0.98,118.8,72%,0.62,0.16,0.05,0.06,705,717,180,57,72,nanah,https://www.vlr.gg/player/2673/nanah?timespan=all
cypher,(25) 22%,492,0.87,155.9,0.88,106.7,70%,0.58,0.22,0.06,0.08,283,321,107,28,37,nanah,https://www.vlr.gg/player/2673/nanah?timespan=all
viper,(11) 9%,191,1.09,178.9,1.19,111.9,80%,0.61,0.34,0.08,0.05,117,98,64,15,10,nanah,https://www.vlr.gg/player/2673/nanah?timespan=all
,,,,,,,,,,,,,,,,,grahams,https://www.vlr.gg/player/45029/grahams?timespan=all
raze,(9) 21%,185,1.10,244.1,1.13,163.4,74%,0.79,0.23,0.19,0.16,147,130,43,35,29,grahams,https://www.vlr.gg/player/45029/grahams?timespan=all
reyna,(7) 17%,123,1.67,312.9,2.25,199.2,81%,1.15,0.28,0.12,0.11,142,63,34,15,13,grahams,https://www.vlr.gg/player/45029/grahams?timespan=all
skye,(5) 12%,91,1.45,270.2,1.52,168.1,84%,0.93,0.58,0.09,0.07,85,56,53,8,6,grahams,https://www.vlr.gg/player/45029/grahams?timespan=all
,,,,,,,,,,,,,,,,,Interbel,https://www.vlr.gg/player/29520/interbel?timespan=all
viper,(6) 25%,132,1.12,225.7,1.13,147.5,70%,0.77,0.31,0.11,0.12,102,90,41,15,16,Interbel,https://www.vlr.gg/player/29520/interbel?timespan=all
killjoy,(5) 21%,112,0.87,213.8,0.89,154.2,65%,0.69,0.21,0.10,0.13,77,87,23,11,14,Interbel,https://www.vlr.gg/player/29520/interbel?timespan=all
sova,(5) 21%,111,0.84,178.2,0.82,122.0,76%,0.60,0.31,0.07,0.12,67,82,34,8,13,Interbel,https://www.vlr.gg/player/29520/interbel?timespan=all
,,,,,,,,,,,,,,,,,Healing,https://www.vlr.gg/player/29299/healing?timespan=all
kayo,(28) 31%,599,0.98,200.6,0.94,121.3,72%,0.66,0.54,0.11,0.10,397,423,321,64,62,Healing,https://www.vlr.gg/player/29299/healing?timespan=all
jett,(13) 14%,269,0.93,221.5,1.00,132.3,68%,0.75,0.17,0.21,0.19,202,201,47,56,50,Healing,https://www.vlr.gg/player/29299/healing?timespan=all
raze,(13) 14%,252,0.99,230.5,1.02,146.9,68%,0.74,0.21,0.17,0.17,186,182,53,44,44,Healing,https://www.vlr.gg/player/29299/healing?timespan=all
,,,,,,,,,,,,,,,,,Skel,https://www.vlr.gg/player/19963/skel?timespan=all
killjoy,(26) 17%,518,0.88,186.0,0.89,127.2,67%,0.63,0.21,0.09,0.09,325,364,107,46,47,Skel,https://www.vlr.gg/player/19963/skel?timespan=all
sova,(20) 13%,409,0.91,191.7,0.89,128.3,72%,0.64,0.32,0.06,0.06,262,296,132,25,25,Skel,https://www.vlr.gg/player/19963/skel?timespan=all
breach,(20) 13%,401,0.90,191.3,0.85,122.5,72%,0.64,0.39,0.09,0.08,255,300,158,37,31,Skel,https://www.vlr.gg/player/19963/skel?timespan=all
,,,,,,,,,,,,,,,,,chloe,https://www.vlr.gg/player/15344/chloe?timespan=all
jett,(63) 57%,1229,0.96,209.0,0.96,133.9,68%,0.72,0.17,0.15,0.15,890,925,209,186,179,chloe,https://www.vlr.gg/player/15344/chloe?timespan=all
raze,(11) 10%,223,0.81,203.8,0.79,129.7,68%,0.63,0.22,0.12,0.14,140,177,50,26,31,chloe,https://www.vlr.gg/player/15344/chloe?timespan=all
killjoy,(8) 7%,135,1.06,213.5,1.13,141.0,66%,0.75,0.12,0.12,0.09,101,89,16,16,12,chloe,https://www.vlr.gg/player/15344/chloe?timespan=all
,,,,,,,,,,,,,,,,,gabee,https://www.vlr.gg/player/27437/gabee?timespan=all
jett,(40) 31%,819,1.03,212.1,1.09,135.8,67%,0.75,0.16,0.18,0.15,616,566,128,150,125,gabee,https://www.vlr.gg/player/27437/gabee?timespan=all
chamber,(30) 23%,615,1.14,212.5,1.28,138.7,70%,0.79,0.12,0.16,0.09,483,376,72,101,56,gabee,https://www.vlr.gg/player/27437/gabee?timespan=all
raze,(16) 12%,337,1.01,211.0,1.01,143.9,74%,0.71,0.20,0.16,0.12,239,236,69,55,40,gabee,https://www.vlr.gg/player/27437/gabee?timespan=all
,,,,,,,,,,,,,,,,,Lizhi,https://www.vlr.gg/player/30346/lizhi?timespan=all
chamber,(19) 48%,369,1.28,259.6,1.47,166.2,76%,0.94,0.13,0.20,0.11,348,237,49,72,42,Lizhi,https://www.vlr.gg/player/30346/lizhi?timespan=all
raze,(10) 25%,198,1.30,281.5,1.47,179.9,76%,0.98,0.24,0.20,0.16,194,132,47,40,32,Lizhi,https://www.vlr.gg/player/30346/lizhi?timespan=all
jett,(9) 23%,193,1.32,283.8,1.36,181.4,74%,0.97,0.23,0.25,0.12,187,137,44,48,24,Lizhi,https://www.vlr.gg/player/30346/lizhi?timespan=all
,,,,,,,,,,,,,,,,,cece,https://www.vlr.gg/player/26029/cece?timespan=all
chamber,(27) 29%,575,1.00,216.0,1.02,138.0,66%,0.76,0.13,0.17,0.12,436,426,74,97,68,cece,https://www.vlr.gg/player/26029/cece?timespan=all
killjoy,(17) 18%,337,0.92,181.9,0.94,126.9,71%,0.63,0.16,0.06,0.07,212,225,55,20,25,cece,https://www.vlr.gg/player/26029/cece?timespan=all
cypher,(13) 14%,255,0.89,167.0,0.91,110.6,70%,0.62,0.16,0.06,0.05,158,174,40,15,14,cece,https://www.vlr.gg/player/26029/cece?timespan=all
