agents,games,rounds,rating,acs,k/d,adr,kast,kpr,apr,fkpr,fdpr,kills,deaths,assists,first bloods,first deaths,Player Name,URL
,,,,,,,,,,,,,,,,,LeVi,https://www.vlr.gg/player/18704/levi?timespan=all
viper,(36) 35%,768,1.03,206.3,1.04,137.3,70%,0.72,0.26,0.10,0.11,556,533,197,77,85,LeVi,https://www.vlr.gg/player/18704/levi?timespan=all
omen,(27) 26%,567,1.07,207.7,1.04,136.2,75%,0.71,0.42,0.10,0.07,401,386,237,56,41,LeVi,https://www.vlr.gg/player/18704/levi?timespan=all
skye,(18) 17%,370,1.02,203.9,0.98,136.0,75%,0.72,0.32,0.10,0.07,265,270,120,38,27,LeVi,https://www.vlr.gg/player/18704/levi?timespan=all
,,,,,,,,,,,,,,,,,Filu,https://www.vlr.gg/player/4544/filu?timespan=all
jett,(134) 43%,2768,1.09,238.9,1.15,150.5,69%,0.85,0.15,0.21,0.16,2349,2041,415,595,456,Filu,https://www.vlr.gg/player/4544/filu?timespan=all
raze,(78) 25%,1581,1.19,265.4,1.26,173.5,73%,0.91,0.23,0.21,0.16,1435,1143,363,338,249,Filu,https://www.vlr.gg/player/4544/filu?timespan=all
omen,(19) 6%,398,1.07,216.0,1.14,134.3,75%,0.79,0.37,0.09,0.09,316,277,149,37,35,Filu,https://www.vlr.gg/player/4544/filu?timespan=all
,,,,,,,,,,,,,,,,,Whats Wong,https://www.vlr.gg/player/31619/whats-wong?timespan=all
sova,(22) 25%,478,0.89,173.9,0.88,118.0,71%,0.62,0.25,0.04,0.07,294,336,120,19,35,Whats Wong,https://www.vlr.gg/player/31619/whats-wong?timespan=all
breach,(21) 24%,435,0.96,171.2,0.88,107.2,74%,0.59,0.53,0.03,0.05,257,291,231,14,22,Whats Wong,https://www.vlr.gg/player/31619/whats-wong?timespan=all
omen,(14) 16%,293,0.83,162.6,0.78,103.3,69%,0.58,0.40,0.07,0.06,169,217,117,20,18,Whats Wong,https://www.vlr.gg/player/31619/whats-wong?timespan=all
,,,,,,,,,,,,,,,,,Eso177,https://www.vlr.gg/player/4214/eso177?timespan=all
killjoy,(115) 36%,2361,1.14,224.8,1.19,154.7,71%,0.81,0.17,0.10,0.08,1902,1596,402,226,193,Eso177,https://www.vlr.gg/player/4214/eso177?timespan=all
cypher,(64) 20%,1351,1.05,207.7,1.14,137.0,70%,0.75,0.21,0.09,0.08,1007,885,281,119,108,Eso177,https://www.vlr.gg/player/4214/eso177?timespan=all
omen,(41) 13%,840,1.07,203.4,1.08,129.4,72%,0.72,0.30,0.09,0.07,607,560,249,74,55,Eso177,https://www.vlr.gg/player/4214/eso177?timespan=all
,,,,,,,,,,,,,,,,,YuNo,https://www.vlr.gg/player/15473/yuno?timespan=all
omen,(54) 49%,1093,0.99,195.6,0.95,127.2,72%,0.69,0.40,0.07,0.08,755,798,436,81,92,YuNo,https://www.vlr.gg/player/15473/yuno?timespan=all
viper,(22) 20%,455,1.04,215.9,1.01,140.0,75%,0.74,0.37,0.08,0.07,338,336,167,37,34,YuNo,https://www.vlr.gg/player/15473/yuno?timespan=all
astra,(11) 10%,230,0.98,181.1,0.94,122.2,67%,0.69,0.32,0.06,0.08,158,168,74,13,19,YuNo,https://www.vlr.gg/player/15473/yuno?timespan=all
,,,,,,,,,,,,,,,,,nk4y,https://www.vlr.gg/player/9559/nk4y?timespan=all
jett,(108) 43%,2212,1.14,241.3,1.24,152.7,71%,0.87,0.14,0.18,0.12,1917,1552,307,399,276,nk4y,https://www.vlr.gg/player/9559/nk4y?timespan=all
raze,(77) 30%,1598,1.10,229.5,1.11,150.5,73%,0.79,0.21,0.14,0.12,1257,1137,341,218,184,nk4y,https://www.vlr.gg/player/9559/nk4y?timespan=all
chamber,(29) 11%,565,1.18,243.2,1.32,155.8,73%,0.88,0.12,0.19,0.09,499,379,67,105,53,nk4y,https://www.vlr.gg/player/9559/nk4y?timespan=all
,,,,,,,,,,,,,,,,,Lime,https://www.vlr.gg/player/10338/lime?timespan=all
jett,(85) 27%,1721,1.20,249.3,1.33,158.0,73%,0.89,0.16,0.21,0.13,1532,1154,282,358,232,Lime,https://www.vlr.gg/player/10338/lime?timespan=all
killjoy,(54) 17%,1136,1.14,216.4,1.16,150.1,72%,0.77,0.17,0.10,0.08,870,747,190,117,90,Lime,https://www.vlr.gg/player/10338/lime?timespan=all
yoru,(42) 13%,885,1.19,239.4,1.30,153.8,71%,0.86,0.22,0.15,0.13,758,582,196,136,116,Lime,https://www.vlr.gg/player/10338/lime?timespan=all
,,,,,,,,,,,,,,,,,hyjinx,https://www.vlr.gg/player/5178/hyjinx?timespan=all
jett,(246) 52%,5058,1.03,229.0,1.10,144.1,69%,0.81,0.14,0.17,0.16,4118,3757,731,874,801,hyjinx,https://www.vlr.gg/player/5178/hyjinx?timespan=all
raze,(80) 17%,1627,0.98,227.5,0.99,147.9,70%,0.77,0.21,0.15,0.17,1246,1255,336,250,279,hyjinx,https://www.vlr.gg/player/5178/hyjinx?timespan=all
omen,(49) 10%,1055,1.15,215.0,1.05,133.9,76%,0.75,0.32,0.08,0.09,789,752,336,85,99,hyjinx,https://www.vlr.gg/player/5178/hyjinx?timespan=all
,,,,,,,,,,,,,,,,,roompa,https://www.vlr.gg/player/20364/roompa?timespan=all
sova,(338) 66%,6899,1.09,204.4,1.08,136.5,74%,0.71,0.31,0.08,0.07,4884,4506,2120,525,493,roompa,https://www.vlr.gg/player/20364/roompa?timespan=all
fade,(40) 8%,824,0.98,190.9,0.96,122.9,73%,0.65,0.34,0.07,0.08,538,562,283,60,63,roompa,https://www.vlr.gg/player/20364/roompa?timespan=all
skye,(34) 7%,691,0.99,196.5,0.99,128.0,74%,0.69,0.38,0.06,0.09,477,484,260,44,60,roompa,https://www.vlr.gg/player/20364/roompa?timespan=all
,,,,,,,,,,,,,,,,,Kardash,https://www.vlr.gg/player/8712/kardash?timespan=all
omen,(49) 54%,996,0.82,172.4,0.85,108.8,70%,0.62,0.29,0.08,0.08,616,722,287,78,77,Kardash,https://www.vlr.gg/player/8712/kardash?timespan=all
astra,(22) 24%,489,1.04,192.8,1.07,125.8,75%,0.71,0.31,0.06,0.07,345,322,154,29,33,Kardash,https://www.vlr.gg/player/8712/kardash?timespan=all
brimstone,(9) 10%,199,0.98,182.4,0.93,120.0,70%,0.63,0.37,0.07,0.07,126,136,73,13,13,Kardash,https://www.vlr.gg/player/8712/kardash?timespan=all
,,,,,,,,,,,,,,,,,ngiN,https://www.vlr.gg/player/20969/ngin?timespan=all
killjoy,(36) 47%,768,1.11,219.4,1.16,147.6,71%,0.76,0.19,0.08,0.07,584,504,149,61,55,ngiN,https://www.vlr.gg/player/20969/ngin?timespan=all
viper,(21) 27%,449,1.04,184.7,1.06,125.1,70%,0.65,0.30,0.07,0.08,294,278,134,33,34,ngiN,https://www.vlr.gg/player/20969/ngin?timespan=all
cypher,(18) 23%,375,1.07,217.6,1.14,141.4,71%,0.78,0.21,0.08,0.10,291,255,78,31,36,ngiN,https://www.vlr.gg/player/20969/ngin?timespan=all
,,,,,,,,,,,,,,,,,Snowi,https://www.vlr.gg/player/23174/snowi?timespan=all
sova,(49) 25%,1041,1.16,208.1,1.18,138.6,76%,0.72,0.31,0.07,0.07,748,635,327,69,69,Snowi,https://www.vlr.gg/player/23174/snowi?timespan=all
breach,(41) 21%,850,1.00,172.4,0.93,111.5,75%,0.62,0.51,0.05,0.05,523,561,437,40,41,Snowi,https://www.vlr.gg/player/23174/snowi?timespan=all
kayo,(36) 18%,809,1.08,201.2,1.01,128.6,73%,0.69,0.53,0.05,0.06,560,554,425,40,51,Snowi,https://www.vlr.gg/player/23174/snowi?timespan=all
,,,,,,,,,,,,,,,,,Dingwei,https://www.vlr.gg/player/42513/dingwei?timespan=all
sova,(14) 50%,319,,166.9,0.82,,,0.57,0.27,,,183,224,86,0,0,Dingwei,https://www.vlr.gg/player/42513/dingwei?timespan=all
viper,(5) 18%,108,,184.0,0.77,,,0.56,0.41,,,61,79,44,0,0,Dingwei,https://www.vlr.gg/player/42513/dingwei?timespan=all
breach,(4) 14%,83,,155.3,0.73,,,0.54,0.31,,,45,62,26,0,0,Dingwei,https://www.vlr.gg/player/42513/dingwei?timespan=all
,,,,,,,,,,,,,,,,,TNKJ,https://www.vlr.gg/player/15210/tnkj?timespan=all
astra,(27) 26%,555,0.90,159.7,0.83,105.1,69%,0.56,0.34,0.06,0.06,312,374,187,31,33,TNKJ,https://www.vlr.gg/player/15210/tnkj?timespan=all
omen,(19) 18%,420,0.98,183.6,0.91,120.4,73%,0.63,0.47,0.08,0.08,265,290,198,33,33,TNKJ,https://www.vlr.gg/player/15210/tnkj?timespan=all
jett,(16) 15%,303,1.07,226.2,1.17,135.1,75%,0.78,0.17,0.19,0.13,237,202,53,57,39,TNKJ,https://www.vlr.gg/player/15210/tnkj?timespan=all
,,,,,,,,,,,,,,,,,qpert,https://www.vlr.gg/player/7105/qpert?timespan=all
omen,(57) 32%,1262,0.91,163.2,0.88,104.4,71%,0.59,0.33,0.05,0.06,739,836,417,69,76,qpert,https://www.vlr.gg/player/7105/qpert?timespan=all
breach,(32) 18%,679,0.95,169.0,0.91,112.7,73%,0.61,0.35,0.04,0.06,417,458,240,25,39,qpert,https://www.vlr.gg/player/7105/qpert?timespan=all
astra,(27) 15%,541,0.98,191.3,0.95,117.2,68%,0.66,0.27,0.10,0.10,358,376,146,52,53,qpert,https://www.vlr.gg/player/7105/qpert?timespan=all
,,,,,,,,,,,,,,,,,magicss,https://www.vlr.gg/player/10254/magicss?timespan=all
breach,(9) 23%,172,0.98,189.6,0.97,125.2,69%,0.66,0.42,0.07,0.08,113,116,72,12,14,magicss,https://www.vlr.gg/player/10254/magicss?timespan=all
kayo,(8) 21%,170,0.95,199.9,0.86,127.0,72%,0.68,0.51,0.11,0.11,115,133,86,18,18,magicss,https://www.vlr.gg/player/10254/magicss?timespan=all
viper,(7) 18%,158,0.97,213.1,0.93,144.6,61%,0.73,0.20,0.10,0.12,115,123,32,16,19,magicss,https://www.vlr.gg/player/10254/magicss?timespan=all
,,,,,,,,,,,,,,,,,Crazy NY,https://www.vlr.gg/player/43926/crazy-ny?timespan=all
sova,(16) 36%,322,1.08,202.4,1.12,135.7,71%,0.71,0.25,0.07,0.07,229,205,82,21,22,Crazy NY,https://www.vlr.gg/player/43926/crazy-ny?timespan=all
viper,(10) 23%,211,1.17,225.2,1.24,152.5,71%,0.82,0.21,0.08,0.09,173,140,45,16,18,Crazy NY,https://www.vlr.gg/player/43926/crazy-ny?timespan=all
brimstone,(7) 16%,152,1.26,217.4,1.30,151.8,78%,0.80,0.41,0.04,0.05,122,94,62,6,8,Crazy NY,https://www.vlr.gg/player/43926/crazy-ny?timespan=all
,,,,,,,,,,,,,,,,,Navarrete,https://www.vlr.gg/player/2192/navarrete?timespan=all
sova,(48) 27%,1008,1.06,201.5,1.07,134.6,70%,0.68,0.35,0.07,0.05,687,642,354,69,54,Navarrete,https://www.vlr.gg/player/2192/navarrete?timespan=all
omen,(46) 26%,996,1.05,186.4,0.94,120.5,73%,0.66,0.37,0.06,0.09,655,695,370,64,93,Navarrete,https://www.vlr.gg/player/2192/navarrete?timespan=all
brimstone,(30) 17%,601,0.99,195.5,1.01,126.2,75%,0.68,0.29,0.09,0.09,410,407,172,52,53,Navarrete,https://www.vlr.gg/player/2192/navarrete?timespan=all
,,,,,,,,,,,,,,,,,Pando,https://www.vlr.gg/player/31549/pando?timespan=all
sova,(17) 27%,369,1.05,195.4,1.00,131.9,74%,0.64,0.29,0.06,0.07,238,238,106,21,26,Pando,https://www.vlr.gg/player/31549/pando?timespan=all
breach,(12) 19%,238,1.21,218.9,1.16,149.4,76%,0.78,0.37,0.06,0.05,185,160,87,15,11,Pando,https://www.vlr.gg/player/31549/pando?timespan=all
sage,(9) 15%,193,1.08,183.8,1.07,116.2,76%,0.68,0.42,0.05,0.08,131,122,82,10,15,Pando,https://www.vlr.gg/player/31549/pando?timespan=all
,,,,,,,,,,,,,,,,,thebigfiz,https://www.vlr.gg/player/2098/thebigfiz?timespan=all
sova,(47) 15%,956,1.06,196.1,1.05,133.9,74%,0.68,0.28,0.04,0.04,653,622,265,42,40,thebigfiz,https://www.vlr.gg/player/2098/thebigfiz?timespan=all
breach,(45) 15%,913,0.99,187.3,0.98,118.6,72%,0.68,0.33,0.05,0.08,624,640,297,48,73,thebigfiz,https://www.vlr.gg/player/2098/thebigfiz?timespan=all
viper,(43) 14%,913,1.03,199.7,1.06,133.2,72%,0.71,0.29,0.08,0.08,644,605,265,77,70,thebigfiz,https://www.vlr.gg/player/2098/thebigfiz?timespan=all
,,,,,,,,,,,,,,,,,shhhack,https://www.vlr.gg/player/6899/shhhack?timespan=all
viper,(49) 28%,1003,1.06,188.8,1.11,125.1,74%,0.67,0.34,0.07,0.07,673,609,337,68,73,shhhack,https://www.vlr.gg/player/6899/shhhack?timespan=all
omen,(42) 24%,888,1.00,170.0,0.94,105.8,73%,0.61,0.35,0.07,0.07,540,573,313,61,61,shhhack,https://www.vlr.gg/player/6899/shhhack?timespan=all
astra,(27) 15%,552,0.96,155.3,0.93,104.0,74%,0.56,0.38,0.05,0.07,309,331,209,29,41,shhhack,https://www.vlr.gg/player/6899/shhhack?timespan=all
,,,,,,,,,,,,,,,,,N A I S,https://www.vlr.gg/player/4277/n-a-i-s?timespan=all
sova,(90) 29%,1829,1.06,194.7,1.05,132.4,76%,0.68,0.31,0.06,0.05,1247,1188,564,108,94,N A I S,https://www.vlr.gg/player/4277/n-a-i-s?timespan=all
sage,(43) 14%,859,0.99,193.1,0.96,117.5,71%,0.66,0.33,0.08,0.10,568,590,287,69,88,N A I S,https://www.vlr.gg/player/4277/n-a-i-s?timespan=all
skye,(33) 11%,665,1.06,205.9,1.15,134.5,74%,0.77,0.31,0.08,0.07,515,449,204,51,45,N A I S,https://www.vlr.gg/player/4277/n-a-i-s?timespan=all
,,,,,,,,,,,,,,,,,symoN,https://www.vlr.gg/player/12429/symon?timespan=all
jett,(52) 48%,1092,1.08,236.0,1.10,151.5,69%,0.81,0.17,0.22,0.16,888,807,186,235,171,symoN,https://www.vlr.gg/player/12429/symon?timespan=all
raze,(12) 11%,239,1.02,230.7,0.97,152.9,69%,0.73,0.22,0.12,0.10,174,179,53,28,23,symoN,https://www.vlr.gg/player/12429/symon?timespan=all
skye,(9) 8%,180,0.80,142.4,0.70,89.8,73%,0.49,0.46,0.07,0.11,88,125,83,13,20,symoN,https://www.vlr.gg/player/12429/symon?timespan=all
,,,,,,,,,,,,,,,,,Zennakukin,https://www.vlr.gg/player/8004/zennakukin?timespan=all
sova,(40) 30%,832,0.99,186.3,0.99,128.6,72%,0.66,0.28,0.06,0.07,547,555,232,52,61,Zennakukin,https://www.vlr.gg/player/8004/zennakukin?timespan=all
raze,(19) 14%,411,1.13,241.6,1.16,153.9,76%,0.81,0.23,0.14,0.11,331,286,96,58,46,Zennakukin,https://www.vlr.gg/player/8004/zennakukin?timespan=all
skye,(18) 14%,346,1.14,213.2,1.14,144.5,75%,0.76,0.36,0.08,0.08,263,231,126,27,28,Zennakukin,https://www.vlr.gg/player/8004/zennakukin?timespan=all
,,,,,,,,,,,,,,,,,tdawgg,https://www.vlr.gg/player/3007/tdawgg?timespan=all
sova,(95) 22%,1922,1.03,199.3,1.03,132.9,74%,0.67,0.35,0.08,0.09,1283,1248,673,147,172,tdawgg,https://www.vlr.gg/player/3007/tdawgg?timespan=all
breach,(80) 19%,1553,0.92,170.2,0.86,109.4,73%,0.59,0.45,0.06,0.07,916,1069,696,87,110,tdawgg,https://www.vlr.gg/player/3007/tdawgg?timespan=all
omen,(62) 14%,1306,0.93,178.6,0.87,111.0,72%,0.63,0.37,0.08,0.10,825,946,482,110,130,tdawgg,https://www.vlr.gg/player/3007/tdawgg?timespan=all
,,,,,,,,,,,,,,,,,ZexRow,https://www.vlr.gg/player/8345/zexrow?timespan=all
chamber,(138) 35%,2833,1.15,218.9,1.29,139.2,73%,0.81,0.13,0.12,0.09,2287,1771,379,353,248,ZexRow,https://www.vlr.gg/player/8345/zexrow?timespan=all
killjoy,(114) 29%,2295,1.09,212.8,1.16,140.6,71%,0.75,0.18,0.09,0.08,1722,1488,413,217,177,ZexRow,https://www.vlr.gg/player/8345/zexrow?timespan=all
jett,(86) 22%,1730,1.13,256.1,1.20,159.1,72%,0.89,0.19,0.23,0.15,1538,1280,330,388,260,ZexRow,https://www.vlr.gg/player/8345/zexrow?timespan=all
,,,,,,,,,,,,,,,,,WATER,https://www.vlr.gg/player/31597/water?timespan=all
phoenix,(43) 39%,852,0.99,224.3,1.00,146.2,70%,0.77,0.29,0.16,0.16,652,653,249,136,140,WATER,https://www.vlr.gg/player/31597/water?timespan=all
breach,(25) 23%,505,0.97,172.1,0.88,111.4,76%,0.60,0.55,0.05,0.07,301,342,277,23,33,WATER,https://www.vlr.gg/player/31597/water?timespan=all
kayo,(12) 11%,237,0.80,173.9,0.69,113.8,70%,0.52,0.43,0.07,0.12,124,179,102,17,28,WATER,https://www.vlr.gg/player/31597/water?timespan=all
,,,,,,,,,,,,,,,,,Makaveli,https://www.vlr.gg/player/30693/makaveli?timespan=all
omen,(10) 27%,203,1.02,184.3,0.98,122.8,72%,0.66,0.42,0.05,0.05,134,137,85,10,10,Makaveli,https://www.vlr.gg/player/30693/makaveli?timespan=all
cypher,(5) 14%,104,0.93,154.8,0.97,109.3,69%,0.58,0.19,0.06,0.08,60,62,20,6,8,Makaveli,https://www.vlr.gg/player/30693/makaveli?timespan=all
brimstone,(4) 11%,74,1.15,170.3,1.24,115.3,88%,0.64,0.51,0.04,0.03,47,38,38,3,2,Makaveli,https://www.vlr.gg/player/30693/makaveli?timespan=all
,,,,,,,,,,,,,,,,,Apinya,https://www.vlr.gg/player/15897/apinya?timespan=all
sova,(53) 33%,1085,1.00,211.1,0.99,139.3,74%,0.73,0.31,0.10,0.09,787,791,340,110,102,Apinya,https://www.vlr.gg/player/15897/apinya?timespan=all
astra,(27) 17%,537,1.11,223.5,1.13,140.9,72%,0.80,0.34,0.08,0.09,427,377,181,45,48,Apinya,https://www.vlr.gg/player/15897/apinya?timespan=all
viper,(18) 11%,380,0.99,232.9,1.05,149.7,69%,0.78,0.26,0.10,0.15,298,284,100,37,56,Apinya,https://www.vlr.gg/player/15897/apinya?timespan=all
,,,,,,,,,,,,,,,,,GatsH,https://www.vlr.gg/player/1388/gatsh?timespan=all
jett,(101) 32%,2132,1.17,258.0,1.36,153.3,74%,0.91,0.14,0.21,0.12,1950,1438,298,450,255,GatsH,https://www.vlr.gg/player/1388/gatsh?timespan=all
sage,(61) 19%,1251,1.06,224.7,1.20,140.9,76%,0.80,0.29,0.12,0.10,1006,836,358,144,130,GatsH,https://www.vlr.gg/player/1388/gatsh?timespan=all
astra,(47) 15%,960,1.09,198.1,1.11,129.1,73%,0.70,0.28,0.09,0.08,676,609,267,88,81,GatsH,https://www.vlr.gg/player/1388/gatsh?timespan=all
,,,,,,,,,,,,,,,,,logaN,https://www.vlr.gg/player/868/logan?timespan=all
killjoy,(244) 61%,4960,1.17,216.8,1.30,140.7,76%,0.77,0.15,0.09,0.06,3815,2938,768,464,312,logaN,https://www.vlr.gg/player/868/logan?timespan=all
sage,(57) 14%,1218,1.01,185.9,1.06,117.2,73%,0.67,0.28,0.09,0.08,819,772,338,105,44,logaN,https://www.vlr.gg/player/868/logan?timespan=all
viper,(31) 8%,657,1.11,213.4,1.21,137.1,75%,0.76,0.22,0.09,0.06,499,413,144,58,42,logaN,https://www.vlr.gg/player/868/logan?timespan=all
,,,,,,,,,,,,,,,,,GunterR,https://www.vlr.gg/player/34122/gunterr?timespan=all
omen,(21) 46%,422,1.00,186.6,0.95,126.9,70%,0.66,0.40,0.06,0.07,277,291,169,25,29,GunterR,https://www.vlr.gg/player/34122/gunterr?timespan=all
viper,(16) 35%,353,1.07,221.4,1.07,147.3,71%,0.74,0.33,0.12,0.09,262,246,117,41,32,GunterR,https://www.vlr.gg/player/34122/gunterr?timespan=all
skye,(4) 9%,84,0.75,129.0,0.63,82.8,69%,0.45,0.37,0.05,0.12,38,60,31,4,10,GunterR,https://www.vlr.gg/player/34122/gunterr?timespan=all
,,,,,,,,,,,,,,,,,grubinho,https://www.vlr.gg/player/5550/grubinho?timespan=all
sova,(100) 22%,2115,1.14,217.0,1.11,140.8,76%,0.73,0.36,0.07,0.06,1540,1388,761,154,137,grubinho,https://www.vlr.gg/player/5550/grubinho?timespan=all
omen,(60) 13%,1267,1.11,198.5,1.12,126.5,75%,0.71,0.39,0.09,0.07,898,805,496,108,94,grubinho,https://www.vlr.gg/player/5550/grubinho?timespan=all
astra,(57) 12%,1198,1.13,206.8,1.20,133.2,76%,0.77,0.28,0.08,0.08,920,769,336,97,97,grubinho,https://www.vlr.gg/player/5550/grubinho?timespan=all
,,,,,,,,,,,,,,,,,tockers,https://www.vlr.gg/player/2451/tockers?timespan=all
kayo,(35) 21%,691,0.98,197.0,0.95,123.9,74%,0.66,0.46,0.08,0.09,454,480,317,57,61,tockers,https://www.vlr.gg/player/2451/tockers?timespan=all
breach,(33) 20%,694,1.06,190.9,0.95,119.2,74%,0.67,0.43,0.06,0.05,463,487,299,42,32,tockers,https://www.vlr.gg/player/2451/tockers?timespan=all
sova,(32) 19%,637,0.99,213.4,1.07,138.1,72%,0.72,0.37,0.09,0.05,458,429,237,55,32,tockers,https://www.vlr.gg/player/2451/tockers?timespan=all
,,,,,,,,,,,,,,,,,Waken,https://www.vlr.gg/player/39103/waken?timespan=all
omen,(38) 63%,822,0.94,188.6,0.97,119.2,75%,0.69,0.36,0.10,0.12,570,586,295,81,98,Waken,https://www.vlr.gg/player/39103/waken?timespan=all
viper,(14) 23%,271,1.07,221.9,1.07,136.4,80%,0.75,0.38,0.11,0.08,202,189,102,30,23,Waken,https://www.vlr.gg/player/39103/waken?timespan=all
astra,(4) 7%,88,0.84,162.3,0.87,98.1,70%,0.61,0.36,0.08,0.11,54,62,32,7,10,Waken,https://www.vlr.gg/player/39103/waken?timespan=all
,,,,,,,,,,,,,,,,,YanLi,https://www.vlr.gg/player/37673/yanli?timespan=all
kayo,(34) 40%,706,1.01,171.2,0.92,112.3,77%,0.57,0.60,0.06,0.09,405,438,421,40,62,YanLi,https://www.vlr.gg/player/37673/yanli?timespan=all
viper,(29) 34%,609,1.21,221.8,1.30,147.6,76%,0.78,0.30,0.11,0.07,477,367,182,67,43,YanLi,https://www.vlr.gg/player/37673/yanli?timespan=all
breach,(12) 14%,248,1.14,202.0,1.09,132.7,75%,0.70,0.48,0.05,0.06,174,159,119,11,14,YanLi,https://www.vlr.gg/player/37673/yanli?timespan=all
,,,,,,,,,,,,,,,,,guuih,https://www.vlr.gg/player/6202/guuih?timespan=all
killjoy,(119) 39%,2548,1.07,196.4,1.14,133.9,72%,0.69,0.16,0.07,0.06,1769,1555,397,180,163,guuih,https://www.vlr.gg/player/6202/guuih?timespan=all
viper,(83) 27%,1753,1.09,203.0,1.13,135.4,75%,0.71,0.29,0.06,0.07,1245,1105,513,109,122,guuih,https://www.vlr.gg/player/6202/guuih?timespan=all
cypher,(71) 23%,1486,1.05,187.7,1.06,126.5,73%,0.67,0.24,0.08,0.06,994,942,355,117,93,guuih,https://www.vlr.gg/player/6202/guuih?timespan=all
,,,,,,,,,,,,,,,,,feqew,https://www.vlr.gg/player/2313/feqew?timespan=all
jett,(130) 35%,2590,1.14,241.1,1.27,155.2,73%,0.87,0.18,0.20,0.15,2248,1768,457,512,395,feqew,https://www.vlr.gg/player/2313/feqew?timespan=all
cypher,(89) 24%,1818,1.11,232.6,1.29,145.9,71%,0.84,0.23,0.10,0.08,1519,1180,411,181,150,feqew,https://www.vlr.gg/player/2313/feqew?timespan=all
killjoy,(49) 13%,995,1.16,227.5,1.26,147.5,75%,0.79,0.21,0.10,0.09,783,619,211,102,86,feqew,https://www.vlr.gg/player/2313/feqew?timespan=all
,,,,,,,,,,,,,,,,,pho,https://www.vlr.gg/player/761/pho?timespan=all
sova,(128) 19%,2678,1.12,204.5,1.13,139.4,73%,0.71,0.28,0.07,0.05,1897,1673,746,185,141,pho,https://www.vlr.gg/player/761/pho?timespan=all
omen,(125) 19%,2617,0.95,187.5,1.00,115.8,76%,0.66,0.32,0.07,0.08,1732,1739,846,188,209,pho,https://www.vlr.gg/player/761/pho?timespan=all
viper,(106) 16%,2202,1.04,203.8,1.06,135.6,71%,0.71,0.24,0.10,0.08,1572,1481,520,211,177,pho,https://www.vlr.gg/player/761/pho?timespan=all
,,,,,,,,,,,,,,,,,eeiu,https://www.vlr.gg/player/796/eeiu?timespan=all
sova,(295) 66%,6076,1.16,220.2,1.25,147.4,76%,0.77,0.33,0.07,0.05,4695,3770,2010,419,302,eeiu,https://www.vlr.gg/player/796/eeiu?timespan=all
fade,(68) 15%,1394,1.09,195.5,1.12,128.2,76%,0.71,0.35,0.05,0.05,995,891,484,71,67,eeiu,https://www.vlr.gg/player/796/eeiu?timespan=all
breach,(36) 8%,753,1.11,205.9,1.16,130.6,81%,0.74,0.44,0.06,0.04,554,476,329,43,29,eeiu,https://www.vlr.gg/player/796/eeiu?timespan=all
,,,,,,,,,,,,,,,,,Cloy,https://www.vlr.gg/player/24979/cloy?timespan=all
omen,(31) 32%,658,1.12,205.3,1.15,133.6,76%,0.74,0.39,0.08,0.07,487,423,258,53,48,Cloy,https://www.vlr.gg/player/24979/cloy?timespan=all
breach,(18) 19%,375,1.06,204.3,1.05,131.9,75%,0.70,0.51,0.08,0.09,263,250,192,29,34,Cloy,https://www.vlr.gg/player/24979/cloy?timespan=all
astra,(16) 16%,344,1.02,190.0,1.00,121.6,73%,0.70,0.32,0.07,0.08,241,240,111,25,26,Cloy,https://www.vlr.gg/player/24979/cloy?timespan=all
,,,,,,,,,,,,,,,,,RieNs,https://www.vlr.gg/player/10971/riens?timespan=all
sova,(110) 30%,2396,1.12,213.9,1.14,144.5,74%,0.74,0.31,0.08,0.07,1775,1563,747,188,157,RieNs,https://www.vlr.gg/player/10971/riens?timespan=all
breach,(71) 19%,1521,0.99,189.8,0.97,121.2,75%,0.66,0.44,0.07,0.06,1010,1041,670,101,98,RieNs,https://www.vlr.gg/player/10971/riens?timespan=all
skye,(41) 11%,900,0.93,190.1,0.93,122.3,72%,0.68,0.29,0.09,0.11,610,655,264,81,96,RieNs,https://www.vlr.gg/player/10971/riens?timespan=all
,,,,,,,,,,,,,,,,,Kanpeki,https://www.vlr.gg/player/848/kanpeki?timespan=all
jett,(197) 32%,4001,1.11,255.9,1.23,151.7,71%,0.90,0.17,0.22,0.15,3598,2928,678,866,591,Kanpeki,https://www.vlr.gg/player/848/kanpeki?timespan=all
skye,(113) 18%,2318,1.05,200.9,1.11,129.7,76%,0.72,0.37,0.09,0.08,1671,1503,847,201,181,Kanpeki,https://www.vlr.gg/player/848/kanpeki?timespan=all
kayo,(65) 10%,1353,1.13,217.5,1.08,139.1,78%,0.74,0.59,0.09,0.08,995,925,800,117,106,Kanpeki,https://www.vlr.gg/player/848/kanpeki?timespan=all
,,,,,,,,,,,,,,,,,KRX,https://www.vlr.gg/player/15891/krx?timespan=all
jett,(34) 42%,683,0.98,220.7,1.01,143.0,70%,0.80,0.15,0.19,0.15,544,540,103,130,101,KRX,https://www.vlr.gg/player/15891/krx?timespan=all
raze,(15) 19%,293,0.72,177.7,0.70,121.5,62%,0.57,0.21,0.16,0.23,168,241,61,47,67,KRX,https://www.vlr.gg/player/15891/krx?timespan=all
reyna,(14) 17%,309,1.11,253.7,1.12,164.2,70%,0.89,0.17,0.15,0.11,275,245,54,45,33,KRX,https://www.vlr.gg/player/15891/krx?timespan=all
